Gene = Ciart
index = 265
Annotated 5SS: [  77 1051 1249 1597 1823]
Annotated 3SS: [ 641 1172 1517 1710 3081]
SMsplice 5SS: [  77 1051 1249 1597 1823]
SMsplice 3SS: [ 641 1172 1517 1710 1921]
top_k =  500
Partition function (log Z): 1.7408471916196873

Sorted 5' Splice Sites (High to Low Probability):
Position 1249: 0.9725971984277726
Position 1597: 0.9635165338093219
Position 1051: 0.7340738393220391
Position 77: 0.7186333768167784
Position 3014: 0.4767425515043243
Position 1823: 0.4460134991510637
Position 277: 0.30273811575013654
Position 1899: 0.2746678673924935
Position 2549: 0.1870425544471659
Position 160: 0.17024826715025423
Position 1955: 0.07443248575687485
Position 287: 0.02237219880597058
Position 983: 0.020466926703958322
Position 2340: 0.012868665509291666
Position 3039: 0.012740701558406444
Position 782: 0.01180437951892931
Position 1800: 0.011435096004412476
Position 124: 0.01091603318605233
Position 2973: 0.006364460241318448
Position 768: 0.0035697351106200046
Position 1016: 0.003562664624608643
Position 850: 0.003243852051359598
Position 724: 0.003188051831978849
Position 775: 0.0028748411911618576
Position 1601: 0.001944881982209208
Position 7: 0.0019195475197190546
Position 648: 0.0018849677563811582
Position 661: 0.0016338358382534152
Position 1630: 0.0015776315742099787
Position 1568: 0.0012598645723546605
Position 216: 0.0012205087880511388
Position 854: 0.0012016105488014005
Position 3248: 0.0009124009970299201
Position 866: 0.0009030411984502254
Position 1886: 0.000876572571053655
Position 1283: 0.0007082407751804287
Position 920: 0.0005926551428235124
Position 3413: 0.00046465555934342945
Position 384: 0.0002689027038487933
Position 391: 0.0002122864601038022
Position 244: 0.00018949349736845818
Position 998: 0.0001356430375775906
Position 343: 0.00011135943161534244
Position 234: 0.00010182427399099324
Position 1234: 9.435684980951096e-05
Position 722: 7.917891098349482e-05
Position 913: 7.264462242106569e-05
Position 423: 5.484543805726891e-05
Position 187: 4.9790914651975133e-05
Position 323: 3.4754185823716494e-05
Position 150: 3.134282304493368e-05
Position 395: 3.1281899627857765e-05
Position 1368: 2.9843071736896536e-05
Position 281: 2.9338530668972797e-05
Position 310: 1.2562525458242524e-05
Position 1572: 1.0252794892791173e-05
Position 1651: 1.0097024531578661e-05
Position 386: 9.391394765751532e-06
Position 428: 8.007167658485517e-06
Position 1301: 6.8089281500040115e-06
Position 1350: 5.977760523457206e-06
Position 1574: 4.181724466707465e-06
Position 1739: 3.6591401455519848e-06
Position 1524: 2.625909794049141e-06
Position 579: 2.3079210441185974e-06
Position 11: 1.3361805296037873e-06
