Gene = Medag
index = 668
Annotated 5SS: [  507 10495 15298 15758]
Annotated 3SS: [10384 15184 15471 18037]
SMsplice 5SS: [  507 10495 15298 15758]
SMsplice 3SS: [10384 15184 15471 18037]
top_k =  500
Partition function (log Z): -10.738383326457562

Sorted 5' Splice Sites (High to Low Probability):
Position 1803: 0.7478306677958212
Position 10495: 0.7136058184334113
Position 507: 0.6490417494711851
Position 15758: 0.5250675524602194
Position 652: 0.4504799516605846
Position 148: 0.4340719435150247
Position 11466: 0.32126476602396403
Position 1360: 0.3070825643233497
Position 383: 0.28816612860216057
Position 6790: 0.27566301496224704
Position 15647: 0.24250761140942373
Position 101: 0.18267457545178956
Position 1112: 0.0798003531943284
Position 1237: 0.043846468101124775
Position 199: 0.0338025970571624
Position 1377: 0.018363470816133987
Position 1659: 0.014240451536948986
Position 1186: 0.01422772338103504
Position 85: 0.014060832074181132
Position 1910: 0.004162368849587262
Position 980: 0.0030086896721666823
Position 1454: 0.0029096927878811364
Position 1493: 0.0028385391387904546
Position 511: 0.001287973949188296
Position 889: 0.0011226530573400942
Position 2335: 0.0010436635829107485
Position 1309: 0.0010400060327819484
Position 3629: 0.0006948862872243161
Position 227: 0.0005261021886029064
Position 3061: 0.0003674481401688438
Position 1167: 0.0002864181953089262
Position 677: 0.0002497711491470077
Position 1654: 0.00021967567952113572
Position 460: 0.0002033295441237508
Position 1289: 0.00020210082920640816
Position 243: 0.00018384865369938455
Position 58: 0.00016342837813435648
Position 365: 0.00014628374357922774
Position 309: 0.00013477958571288086
Position 428: 9.415127473440465e-05
Position 3723: 8.245208452881998e-05
Position 14: 5.67646209747666e-05
Position 691: 5.127987792818194e-05
Position 397: 4.7526492573298764e-05
Position 60: 3.739341987547474e-05
Position 7: 9.449903668884772e-06
Position 253: 5.850369187148525e-06
Position 299: 5.205431316145906e-06
Position 442: 3.4031818233270137e-06
Position 522: 2.6825710985255445e-06
Position 573: 9.58365062036402e-07
Position 904: 3.9630689104812373e-07
Position 874: 2.754382206592309e-07
Position 831: 2.5754043956302674e-07
Position 759: 2.2504605231026382e-07
Position 929: 2.1806606908030537e-07
Position 303: 1.0008406675903839e-07
Position 663: 6.743364507319078e-08
Position 339: 5.5725775285151064e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 15471: 0.9280747773491695
Position 10384: 0.7152992179059442
Position 1765: 0.48491881467379405
Position 576: 0.397385115664659
Position 18037: 0.39454451552605163
Position 11365: 0.3253041482216106
Position 345: 0.28647353579981844
Position 1584: 0.277502153304238
Position 1213: 0.2598669934759345
Position 17045: 0.25714699601169116
Position 6628: 0.24690522714594645
Position 241: 0.18067366948102254
Position 1036: 0.14083827470955093
Position 17523: 0.11588365233190079
Position 360: 0.09004857619688435
Position 6503: 0.029889062592105935
Position 1065: 0.02606272320638869
Position 13218: 0.021974017068218683
Position 197: 0.0207913097435044
Position 1075: 0.018672662021381087
Position 5104: 0.016652466234057566
Position 619: 0.01254816157063243
Position 187: 0.011616250725603757
Position 291: 0.011164001809875493
Position 758: 0.01103985096416578
Position 1115: 0.010497134908279337
Position 260: 0.009156075891353718
Position 469: 0.008207445065719283
Position 1552: 0.007893305516158161
Position 532: 0.0062561333586183526
Position 1359: 0.005946924588701798
Position 640: 0.004960783623479995
Position 1627: 0.0048481077335192895
Position 494: 0.004698757121292505
Position 299: 0.0040162903077638045
Position 390: 0.0031042831219711955
Position 1178: 0.002635500560271495
Position 5522: 0.002228041039106642
Position 2865: 0.002023896157740113
Position 266: 0.0020050631128610886
Position 2944: 0.0018177168118317893
Position 2282: 0.0017848216619973977
Position 3465: 0.0016774420601567662
Position 10786: 0.001371791002087807
Position 8843: 0.0012972687432987978
Position 387: 0.0012688542505928575
Position 920: 0.001057962593303465
Position 3298: 0.0007983147714672586
Position 3524: 0.000634774295607218
Position 1230: 0.0005804051778840788
Position 472: 0.0005023680118107959
Position 887: 0.0004888003148711426
Position 491: 0.00043210032573540885
Position 987: 0.00041902204929900624
