Gene = Apoa2
index = 127
Annotated 5SS: [ 68 313 745]
Annotated 3SS: [ 232  611 1088]
SMsplice 5SS: [313 530 745]
SMsplice 3SS: [395 611 888]
top_k =  500
Partition function (log Z): -2.6945367888933625

Sorted 5' Splice Sites (High to Low Probability):
Position 745: 0.9598487068338897
Position 313: 0.7883034904396596
Position 530: 0.4733143903268103
Position 68: 0.3129211467808746
Position 995: 0.28115998518070767
Position 153: 0.1429716279640424
Position 1005: 0.13390400081856843
Position 350: 0.12077341144505059
Position 93: 0.06238076350696794
Position 89: 0.013118245984288112
Position 1134: 0.011275796551067079
Position 102: 0.0070700734457127615
Position 490: 0.00672860636207299
Position 1026: 0.004887046951399557
Position 147: 0.004519093313623783
Position 546: 0.002578850341885754
Position 534: 0.0025167993662483824
Position 544: 0.00240419953890496
Position 169: 0.0021870267085799537
Position 318: 0.0012667456765442524
Position 539: 0.0006339583291184884
Position 127: 0.0005222102488165908
Position 301: 0.000507975475046686
Position 1153: 0.00026029240196078504
Position 593: 0.00017879432180032044
Position 608: 0.00017579384608371545
Position 291: 0.00014929234942698955
Position 905: 0.00012923721893343031
Position 447: 8.934965980810376e-05
Position 931: 5.692146082912914e-05
Position 602: 3.6469595794284655e-05
Position 38: 3.436809804711263e-05
Position 279: 3.331959294375947e-05
Position 6: 3.238475309854868e-05
Position 749: 2.6133436870419837e-05
Position 806: 2.5406659131731282e-05
Position 576: 1.37421675704161e-05
Position 1209: 1.234090466425722e-05
Position 396: 8.29889387864041e-06
Position 620: 6.284924173555929e-06
Position 26: 4.8564674287428445e-06
Position 4: 3.4292000622323807e-06
Position 251: 4.512471008897091e-07
Position 658: 2.897719354263641e-07
Position 237: 2.12058104638584e-07
Position 359: 1.8459983547377092e-07
Position 215: 1.4121078294274757e-07
Position 922: 9.033852886309275e-08
Position 213: 4.85241761038045e-08
Position 381: 1.003544999841637e-08
Position 390: 9.100015302821408e-09
Position 401: 2.5811790522271843e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 888: 0.8337467608450666
Position 395: 0.6351262250155547
Position 611: 0.5841737981767543
Position 1088: 0.5564613348172327
Position 232: 0.23185548765460562
Position 676: 0.1799466400956815
Position 229: 0.15995341023358056
Position 244: 0.04009692888303472
Position 213: 0.03578982261047389
Position 1242: 0.014040908495019063
Position 631: 0.008825861775474815
Position 1133: 0.008442183520051097
Position 447: 0.007740075898217401
Position 614: 0.006318090287369066
Position 587: 0.004032075900080993
Position 652: 0.0038995433986568754
Position 576: 0.0030169911428696078
Position 425: 0.0025442027285321406
Position 625: 0.0025024176468968064
Position 978: 0.0021106078046193868
Position 1169: 0.0015525400740940387
Position 189: 0.0014060160719685448
Position 266: 0.0013828836875277733
Position 698: 0.001332851845822995
Position 1026: 0.0011349480127798598
Position 627: 0.001049036455194166
Position 482: 0.0009283847732181104
Position 893: 0.0008860455505894203
Position 198: 0.00064943358087789
Position 1058: 0.0006116073263939888
Position 635: 0.0006045552882051014
Position 1166: 0.0005978120551539292
Position 304: 0.0005256898933395369
Position 251: 0.0004626047103265921
Position 993: 0.0004437849001788961
Position 828: 0.0003171988446607127
Position 922: 0.0002941162537823767
Position 1264: 0.0002934358447603886
Position 1209: 0.00023704230353326541
Position 1141: 0.00023072463961465805
Position 1138: 0.00019821820761166362
Position 429: 0.00018326564112071465
Position 678: 0.0001658953470135864
Position 929: 0.00014506596018973682
Position 139: 0.00013689755515406755
Position 851: 0.00011458215284953809
Position 654: 9.330704038510491e-05
Position 841: 8.080208493748107e-05
Position 401: 6.069678981185767e-05
Position 1104: 4.8754303605032805e-05
Position 1311: 4.032088823672937e-05
Position 898: 3.589446063924043e-05
Position 718: 3.505382567419184e-05
Position 712: 2.99656618128068e-05
Position 496: 2.856204684345354e-05
Position 837: 2.3582607669615784e-05
Position 1030: 2.0484671701195434e-05
Position 413: 1.4601132013990618e-05
Position 493: 1.1873522664440409e-05
Position 514: 7.786621328495369e-06
Position 132: 6.98567912015232e-06
Position 550: 5.673355948003319e-06
Position 1185: 5.392793157082362e-06
Position 142: 3.337998066966683e-06
Position 151: 2.4995897115062998e-06
Position 902: 2.121799093155934e-06
Position 904: 2.100511551346557e-06
Position 341: 1.3032812326261121e-06
Position 153: 1.1236686870364514e-06
Position 134: 9.071880332016064e-07
Position 147: 5.264648653953877e-07
Position 157: 3.2197325425789254e-07
Position 312: 3.0789966513045705e-07
Position 84: 7.341562517577531e-09
Position 317: 4.701470864936046e-09
Position 346: 2.369334975148248e-09
Position 86: 4.0206364455998966e-10
Position 109: 3.3916925003884336e-10
Position 77: 7.617036929042517e-11
Position 111: 1.4279859429021277e-11
