Gene = Colca2
index = 283
Annotated 5SS: [ 221  974 4689 6242]
Annotated 3SS: [ 878 4633 6011 7643]
SMsplice 5SS: [ 230  974 4689]
SMsplice 3SS: [ 878 4633 6011]
top_k =  500
Partition function (log Z): -3.7705440247541215

Sorted 5' Splice Sites (High to Low Probability):
Position 974: 0.9935473890900902
Position 230: 0.850055475976506
Position 4689: 0.5918786298031775
Position 6242: 0.440566603494703
Position 7346: 0.20764610583223017
Position 1753: 0.13114829719312784
Position 3788: 0.12383907022823683
Position 3938: 0.11656828388556029
Position 2273: 0.07968108151249077
Position 221: 0.07870274424111229
Position 5113: 0.06910011373760981
Position 4814: 0.061956536753194624
Position 143: 0.05203407254408204
Position 420: 0.037070633531758254
Position 3755: 0.02961447026455562
Position 554: 0.018238895513041045
Position 1597: 0.01710586039131254
Position 7361: 0.014748233739038438
Position 4225: 0.011843872365948617
Position 331: 0.009258669551079627
Position 4453: 0.008154271986939705
Position 772: 0.006500872216217513
Position 7297: 0.005608750352560391
Position 674: 0.004991345617117879
Position 1452: 0.004738449760458133
Position 425: 0.004045801985996214
Position 3635: 0.0037225336620977626
Position 2869: 0.003592242640260775
Position 5196: 0.0031880029837181648
Position 6290: 0.0030662701887996216
Position 5604: 0.002773351798830946
Position 497: 0.002475400670792266
Position 7399: 0.002308230796094285
Position 678: 0.0019614161373879726
Position 1583: 0.001467815347759401
Position 1245: 0.0014062515750405396
Position 91: 0.0012710626718924613
Position 6212: 0.001240812705055256
Position 6325: 0.0006745674698760334
Position 790: 0.000505044277030219
Position 4221: 0.00044840873255472626
Position 2840: 0.00043842749459564067
Position 4353: 0.0002812150238925065
Position 376: 0.00011741213746758954
Position 118: 8.682485425814023e-05
Position 559: 6.75060355260095e-05
Position 1593: 6.0637235774217345e-05
Position 225: 5.171766127218741e-05
Position 234: 4.9926395683310325e-05
Position 1575: 4.688035847585456e-05
Position 334: 4.687162470803252e-05
Position 690: 4.3575939662104246e-05
Position 821: 3.312215003215995e-05
Position 1518: 2.9406708301207348e-05
Position 646: 2.4908935963947198e-05
Position 2124: 1.9663596475254386e-05
Position 616: 1.698813935514536e-05
Position 1111: 1.556784343409011e-05
Position 282: 1.5114142321282795e-05
Position 58: 1.511312082479505e-05
Position 275: 1.4241519386572799e-05
Position 1607: 1.2076259057709304e-05
Position 1603: 1.1716198718703347e-05
Position 517: 1.138545493818634e-05
Position 3078: 9.452401784566904e-06
Position 890: 5.2761937379728555e-06
Position 663: 3.8917470299223144e-06
Position 1024: 3.5765356339222617e-06
Position 405: 2.817301441609831e-06
Position 2609: 2.597795508701856e-06
Position 438: 2.345329529921479e-06
Position 992: 2.231959536047237e-06
