Gene = Daw1
index = 320
Annotated 5SS: [   58 19585 20709 22528 23598 28225 31671 32943 37543 38420 46185 49588]
Annotated 3SS: [19511 20563 22468 23474 28124 31562 32835 37439 38304 46107 49424 50373]
SMsplice 5SS: [   58 19585 26595 31671 32943 37543 38420 46185 49588]
SMsplice 3SS: [19511 26492 31562 32835 37439 38304 46107 49424 50373]
top_k =  500
Partition function (log Z): -29.49539662819062

Sorted 5' Splice Sites (High to Low Probability):
Position 58: 0.7018486180622541
Position 3507: 0.25034130692570533
Position 1000: 0.18839056515548394
Position 635: 0.16820780519649464
Position 178: 0.14929567378312553
Position 526: 0.10012582923335607
Position 1914: 0.06817529716355852
Position 4199: 0.0457999299321879
Position 5303: 0.027115428103034907
Position 5295: 0.01977837751866658
Position 5290: 0.007642425788490189
Position 2370: 0.006627371002786823
Position 591: 0.004872177334275063
Position 5386: 0.003726317958552012
Position 2099: 0.0036683559896997574
Position 630: 0.002338668259927344
Position 3119: 0.001319740356970203
Position 10: 0.0008608365967758509
Position 103: 0.00046662837037832216
Position 597: 0.00043837205705931975
Position 2493: 0.0004263601944715758
Position 294: 0.00023191523848546325
Position 1535: 0.00021660085478723994
Position 588: 0.00020163371388279077
Position 161: 0.00019969315935484426
Position 970: 0.00018487677448635002
Position 147: 0.00018212159366028333
Position 781: 0.00016195120646837391
Position 155: 8.86363906961855e-05
Position 75: 7.829364628115914e-05
Position 268: 7.06502027075421e-05
Position 1424: 6.888631705294937e-05
Position 329: 6.358667018094485e-05
Position 252: 5.249171625984544e-05
Position 1451: 4.619946616213948e-05
Position 243: 4.467975177090291e-05
Position 1345: 4.248850586097298e-05
Position 412: 4.013657584214806e-05
Position 181: 3.933128775971763e-05
Position 1461: 3.323342827757668e-05
Position 788: 2.215797332731926e-05
Position 493: 1.9202805437812064e-05
Position 387: 6.46516308034283e-06
Position 398: 6.330945970197852e-06
Position 65: 5.251040570579958e-06
Position 201: 4.5031894381713196e-06
Position 233: 1.5678851551701089e-06
Position 305: 1.3028206754820513e-06
Position 195: 3.8476052718897984e-07
Position 332: 1.5369124267140726e-07
Position 339: 6.953434052786091e-08
Position 357: 5.827608799198134e-08
Position 1200: 5.348096846860512e-08
Position 933: 1.077185927313864e-08
Position 355: 9.699120901909942e-09
Position 483: 2.6635252071913554e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 3343: 0.24543441063797725
Position 5193: 0.19959506317277909
Position 5897: 0.14760374677363614
Position 2620: 0.11017621254317672
Position 931: 0.1015254104635073
Position 483: 0.09436773684570883
Position 1753: 0.08645190138542236
Position 6895: 0.079931441323666
Position 6755: 0.07574878441783654
Position 4081: 0.060531282532571264
Position 398: 0.04930329595908918
Position 6931: 0.04057764205788855
Position 912: 0.0403910215452537
Position 3910: 0.03614397691778252
Position 10840: 0.029582284286486057
Position 3358: 0.02204343309208554
Position 1380: 0.016904375355294377
Position 7592: 0.01670684466601062
Position 2466: 0.016463634619552598
Position 1090: 0.015110596884213633
Position 1199: 0.014543338742867529
Position 4944: 0.012642356321957565
Position 5462: 0.011319128794037178
Position 2522: 0.011243092643662035
Position 2833: 0.010838367475068377
Position 294: 0.010776490754499598
Position 2437: 0.010377952362568811
Position 1704: 0.010260044758936186
Position 373: 0.009256169168374365
Position 9992: 0.009221673488862863
Position 3484: 0.008701179941109943
Position 1954: 0.008584461123193008
Position 3425: 0.00840817469185546
Position 4894: 0.00779420554074947
Position 5746: 0.0077119778617488225
Position 525: 0.0070632088220206
Position 5711: 0.0067938953909852705
Position 1235: 0.006228095055158472
Position 1029: 0.006196238138848976
Position 355: 0.006113679490141748
Position 3990: 0.005694572326480514
Position 1449: 0.003982039848382176
Position 4421: 0.0039710889424869915
Position 4472: 0.0038714778963598387
Position 2703: 0.0037238157816263306
Position 4616: 0.0035996220716333492
Position 563: 0.003254720265196955
Position 7508: 0.0032254934382292513
Position 496: 0.003138267680595348
Position 3935: 0.0030961420308160026
Position 2292: 0.003020331910269144
Position 5133: 0.002845501964750309
Position 1634: 0.002809535932588707
Position 5350: 0.0027669040778047008
Position 493: 0.0027184305697176554
Position 3932: 0.002683710258167374
Position 1294: 0.0025917182562658642
Position 2251: 0.0025220164078460627
Position 2224: 0.0019965717024456064
Position 1196: 0.0019805816693238007
Position 1362: 0.0018529234113007778
Position 4026: 0.0018233202395683329
Position 4230: 0.00162604281227243
Position 375: 0.0015234095101035836
Position 4286: 0.0014798645799127875
Position 3536: 0.0012613944172365913
Position 3893: 0.0011642727418651761
Position 2572: 0.0010423668328728146
Position 4851: 0.0009646975152739443
Position 2867: 0.0009087455088938728
Position 3066: 0.0008069821313111805
Position 412: 0.0007132868728946524
Position 2355: 0.0006193326563313362
Position 1608: 0.0004822169203676313
Position 2046: 0.000447817930063112
Position 1639: 0.0004063748545752854
Position 1499: 0.00037434402948874714
Position 177: 0.00035990179766349345
Position 1502: 0.0003341094323709464
Position 418: 0.000329698437177908
Position 1900: 0.0003201316629004007
Position 735: 0.00031235656709493884
Position 2071: 0.0002968766521249261
Position 566: 0.0002871591310603999
Position 2016: 0.00024415034034265635
Position 243: 0.00021530910094948703
Position 3015: 0.00020581860381925084
Position 1154: 0.0001801094998325426
Position 779: 0.0001619302508243977
Position 628: 0.00012704210968258946
Position 808: 0.00011466893067718329
Position 698: 0.00010765327464742543
Position 2234: 5.9923297523574485e-05
Position 268: 4.5992184665896564e-05
Position 1814: 3.737488579960767e-05
Position 1866: 2.7659690168930796e-05
Position 975: 2.5273524375685767e-05
Position 504: 2.2285877227776775e-05
Position 326: 1.8671263118830134e-05
Position 457: 1.7889637830252944e-05
Position 750: 1.6742241203878312e-05
Position 984: 1.3538055315030022e-05
Position 423: 7.1728198351121525e-06
Position 318: 6.025232003882033e-06
Position 1419: 3.973693613812968e-06
Position 571: 3.3531263226823152e-06
Position 311: 3.0086090882469463e-06
Position 264: 2.6069797577993432e-06
Position 339: 2.3258014516083307e-06
Position 993: 2.305342271225948e-06
Position 436: 2.2885916155780028e-06
Position 700: 1.8634537815113207e-06
Position 725: 1.4341207717225623e-06
Position 785: 1.3450435367381325e-06
Position 332: 1.209952362684543e-06
Position 1732: 7.756340048360009e-07
Position 658: 7.657033489857047e-07
Position 605: 4.287776570884023e-07
Position 161: 3.311097280562875e-07
Position 305: 3.2579057927219387e-07
Position 633: 2.7503406287251235e-07
Position 181: 1.6958655420222297e-07
Position 314: 4.905136798641577e-10
Position 150: 3.59286626334716e-10
Position 138: 1.721195155173326e-11
Position 185: 1.447645792297989e-11
Position 195: 1.3238623579473406e-11
