Gene = Jchain
index = 601
Annotated 5SS: [ 176 1793 5399]
Annotated 3SS: [1671 5317 6364]
SMsplice 5SS: [ 176 5399]
SMsplice 3SS: [5317 6364]
top_k =  500
Partition function (log Z): -6.464257820034954

Sorted 5' Splice Sites (High to Low Probability):
Position 176: 0.9932644095880109
Position 5399: 0.5882157344075304
Position 1837: 0.3717524428138842
Position 1426: 0.26509149981127
Position 6523: 0.1365633318085083
Position 5589: 0.1103929210146222
Position 4525: 0.08082677232744435
Position 1793: 0.04785223776287035
Position 6515: 0.03288892248374582
Position 6473: 0.03004309888428132
Position 6127: 0.01749334499152153
Position 2191: 0.01393939698495809
Position 6260: 0.010205611454452796
Position 4510: 0.00754711016671208
Position 524: 0.004632237970161728
Position 1375: 0.004315569220340937
Position 5489: 0.0036036631327477824
Position 6008: 0.002873577725419709
Position 4158: 0.0028634993032974317
Position 1672: 0.0028244858457142407
Position 2087: 0.0024501692850595965
Position 4275: 0.002124733297030428
Position 2820: 0.002072705025110373
Position 5432: 0.0018482267583862636
Position 2968: 0.0014432960895205136
Position 4152: 0.0013731307805992272
Position 183: 0.0012323903556132531
Position 2231: 0.0010204374527963708
Position 4198: 0.0008251884643544271
Position 654: 0.0008242536048452574
Position 3757: 0.0008221756091611892
Position 2346: 0.000738983078881332
Position 4446: 0.0006891231060044824
Position 3697: 0.0006636054887111699
Position 1530: 0.0006628073504257323
Position 2865: 0.00048060039027644785
Position 667: 0.0004389745170590462
Position 976: 0.0003474680938864115
Position 180: 0.0003094276540956774
Position 736: 0.00023706077913926446
Position 536: 0.00019425133850555951
Position 1336: 0.0001039471010969136
Position 139: 8.690605117512925e-05
Position 612: 5.124762134464359e-05
Position 659: 4.250098611839753e-05
Position 519: 3.919791314824568e-05
Position 1887: 1.1589358234516064e-05
Position 1080: 1.1321057561329417e-05
Position 169: 7.310616667517294e-06
Position 425: 5.399553479478394e-06
Position 827: 5.09639598993078e-06
Position 979: 4.821131440792601e-06
Position 154: 3.947498590921724e-06
Position 1826: 3.6823413695790672e-06
Position 229: 3.5791094607764312e-06
Position 218: 3.511075963935523e-06
Position 101: 2.8946263521232413e-06
Position 1797: 2.6070136605355952e-06
Position 888: 2.1824330286073146e-06
Position 836: 2.038150678376754e-06
Position 12: 1.2712302381101604e-06
Position 163: 1.2520839660728778e-06
Position 875: 9.83468920241656e-07
Position 1007: 9.177324525495753e-07
Position 1002: 4.973775528335481e-07
Position 299: 4.097942163022456e-08
Position 865: 3.7685442957094216e-08
Position 461: 3.7321235303817966e-08
Position 881: 3.054202933861172e-08
Position 493: 8.573531577890783e-09
Position 90: 6.4616168744544125e-09
Position 222: 5.741786932428268e-09
Position 66: 3.814366593241566e-09
Position 435: 3.808518164940139e-09
Position 348: 2.493667635565336e-09
Position 73: 1.877439503332983e-09
Position 437: 6.421619751527696e-10
Position 220: 6.320234119489284e-10
Position 379: 4.100654278820513e-11
Position 595: 1.3245823199326729e-11
Position 359: 4.6717484634094125e-12
Position 587: 3.2979521195833614e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5317: 0.788305892230479
Position 6364: 0.6523757060368542
Position 1671: 0.2524790984939437
Position 1229: 0.10512105131366735
Position 1732: 0.10309075398199112
Position 4407: 0.09576551457343654
Position 6721: 0.08808535049584236
Position 6227: 0.07565196714384703
Position 7168: 0.07562565967358492
Position 1652: 0.05767765272144119
Position 1291: 0.051183718014450354
Position 1319: 0.04163779866980608
Position 1079: 0.03670652888262613
Position 5568: 0.02992578998904005
Position 2055: 0.02762466654939778
Position 6973: 0.022974137917964748
Position 4098: 0.01437554178727369
Position 7257: 0.013396308826524716
Position 3508: 0.01283313350510919
Position 6035: 0.011704036625670221
Position 3294: 0.011632578328522693
Position 1185: 0.01107549260812562
Position 5517: 0.010664806897832953
Position 6818: 0.009646051799781582
Position 577: 0.008876231761609132
Position 5923: 0.007033035461143344
Position 3467: 0.007004263825641822
Position 1509: 0.006959736681106826
Position 6425: 0.006864460234003934
Position 6613: 0.006580257851607488
Position 1326: 0.0059642175716405664
Position 3354: 0.005833818412246885
Position 5901: 0.004749169494637944
Position 2701: 0.004709118899619389
Position 6514: 0.00457124782302671
Position 6790: 0.004514860480531434
Position 1580: 0.004472805564414523
Position 5534: 0.004472137415977598
Position 5335: 0.0040800522218520045
Position 966: 0.004058052454612231
Position 6599: 0.004025555781810363
Position 1155: 0.0032522265922887462
Position 1977: 0.003016768575427794
Position 7194: 0.00260771657731693
Position 1279: 0.002404471770907719
Position 1191: 0.0023409163621822757
Position 2820: 0.0023100437773834804
Position 1127: 0.002051616244120228
Position 1873: 0.0018577213287145186
Position 393: 0.0017446684213947511
Position 6578: 0.0017317190786017619
Position 6371: 0.0016810960246606006
Position 514: 0.0016099282595576723
Position 6634: 0.0014749455576858173
Position 5706: 0.0014622834109419194
Position 7016: 0.0012909089939878967
Position 1425: 0.0012338316580602325
Position 2968: 0.0012093040661987008
Position 6668: 0.0012080617010265015
Position 7262: 0.0011657798043390377
Position 4064: 0.0011033634853442782
Position 2328: 0.0009760715247987182
Position 6191: 0.0009702250147173812
Position 3990: 0.0009507224056221103
Position 2216: 0.0009433167422335446
Position 719: 0.0008996664545794854
Position 2479: 0.0008538650546260925
Position 1124: 0.0008092811232268357
Position 1683: 0.0007997038037025521
Position 2858: 0.0007378074259170399
Position 1385: 0.0006025822715100913
Position 2452: 0.0005851205484761922
Position 3061: 0.0005831879921157498
Position 1951: 0.0005519868588027848
Position 1751: 0.0004929566154253677
Position 1367: 0.0004916353943996752
Position 3041: 0.0003858017000146974
Position 5254: 0.00037727342747852406
Position 3633: 0.00036834517701113195
Position 6082: 0.0003563303229940824
Position 550: 0.0003526638697852196
Position 1002: 0.0003341834155180131
Position 6407: 0.0003055548680242623
Position 5629: 0.00029751094030203374
Position 771: 0.0002607125514726154
