Gene = Cldn12
index = 267
Annotated 5SS: [  25  558 1628 3719]
Annotated 3SS: [ 412 1537 3666 6334]
SMsplice 5SS: [ 162 6543]
SMsplice 3SS: [6430 6793]
top_k =  500
Partition function (log Z): -5.474269985142174

Sorted 5' Splice Sites (High to Low Probability):
Position 162: 0.7750661115480779
Position 1628: 0.5976109133519382
Position 6543: 0.5768091817132842
Position 558: 0.5127948999663741
Position 6578: 0.3673548528986373
Position 7553: 0.29133133376077824
Position 6794: 0.28666195860450944
Position 1074: 0.28557762741245346
Position 3719: 0.2710441334431503
Position 4306: 0.19355654505660772
Position 25: 0.11995316808156124
Position 169: 0.07113976799368206
Position 2951: 0.0704505411173278
Position 2183: 0.043485821286357765
Position 2564: 0.04185832653436293
Position 8359: 0.03300854936648164
Position 5983: 0.027785240661094338
Position 5948: 0.027584597898393386
Position 7903: 0.01749936001271872
Position 677: 0.01444345266011286
Position 6914: 0.0143182657093647
Position 6799: 0.01417930277803361
Position 6116: 0.010513274682673915
Position 6570: 0.010489847395000732
Position 3545: 0.008625293559146787
Position 1779: 0.006838387400957546
Position 575: 0.006096574551069077
Position 9620: 0.005330719734170852
Position 123: 0.004611126036798811
Position 253: 0.003751416910270853
Position 7853: 0.003466897642426199
Position 7468: 0.0033402788095593387
Position 6948: 0.0027173929529603867
Position 357: 0.0026315310204079686
Position 6525: 0.002521558949355332
Position 586: 0.0017187517631926173
Position 3522: 0.001285931428085382
Position 7259: 0.001130060910900963
Position 1632: 0.0011225807757158667
Position 5078: 0.0010699766654011617
Position 29: 0.000923451953535675
Position 6585: 0.0008857194465316675
Position 4880: 0.0008803785899989733
Position 2568: 0.0007526798915017181
Position 78: 0.0007449719254693567
Position 185: 0.0007376768951210776
Position 316: 0.000728310791487643
Position 6886: 0.0007215463381375829
Position 7044: 0.0006866887897396257
Position 150: 0.000623764167013555
Position 14: 0.0005962737014285821
Position 976: 0.0005797163227956998
Position 311: 0.0005465120862934599
Position 1473: 0.0005147124468452439
Position 2095: 0.000492290145807822
Position 873: 0.0004349268484159326
Position 531: 0.0004324513794870378
Position 374: 0.0004275570518959107
Position 597: 0.00036370934999598866
Position 1349: 0.0003403827458776358
Position 68: 0.0003112104976090683
Position 729: 0.0002836037035321641
Position 1141: 0.0002349602231499856
Position 3936: 0.00023023033198552316
Position 3867: 0.0001575114005291843
Position 2469: 0.0001488945462817353
Position 2357: 0.00013550537160760917
Position 176: 0.00013013028708523184
Position 108: 0.0001121863504447085
Position 34: 0.00010122956501960653
Position 1733: 9.737351979277634e-05
Position 217: 9.121444317850056e-05
Position 191: 7.653583039312202e-05
Position 1136: 7.34215337385824e-05
Position 6529: 7.303430339258163e-05
Position 4822: 6.502267683010149e-05
Position 666: 5.083412985394388e-05
Position 207: 5.037797751310947e-05
Position 136: 3.8305799389272435e-05
Position 6534: 3.631048274157307e-05
Position 940: 3.2930036593867095e-05
Position 607: 3.147795787489525e-05
Position 6591: 2.720841309506074e-05
Position 205: 1.6217637206912724e-05
Position 1534: 1.4533598915506197e-05
Position 49: 1.4067424647735543e-05
Position 80: 6.490478552675193e-06
Position 57: 5.161290084776231e-06
Position 85: 2.8718285710153078e-06
Position 71: 2.729817378786118e-06
Position 142: 2.5787230222997093e-06
Position 6413: 2.5454192249145276e-06
Position 314: 7.740704021117661e-07
Position 31: 3.4068127253240924e-07
Position 476: 4.449435107476157e-08
Position 496: 2.951648454074193e-08
Position 1042: 2.006752194519334e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 6430: 0.8669456180763208
Position 430: 0.49464498731735723
Position 7439: 0.45060486780530734
Position 1537: 0.36847515076124465
Position 1002: 0.2589389174728185
Position 9703: 0.25842945634614967
Position 6793: 0.23889321477368558
Position 3666: 0.20862743407666734
Position 6641: 0.20457862478667496
Position 4186: 0.1884508235804605
Position 1565: 0.17004009550956123
Position 7712: 0.13883125839140695
Position 7630: 0.10088094038705055
Position 6624: 0.09428278091461392
Position 5859: 0.08921905369232165
Position 6334: 0.06791048557466925
Position 3594: 0.06345212523683871
Position 1466: 0.05836961542636218
Position 2681: 0.049151082560686905
Position 7354: 0.04169357161787208
Position 8220: 0.029982608897655087
Position 6491: 0.02891746190077439
Position 2436: 0.020105938900900688
Position 2702: 0.019811335553106487
Position 1030: 0.018824020787577812
Position 412: 0.018511417479406482
Position 6886: 0.010486378171562623
Position 8139: 0.009318769969064396
Position 3275: 0.00902074719721758
Position 9462: 0.008952142997397924
Position 1705: 0.008843621201490855
Position 8962: 0.008500241742415971
Position 2035: 0.008360679764664048
Position 6749: 0.007251993387478379
Position 7731: 0.007173789341365233
Position 1927: 0.006523790460149655
Position 7659: 0.005964665646599405
Position 1950: 0.005782369233054719
Position 2076: 0.005615735323940768
Position 2526: 0.005547926979040409
Position 2314: 0.0054629567359748
Position 4102: 0.00519929924219376
Position 2049: 0.005028992832508947
Position 8816: 0.00499422109276136
Position 2137: 0.004800749904282425
Position 2353: 0.0041792971757553445
Position 4665: 0.003955988641100763
Position 9321: 0.003816338692920613
Position 8240: 0.003717983678403117
Position 2389: 0.003448523690367325
Position 9093: 0.0034178321402275683
Position 2412: 0.0031545971726759394
Position 1164: 0.0026502886585282313
Position 2081: 0.0026049784675325417
Position 8279: 0.002419739871516206
Position 295: 0.0022207529669814223
Position 6839: 0.0020737164840457347
Position 2013: 0.0019399423475011878
Position 633: 0.0019324244643513675
Position 1543: 0.0018358633479262536
Position 2861: 0.0016572185196205046
Position 939: 0.0016046216343575607
Position 872: 0.0015533121069322105
Position 735: 0.0014097536635748764
Position 7957: 0.0013222895752657369
Position 354: 0.0012281169149142184
Position 229: 0.0011075307944919657
Position 2493: 0.00099880464665001
Position 3349: 0.000890477790014586
Position 828: 0.0008105699681422066
Position 98: 0.0006447288141260722
Position 6754: 0.0006361832638307342
Position 7534: 0.0005938127332759059
Position 122: 0.0005899880009341063
Position 524: 0.0005114695830383597
Position 455: 0.00045980345959120456
