Gene = Ost4
index = 784
Annotated 5SS: [124 390]
Annotated 3SS: [ 251 1021]
SMsplice 5SS: [124 390]
SMsplice 3SS: [ 251 1346]
top_k =  500
Partition function (log Z): -1.2296253127309698

Sorted 5' Splice Sites (High to Low Probability):
Position 124: 0.9821204058983461
Position 390: 0.976757713659812
Position 661: 0.02089818747880409
Position 1489: 0.02071327191569546
Position 434: 0.008658878932704957
Position 119: 0.006303167224082687
Position 68: 0.004231191872265359
Position 1438: 0.004183193645733771
Position 1201: 0.0037822845379482883
Position 1153: 0.003428041021471171
Position 396: 0.0028653918528858393
Position 86: 0.0022046921625130983
Position 769: 0.0018228265168473074
Position 548: 0.0013411079081152972
Position 1520: 0.0009074476810338529
Position 340: 0.0007888216429089874
Position 702: 0.0006861983464536553
Position 630: 0.0004137395122554828
Position 1410: 0.00035113086753909287
Position 1055: 0.00032054531551462223
Position 82: 0.00030259062907259956
Position 1057: 0.0002326468360007886
Position 94: 0.000219491115648112
Position 902: 0.00021695046038965906
Position 790: 0.0002045594661314241
Position 369: 0.00019386524011811727
Position 405: 0.00015578685699167786
Position 474: 0.00014284746432110428
Position 99: 0.00013656988141377138
Position 176: 0.00012176546224436381
Position 9: 0.00010699576229874995
Position 56: 0.00010584251175111468
Position 300: 0.0001016403988002729
Position 533: 9.336971530136934e-05
Position 1399: 9.116115991821317e-05
Position 764: 7.630053085857879e-05
Position 319: 5.712706148560899e-05
Position 90: 5.4210845585841464e-05
Position 653: 5.280617984905482e-05
Position 561: 5.109360593886168e-05
Position 179: 4.078965827369244e-05
Position 1023: 3.0938244368511884e-05
Position 687: 3.0082949935437793e-05
Position 538: 2.7119316828298466e-05
Position 334: 2.336393757211171e-05
Position 484: 2.176116341309615e-05
Position 213: 2.0810221899865977e-05
Position 930: 1.345155477285098e-05
Position 1347: 1.326937063183134e-05
Position 666: 1.3121885890373913e-05
Position 482: 1.2782021380257733e-05
Position 105: 1.1892836568901301e-05
Position 597: 1.1742597245590227e-05
Position 298: 8.707347738236906e-06
Position 144: 8.17407777599353e-06
Position 522: 6.540443980751728e-06
Position 24: 6.043372783938762e-06
Position 1530: 5.81241379365611e-06
Position 97: 3.2272625694037595e-06
Position 31: 3.0245254264243797e-06
Position 316: 8.230481986617552e-07
Position 198: 7.695553580667059e-07
Position 34: 6.606707320704172e-07
Position 431: 3.6265435486808484e-07
Position 265: 3.489712064808231e-07
Position 737: 2.1070171037290756e-07
Position 217: 1.6461395814248804e-07
Position 844: 1.5329367836148647e-07
Position 818: 1.3846457765483177e-07
Position 531: 9.691090515863429e-08
Position 787: 8.537410915956176e-08
Position 1002: 8.307499850404816e-08
Position 232: 2.8295755828700655e-08
Position 835: 2.156023216237456e-08
Position 244: 9.432901550024043e-09
Position 1323: 1.97271568888517e-09
Position 1372: 1.8032709561534208e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 251: 0.9879916167104011
Position 1346: 0.9191546595044863
Position 1021: 0.06634760983121257
Position 561: 0.009788970951597649
Position 1100: 0.008546376775224823
Position 1567: 0.00788195962485851
Position 538: 0.007233505815280124
Position 463: 0.005369487175108668
Position 1736: 0.005099282914999768
Position 629: 0.004607085938583964
Position 1467: 0.002749069757252094
Position 1538: 0.002406488550840177
Position 1803: 0.002051626956577823
Position 1604: 0.0017025577527359328
Position 1891: 0.001606380443577393
Position 637: 0.0014863331306548108
Position 592: 0.001333286257821635
Position 1361: 0.0012047034406197793
Position 1740: 0.0008708837451172474
Position 1029: 0.0008188511385533993
Position 1646: 0.0007580119809340764
Position 1810: 0.0007020314802772201
Position 389: 0.0005215859890039019
Position 1842: 0.00041808163690378893
Position 1153: 0.00037975869056512223
Position 826: 0.00033239420186063527
Position 270: 0.0003030839011647676
Position 1788: 0.0003026194552035232
Position 1372: 0.00030170693562992944
Position 1858: 0.00026964757707731007
Position 1898: 0.000258622578723251
Position 1667: 0.00022773851223157902
Position 1569: 0.00021411920829406876
Position 474: 0.00020188243911496907
Position 1630: 0.00019491103546294934
Position 1681: 0.00016582337389220157
Position 1640: 0.00016175521148077698
Position 1692: 0.0001456615134732211
Position 1520: 0.00014323335710923597
Position 922: 0.0001287744729489321
Position 1622: 0.00011926468082809556
Position 1608: 0.0001052692940875484
Position 1671: 9.969744609247643e-05
Position 1688: 9.07727203752343e-05
Position 954: 7.628162963266451e-05
Position 1390: 6.733889421048539e-05
Position 1845: 6.465693011662203e-05
Position 965: 5.868579055947365e-05
Position 1419: 5.6522909753599784e-05
Position 232: 4.890732691418799e-05
Position 340: 4.172781788394826e-05
Position 1610: 3.510888679847036e-05
Position 832: 3.385981310105712e-05
Position 478: 3.274970771140777e-05
Position 1309: 3.172947559240725e-05
Position 717: 2.895325884430489e-05
Position 1758: 2.836066553221618e-05
Position 761: 2.8227617101794983e-05
Position 1833: 2.8027660024006716e-05
Position 198: 2.3456646563848855e-05
Position 1416: 2.231885668857776e-05
Position 226: 1.8196746709628198e-05
Position 1812: 1.8116697361867716e-05
Position 1488: 1.7069367407671092e-05
Position 1642: 1.6615182475840017e-05
Position 1600: 1.6382267094054552e-05
Position 1315: 1.615652564317159e-05
Position 934: 1.5325675505740902e-05
Position 974: 1.5245873035002563e-05
Position 152: 1.4716571695403279e-05
Position 514: 1.4005265424545534e-05
Position 494: 1.3007911919946593e-05
