Gene = Znhit1
index = 1204
Annotated 5SS: [ 422 1107 2354 4365 4715]
Annotated 3SS: [ 976 2182 4284 4544 4814]
SMsplice 5SS: [ 422 2354 4365 4715]
SMsplice 3SS: [2182 4284 4544 4814]
top_k =  500
Partition function (log Z): 5.897447777527471

Sorted 5' Splice Sites (High to Low Probability):
Position 4365: 0.9934326871945108
Position 4715: 0.9715611792069629
Position 2354: 0.9689855957229383
Position 422: 0.5984360022790826
Position 304: 0.3126419861215574
Position 3911: 0.26363987107416986
Position 1107: 0.1295875884773995
Position 4059: 0.10977016951792647
Position 3929: 0.08415623103717164
Position 1810: 0.07122932164963822
Position 3951: 0.0665918111895942
Position 707: 0.02740430329701228
Position 3496: 0.023719116801926683
Position 353: 0.023032826350660146
Position 266: 0.0114622722804746
Position 4117: 0.010302954604560674
Position 346: 0.009601261249392798
Position 3609: 0.008611948990422976
Position 1128: 0.008561819348798204
Position 4673: 0.007881140534893711
Position 3290: 0.0067238242220195865
Position 4173: 0.006475589601617393
Position 206: 0.006261617232934541
Position 4387: 0.005799864160926177
Position 426: 0.005728433529866956
Position 181: 0.005659008448237713
Position 3855: 0.004898826839884292
Position 1462: 0.004809306441924984
Position 900: 0.004575896874470043
Position 3955: 0.004550196621568244
Position 2059: 0.004336873309287667
Position 635: 0.0037488834689403667
Position 1626: 0.0034752932510183
Position 1311: 0.0032696041819321197
Position 3628: 0.0030264647978350216
Position 4121: 0.0023638936495283007
Position 440: 0.0021821633454578793
Position 1124: 0.002178296558410772
Position 142: 0.002120810133866903
Position 2782: 0.0019129181256246893
Position 329: 0.0018633469751459606
Position 620: 0.0016091236120993025
Position 2160: 0.001574607091745881
Position 4185: 0.0014840699211694135
Position 2596: 0.0014424085384893296
Position 4535: 0.0012479463735996868
Position 11: 0.0011705164016570001
Position 4015: 0.0011247100945869647
Position 3235: 0.0010679429430684518
Position 1453: 0.0010299480324824743
Position 3727: 0.0008683497280295752
Position 4656: 0.0006618380473702187
Position 1549: 0.000641917383941621
Position 4683: 0.0006088585495331622
Position 3940: 0.0006086584234881324
Position 357: 0.0006024965710702504
Position 4696: 0.0005829986109670741
Position 1864: 0.0005171311395343116
Position 463: 0.0004807140599988478
Position 350: 0.0004165403710246597
Position 1816: 0.00039565465116798363
Position 1820: 0.0003710737799233973
Position 363: 0.0003622639912309819
Position 2616: 0.00033230429522102927
Position 4626: 0.0002818733595198123
Position 308: 0.00023825158255467616
Position 370: 0.0002175686664164152
Position 3920: 0.00020288350517297932
Position 4552: 0.00016706813966873427
Position 3411: 0.0001449682068367079
Position 1976: 0.00014479050290022838
Position 3958: 0.00014307458615411928
Position 3308: 0.0001403651403934325
Position 4309: 0.0001286668437125327
