Gene = Pgam5
index = 812
Annotated 5SS: [ 236 2801 3977 4148 4376]
Annotated 3SS: [2621 3850 4058 4244 9449]
SMsplice 5SS: [ 236 3977 4148 4376]
SMsplice 3SS: [3850 4058 4241 9449]
top_k =  500
Partition function (log Z): -1.9356938536780777

Sorted 5' Splice Sites (High to Low Probability):
Position 4376: 0.9632868829329186
Position 3977: 0.930199201881384
Position 236: 0.9301975487022708
Position 4148: 0.7651467873592706
Position 2801: 0.6455957519763424
Position 2974: 0.37613972525062517
Position 2962: 0.12293024487313935
Position 3801: 0.06090355616367199
Position 7946: 0.05772898118542349
Position 8854: 0.055430976065161806
Position 6593: 0.05469452080860923
Position 698: 0.046588531408975974
Position 251: 0.0395816677754505
Position 1113: 0.033216250486506636
Position 2814: 0.03283516546945238
Position 1330: 0.03273884925402696
Position 7749: 0.030771444685851166
Position 6947: 0.028367770068308013
Position 654: 0.027264812783435934
Position 4095: 0.022016539923652042
Position 9517: 0.01854975506396634
Position 5629: 0.013139234015647273
Position 9594: 0.01186806324630705
Position 129: 0.010720508723116619
Position 3851: 0.008560755965369407
Position 4849: 0.008529114289342735
Position 6317: 0.007437738474523734
Position 2966: 0.0067760188092845135
Position 3182: 0.006372255469534054
Position 4372: 0.005701949219578448
Position 9567: 0.0053933881077895245
Position 3742: 0.005278339064768227
Position 4521: 0.004378136647996318
Position 8764: 0.00433187180094771
Position 572: 0.0037892428252978456
Position 9533: 0.0034562867938114977
Position 483: 0.0032351316878565443
Position 2826: 0.0031218522106268133
Position 2516: 0.003028473942498492
Position 9473: 0.0028193978059726406
Position 3835: 0.002744773250570947
Position 334: 0.002114792121034354
Position 1818: 0.002088191289210228
Position 999: 0.0016208007128189746
Position 3151: 0.0015945053329893294
Position 302: 0.0013388360653936021
Position 31: 0.0012387231230812652
Position 8708: 0.0009895270034119758
Position 145: 0.0008775366159979904
Position 1087: 0.0008692484166401215
Position 663: 0.0007370022094581245
Position 2751: 0.0005728255912822594
Position 2397: 0.0005626232598671146
Position 3747: 0.0005373812536793085
Position 4145: 0.00046401889683484593
Position 3158: 0.0004552169719022554
Position 4004: 0.00041827651913091824
Position 675: 0.000416108333352612
Position 3172: 0.00037550126885427894
Position 1799: 0.0003098664658414618
Position 4166: 0.0001901223122934603
Position 2986: 0.00017971677592604305
Position 4121: 0.00011963316187819611
Position 391: 0.00010494222530460092
Position 920: 7.314020493223193e-05
Position 902: 5.670994454416368e-05
Position 85: 1.9191104942436722e-05
