Gene = Elof1
index = 373
Annotated 5SS: [  63 3365]
Annotated 3SS: [3228 3492]
SMsplice 5SS: [  63 2985 3365]
SMsplice 3SS: [2942 3228 3492]
top_k =  500
Partition function (log Z): -4.346547121332332

Sorted 5' Splice Sites (High to Low Probability):
Position 3365: 0.9548480423762926
Position 63: 0.74067325422036
Position 2985: 0.6258505828318269
Position 328: 0.37530897263158386
Position 2478: 0.13306871341889157
Position 236: 0.09212454173468702
Position 3726: 0.09004890301489904
Position 3028: 0.0694293794932382
Position 524: 0.06863900348269893
Position 407: 0.056150040262395916
Position 1430: 0.04575074154716696
Position 320: 0.04162005331243067
Position 3730: 0.03834523975000775
Position 3176: 0.032593873584316084
Position 1529: 0.014683235620513877
Position 518: 0.010789451750392462
Position 948: 0.008023289299233773
Position 3382: 0.0076600649877984735
Position 3369: 0.006554128001472806
Position 57: 0.005925313882763398
Position 3834: 0.0056014640038606935
Position 1690: 0.0055021952332697365
Position 1407: 0.005219488043569106
Position 1479: 0.00420174346980334
Position 421: 0.002961440900175296
Position 1126: 0.002276138842992637
Position 387: 0.0020323329979485666
Position 2327: 0.0018061307286485907
Position 2982: 0.0014176522700244645
Position 3100: 0.0013979287749280862
Position 3357: 0.0006428258324144644
Position 3633: 0.0006270767708505888
Position 3347: 0.0006078165578385429
Position 3352: 0.0005301693274962695
Position 26: 0.000508122918119524
Position 3045: 0.00042055190134067426
Position 69: 0.0003962909765465991
Position 11: 0.0002338366782367321
Position 3625: 0.0001378681507595198
Position 283: 0.00013612066108784616
Position 277: 0.00010828706851253233
Position 17: 0.00010273657383912048
Position 1918: 6.795961435070677e-05
Position 954: 6.776411604033229e-05
Position 135: 6.592720901732588e-05
Position 74: 5.6939421432328594e-05
Position 1152: 4.594125688252758e-05
Position 1801: 1.9712021436435184e-05
Position 306: 1.875480541858126e-05
Position 174: 1.2722165449130388e-05
Position 3373: 1.2381610271648753e-05
Position 3317: 5.778890310652544e-06
Position 747: 2.943839312747253e-06
Position 67: 2.596212168982619e-06
Position 378: 2.004849686160141e-06
Position 250: 1.865455061487005e-06
Position 89: 1.140067118135543e-06
Position 398: 1.0401674234221444e-06
Position 390: 4.295234623318213e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3492: 0.8033286205232316
Position 3228: 0.7690133606917605
Position 2942: 0.48618187448867944
Position 203: 0.2995108348182796
Position 3246: 0.2123025469776735
Position 2892: 0.1914915194734864
Position 3895: 0.15088069194180825
Position 2064: 0.06334020775221223
Position 263: 0.05130909362907334
Position 1345: 0.05100272728657133
Position 3539: 0.039025947406876885
Position 2312: 0.030961288982510157
Position 131: 0.026753636313496736
Position 2268: 0.0229534780233735
Position 1314: 0.01827099363178053
Position 3967: 0.018049879569034314
Position 3058: 0.017746825219957428
Position 3932: 0.015247288393351766
Position 4110: 0.015052463238792438
Position 2856: 0.013435409236737781
Position 3091: 0.012822086223076035
Position 3870: 0.011323748425587546
Position 2946: 0.011186184842256893
Position 4018: 0.009877899978573667
Position 3443: 0.00909075312218543
Position 2217: 0.008298765698034314
Position 439: 0.007329030430241964
Position 466: 0.006702208765104011
Position 4000: 0.006469708626125376
Position 3800: 0.005125505563907954
Position 2254: 0.005122882827001763
Position 1429: 0.004894890952758421
Position 856: 0.0046693746530157496
Position 3714: 0.004602806144550117
Position 3655: 0.004443715414088376
Position 3430: 0.004253198247416745
Position 3572: 0.004130131707136829
Position 2442: 0.003911520623172626
Position 313: 0.003388476864767929
Position 2910: 0.0032363163069489926
Position 3833: 0.0031356870389813137
Position 3550: 0.0022864455511792396
Position 3752: 0.001587596465813041
Position 2416: 0.0015517542902260678
Position 2777: 0.0015127268060235676
Position 3541: 0.0013117718351824863
Position 4026: 0.001247820922645112
Position 789: 0.0011101089366723702
Position 3166: 0.001078793134344558
Position 3293: 0.0009725059155780492
Position 349: 0.0009392503585568385
Position 1365: 0.0009352654735169844
Position 1012: 0.0008968493827448338
Position 786: 0.0008298054558502875
Position 2068: 0.0008287626028957205
Position 164: 0.0007392830485390288
Position 390: 0.0007223346409835335
Position 2660: 0.0006859526853308691
Position 755: 0.00061577030012102
Position 1060: 0.000570259110449506
Position 442: 0.0005698930784844574
Position 120: 0.0005497794920504474
Position 3069: 0.0004805489650204647
Position 3764: 0.00045707276107747263
Position 3451: 0.0003631455916954425
Position 240: 0.0003215097758239399
Position 387: 0.00031486407107341184
Position 1393: 0.00030675190870066015
Position 1088: 0.00022458035065586114
Position 3133: 0.000217096275847928
Position 140: 0.0002064952548623354
Position 1632: 0.00015048701761475588
