Gene = Cln6
index = 269
Annotated 5SS: [  170  5900  7268  8370  8856 10447]
Annotated 3SS: [ 5784  7168  8180  8799 10323 11831]
SMsplice 5SS: [  170  5900  7268  8856 10447]
SMsplice 3SS: [ 5784  7168  8799 10323 11831]
top_k =  500
Partition function (log Z): 1.0806566647011029

Sorted 5' Splice Sites (High to Low Probability):
Position 170: 0.9924141682492156
Position 5900: 0.9870412133189042
Position 10447: 0.9182895183105985
Position 7268: 0.805485155258894
Position 8856: 0.7287974846779188
Position 8370: 0.4753264179289984
Position 1807: 0.34205584157335367
Position 11145: 0.1192724711238478
Position 2850: 0.10929020932982311
Position 4348: 0.06673246622644462
Position 8969: 0.05318732388190099
Position 10701: 0.05259728344933589
Position 1160: 0.05198927407955538
Position 7511: 0.048934986542793546
Position 4470: 0.04415135596161514
Position 8003: 0.04349287401803781
Position 2844: 0.04299325439460995
Position 9440: 0.042638990121073916
Position 2254: 0.03984244239332767
Position 8937: 0.03643035347786636
Position 11720: 0.02871403508992578
Position 3336: 0.028512136321848385
Position 11991: 0.027630314152107673
Position 642: 0.02455085967247217
Position 6108: 0.022742503238847366
Position 6648: 0.01714864444675007
Position 8720: 0.01591866307812215
Position 2833: 0.015872736727225424
Position 10860: 0.013031641774423279
Position 2309: 0.012701697257148927
Position 8695: 0.011806958788869643
Position 1116: 0.011638083278797564
Position 12099: 0.011039585471450276
Position 8989: 0.010913344299447097
Position 5685: 0.009612726494691259
Position 9883: 0.009283957250322997
Position 10324: 0.008368001975721578
Position 917: 0.00787491451998668
Position 7147: 0.007037240371079443
Position 3523: 0.0068886400073217705
Position 11955: 0.006432033947335956
Position 12430: 0.005819966982636652
Position 2079: 0.005818359842048159
Position 9720: 0.005668849256957476
Position 11273: 0.005655256271076116
Position 12085: 0.005028293738380123
Position 3174: 0.00495432776039146
Position 1196: 0.004917683474977855
Position 10829: 0.004516635686578025
Position 1288: 0.004485428976918532
Position 155: 0.004293727363068056
Position 9356: 0.0038589889847461317
Position 9010: 0.0035904444897777643
Position 10434: 0.003484066558945995
Position 9251: 0.003436408980711736
Position 6523: 0.003117352356001255
Position 12160: 0.0030162241033083576
Position 9660: 0.002727967816900056
Position 8306: 0.0022710678435458142
Position 8302: 0.002198733759262348
Position 11983: 0.002087892137829235
Position 12033: 0.0018828918839145612
Position 8268: 0.0014834197749638615
Position 11247: 0.0013113379127193462
Position 8321: 0.001200948541917575
Position 11200: 0.000889125686735574
Position 1624: 0.00047835171146136385
Position 12227: 0.000404572987646658
Position 7371: 0.00039241144799944517
Position 381: 0.0003671770201772772
Position 12232: 0.0003554356719667847
Position 1088: 0.00030880632461646176
Position 12670: 0.00026488482983756434
Position 764: 0.000258149638896207
Position 1027: 0.00018844942012884278
Position 11832: 0.00016750840255213848
Position 148: 0.00016051091530486897
Position 150: 0.0001505053426563271
Position 868: 0.00011333229822159849
Position 10270: 0.0001094697600413988
Position 8325: 0.00010946662390401679
Position 10421: 0.00010649257379110291
Position 570: 8.590269964143865e-05
Position 11995: 2.9911963879409795e-05
Position 404: 2.194343047621604e-05
Position 233: 1.67345502774361e-05
