Gene = Pptc7
index = 847
Annotated 5SS: [  545 23946 29429 32870 35479]
Annotated 3SS: [23765 29229 32745 35348 36450]
SMsplice 5SS: [  545  9884 23913 29429 32870 35479]
SMsplice 3SS: [ 9789 23765 29229 32745 35348 36450]
top_k =  500
Partition function (log Z): -23.509236179170095

Sorted 5' Splice Sites (High to Low Probability):
Position 545: 0.7241958471725628
Position 9884: 0.6137186943373425
Position 9018: 0.40265313459434227
Position 9023: 0.35257961665555787
Position 4237: 0.2804237047055159
Position 11115: 0.2243520180558458
Position 9568: 0.1572937044995633
Position 1769: 0.1385923019257856
Position 7706: 0.1329706394914485
Position 11482: 0.13052276534697518
Position 124: 0.1252487329873934
Position 464: 0.10849286859129667
Position 3486: 0.09731877684933525
Position 7254: 0.07410893823395613
Position 3942: 0.054387939398955656
Position 9869: 0.04340701495321986
Position 4015: 0.040458470852224426
Position 11557: 0.03473659661374234
Position 426: 0.023525827683585916
Position 10541: 0.02017956529058429
Position 1721: 0.018115800024214607
Position 133: 0.015303882151136228
Position 10419: 0.012761701713836966
Position 13138: 0.012615425239339258
Position 9076: 0.010552015720525929
Position 1002: 0.0045314925080631304
Position 3805: 0.004187271095984858
Position 1088: 0.0040088275792614465
Position 3496: 0.0038112146083784516
Position 9362: 0.0027868567145931736
Position 2029: 0.002514339469831988
Position 430: 0.002344859906167038
Position 7783: 0.0021527065486343124
Position 3134: 0.0019246556651531302
Position 1800: 0.001421040439250103
Position 2053: 0.001261473062772777
Position 2160: 0.0011390041202552603
Position 3466: 0.0011163744844692011
Position 1068: 0.0009567732771600978
Position 3813: 0.0007494402394694761
Position 2185: 0.0007476023542338623
Position 3809: 0.000576178480077028
Position 80: 0.00030833443422859043
Position 142: 0.0002626637494171405
Position 128: 0.00014200869509945564
Position 3821: 0.00010460561673296418
Position 1817: 5.6065610709940605e-05
Position 2692: 4.51006676012829e-05
Position 7171: 3.066222205091194e-05
Position 254: 2.8856626359385944e-05
Position 5968: 2.6711035020267392e-05
Position 4206: 2.543903891941395e-05
Position 1251: 1.666449928599849e-05
Position 154: 1.6504653196964247e-05
Position 999: 1.3852012837356531e-05
Position 1397: 1.1671351684842447e-05
Position 8638: 1.1414019701589696e-05
Position 140: 1.053610556181343e-05
Position 182: 9.554952837100046e-06
Position 652: 8.683796092866606e-06
Position 538: 5.865639298625919e-06
Position 489: 5.388893826292338e-06
Position 741: 5.335041795132029e-06
Position 75: 5.245208132328345e-06
Position 509: 4.910770882125875e-06
Position 1065: 4.688241433233857e-06
Position 775: 4.4899782949476135e-06
Position 313: 4.351472544673765e-06
Position 1006: 4.328576757268866e-06
Position 1608: 4.24006900597146e-06
Position 564: 3.4227868091636946e-06
Position 401: 2.8826958799330554e-06
Position 321: 2.6692348418254297e-06
Position 549: 2.270413746970154e-06
Position 587: 1.8007052607115176e-06
Position 514: 1.4177935669043298e-06
Position 77: 1.397421956063311e-06
Position 306: 1.323733819029074e-06
Position 765: 1.1201198920551876e-06
Position 593: 1.105744216474765e-06
Position 758: 5.440742390448263e-07
Position 334: 5.039746736585945e-07
Position 830: 3.55919093017983e-07
Position 1027: 3.2651674514410904e-07
Position 722: 2.0932247187543824e-07
Position 769: 1.925132727647379e-07
Position 175: 1.2704169616533918e-07
Position 318: 1.0136499375417271e-07
Position 732: 7.487647457870469e-08
Position 821: 6.852985409075866e-08
Position 507: 2.7279673422086492e-08
Position 346: 2.2893124745250734e-08
Position 341: 1.1280451059502386e-08
Position 360: 1.07383205165364e-08
Position 27: 1.04614037615495e-08
Position 404: 1.1699014422480715e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9789: 0.6641640997189545
Position 8929: 0.6586687705822314
Position 10452: 0.28341471377939087
Position 4095: 0.2656772330144109
Position 11429: 0.2624139951965848
Position 15304: 0.23946790785122915
Position 11003: 0.22053995580668379
Position 9418: 0.17486187932876485
Position 9158: 0.14719154965280698
Position 8888: 0.11417798731710718
Position 3917: 0.10768429278487922
Position 3390: 0.101007462840465
Position 7567: 0.10066789449608306
Position 12940: 0.09671607273121963
Position 7114: 0.07535545624258955
Position 1658: 0.05294983905681276
Position 1685: 0.04732353742460031
Position 7621: 0.037697276301388395
Position 1669: 0.027527491453795138
Position 10287: 0.023801971470477905
Position 13771: 0.02348183283706941
Position 1690: 0.018505866176062268
Position 11235: 0.01826322498900349
Position 4057: 0.01203031359059248
Position 10637: 0.009722312337304587
Position 943: 0.007767367895440771
Position 3682: 0.007723664340826987
Position 9219: 0.0072462416932244705
Position 10310: 0.006977793211803498
Position 1910: 0.006493993771988024
Position 9982: 0.00608389239305374
Position 4139: 0.005778469973352991
Position 10840: 0.00565076643892106
Position 11826: 0.005335573130080333
Position 1470: 0.004656711456925224
Position 7994: 0.004384022316943736
Position 1525: 0.003987571894879699
Position 5334: 0.002745465090202506
Position 5889: 0.0025568521867384226
Position 7975: 0.0023232219824014804
Position 6022: 0.0021924406809220756
Position 3003: 0.0019184992367925924
Position 3447: 0.0016458226373105116
Position 2364: 0.001604547536830065
Position 1432: 0.0015988593059825214
Position 847: 0.0012734297275241507
Position 6289: 0.001201760840562554
Position 377: 0.0011535240584670257
Position 1760: 0.0010907129376933546
Position 7045: 0.0010642335466095308
Position 366: 0.0008885313311742391
Position 3725: 0.0008727283149505651
Position 695: 0.0005114462147333775
Position 1493: 0.0005070913744177456
Position 1608: 0.0005048295546425502
Position 780: 0.0004021516604596988
Position 3610: 0.0003016927456143713
Position 6898: 0.00028760430875403884
Position 4142: 0.000271952009404396
Position 3048: 0.00027110106470161645
Position 5829: 0.00022006265314389165
Position 413: 0.00021412765192545157
Position 1123: 0.00020559368412482738
Position 5684: 0.00020241301880589223
Position 2027: 0.0002020045712684117
Position 410: 0.00019609393092462568
Position 799: 0.0001904644106091331
Position 2047: 0.00018391899637256847
Position 765: 0.00017901843731215697
Position 1179: 0.00017880475627672895
Position 5962: 0.00017209014523969157
Position 3241: 0.00014928027490079606
Position 3289: 0.00013327805766008698
Position 1720: 0.00010533079608884268
Position 1702: 9.514158046379384e-05
Position 1200: 7.369873637257069e-05
Position 2112: 7.279729230444164e-05
Position 1553: 6.925913807471503e-05
Position 1475: 6.768540749055711e-05
Position 456: 6.603354354469323e-05
Position 1561: 6.127217927361333e-05
Position 1923: 5.9845363133228864e-05
Position 2099: 5.797971921306133e-05
Position 1441: 5.406180734881597e-05
Position 2408: 5.2001488452066716e-05
Position 1137: 2.3299685668912187e-05
Position 2603: 1.6416334041188316e-05
Position 8444: 1.1414019701589696e-05
Position 917: 1.0886505953703252e-05
Position 1876: 9.717430596181814e-06
Position 2131: 6.8456648263597625e-06
Position 2969: 4.752159860227517e-06
Position 962: 3.6727656144458428e-06
Position 468: 2.5205373894687017e-06
Position 3210: 1.3045925151602102e-06
Position 1155: 1.2073997144604794e-06
Position 198: 1.1951006839816244e-06
Position 992: 1.0447591970170483e-06
Position 1714: 9.912344043112404e-07
Position 805: 8.323362452342257e-07
Position 235: 3.218403501862007e-07
Position 228: 1.987748095323951e-08
Position 483: 1.9523304753237462e-08
Position 1243: 1.6619673278447984e-08
Position 480: 1.6480708614503236e-08
Position 231: 4.741894881215817e-09
Position 166: 2.7235807627143215e-09
Position 970: 1.4230438861296137e-10
Position 740: 1.346813751855073e-10
Position 1395: 7.926651947325447e-11
