Gene = 4930455H04Rik
index = 50
Annotated 5SS: [ 333 2010]
Annotated 3SS: [ 1935 15205]
SMsplice 5SS: [333]
SMsplice 3SS: [15205]
top_k =  500
Partition function (log Z): -12.945683353331187

Sorted 5' Splice Sites (High to Low Probability):
Position 333: 0.8905290326121698
Position 3129: 0.5920422627449029
Position 1312: 0.5043348735616584
Position 2010: 0.23886828187120743
Position 3616: 0.13651219485535665
Position 171: 0.11224423329488765
Position 177: 0.10786295168217781
Position 165: 0.058135798952246284
Position 2321: 0.03674260902875276
Position 159: 0.028688901857408234
Position 607: 0.023655609968552604
Position 147: 0.017738804679727216
Position 182: 0.016618652910851687
Position 153: 0.016481518652285233
Position 1391: 0.01620468800718316
Position 3269: 0.014597218232667627
Position 141: 0.013484345131874284
Position 3211: 0.010489018257479048
Position 2916: 0.008613368218222894
Position 721: 0.007325501390013041
Position 9: 0.005225508819731844
Position 1858: 0.003045158807451
Position 713: 0.0024443439420337057
Position 481: 0.0019802537039127206
Position 186: 0.0016379060279114834
Position 128: 0.0006551346631925811
Position 1769: 0.0006421316694790475
Position 490: 0.0005971813807589905
Position 883: 0.00044149782331551955
Position 427: 0.0004218171791911025
Position 44: 0.00033068612426858946
Position 1250: 0.00026423312477016995
Position 698: 0.00024305287454026343
Position 729: 0.00023625188429283973
Position 2064: 0.00020506276279676021
Position 1466: 0.00015278103105580303
Position 1005: 9.784403103530641e-05
Position 1051: 6.653106340545464e-05
Position 2598: 5.0849658104887785e-05
Position 1059: 4.5002800509710427e-05
Position 35: 4.437734015896032e-05
Position 135: 3.8413468298067885e-05
Position 64: 3.20241250012251e-05
Position 79: 2.512371827205227e-05
Position 2136: 1.9535174415652367e-05
Position 1196: 9.009663668460755e-06
Position 2148: 4.765558631677612e-06
Position 23: 4.204515527221486e-06
Position 84: 3.812879771540804e-06
Position 25: 2.8871473031580496e-06
Position 232: 1.2422766690143239e-06
Position 2291: 7.646846873107824e-07
Position 2275: 6.66703379757425e-07
Position 310: 6.096792796607914e-07
Position 2191: 5.936799961888652e-07
Position 540: 4.895967262167819e-07
Position 592: 4.843851500392844e-07
Position 221: 4.2583952178229985e-07
Position 283: 1.305716439767765e-07
Position 245: 1.4581056097654731e-08
Position 337: 7.348703441081917e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 15205: 0.5238433604970913
Position 1191: 0.5095239871212157
Position 2987: 0.33474187969023717
Position 280: 0.2089819399345148
Position 1935: 0.15699333779367894
Position 3037: 0.13281674819752962
Position 3521: 0.12351579571337275
Position 7492: 0.12098313132696166
Position 1886: 0.08470527522075698
Position 3885: 0.07336470614242292
Position 3051: 0.05592175473118599
Position 11714: 0.05141324054601349
Position 260: 0.051150567349448235
Position 2908: 0.04934462425527821
Position 7520: 0.04499556519596822
Position 2171: 0.04417614512435376
Position 3104: 0.04350764224981033
Position 265: 0.02812158737054182
Position 11662: 0.018263711719547382
Position 2486: 0.016951778861217695
Position 2684: 0.014736353638755953
Position 3524: 0.012949365550574892
Position 9621: 0.012789713921603729
Position 3357: 0.012545246062324728
Position 4587: 0.011763092541739175
Position 6019: 0.00917222964855506
Position 5820: 0.008764700713428627
Position 6674: 0.008380588972754136
Position 4017: 0.007706280665000591
Position 1586: 0.0074377942504068465
Position 224: 0.006862291229957095
Position 1211: 0.0066447957677857146
Position 1283: 0.005682333870030507
Position 1941: 0.005073852334758978
Position 3120: 0.004481669906301756
Position 5665: 0.004440675869533335
Position 1714: 0.004407849130496858
Position 3543: 0.004189315468961374
Position 398: 0.0038912879897619423
Position 575: 0.0033934179198355377
Position 882: 0.003198232069781595
Position 662: 0.0031535355721496335
Position 3445: 0.0028135660053598592
Position 232: 0.0026045077659983275
Position 1195: 0.002528966592539846
Position 5218: 0.0024908865540449704
Position 401: 0.002356686710098633
Position 3804: 0.002300453429948728
Position 283: 0.00202540510045097
Position 6065: 0.0019944992517340015
Position 100: 0.0018878319879553867
Position 5703: 0.0016974512102694195
Position 4263: 0.001636096386041187
Position 1376: 0.0012607455322695988
Position 3733: 0.00104821187948119
Position 7023: 0.0010351072612330967
Position 3862: 0.0009654743888428022
Position 2844: 0.0008648512252703886
Position 2435: 0.0008127691835106657
Position 1050: 0.0005978368342751954
Position 648: 0.00047590969971365404
Position 2811: 0.0004292125475703571
Position 5080: 0.0004086411604022924
Position 1726: 0.0003721897122987794
Position 2237: 0.00032167840200937565
Position 1636: 0.0002480260749692665
Position 2147: 0.0002404278736145991
Position 3615: 0.0002245734751989806
Position 1311: 0.00020503719847913884
Position 1896: 0.0001560699130023144
Position 431: 0.00013543319645517506
Position 1737: 0.00011882566321003407
Position 2407: 0.00011617851537001039
Position 1457: 7.876926472844589e-05
Position 3555: 7.71480456432494e-05
Position 460: 6.62197468020768e-05
Position 245: 5.636494702154339e-05
Position 288: 5.3030624597804005e-05
Position 2102: 4.647644630067623e-05
Position 552: 4.2851966429157363e-05
Position 439: 3.910309475517998e-05
Position 1268: 3.7672967765685034e-05
Position 405: 3.4983399920236033e-05
Position 1629: 3.2907929468478436e-05
Position 1092: 2.968483986548208e-05
Position 611: 2.683938948053786e-05
Position 1218: 2.652246144174738e-05
Position 1287: 2.4955028670116832e-05
Position 972: 2.2583707151568903e-05
Position 1768: 2.2419557641351572e-05
Position 506: 1.3965139315963631e-05
Position 434: 1.287090054466247e-05
Position 585: 9.312280146160086e-06
Position 293: 6.894450442353196e-06
Position 540: 5.20960001680217e-06
Position 673: 4.023807701872879e-06
Position 353: 3.766881110203878e-06
Position 2117: 3.5602198098151053e-06
Position 306: 3.3658875738082735e-06
Position 409: 3.1644625146840927e-06
Position 317: 2.8377598264238256e-06
Position 192: 4.276333477394871e-08
Position 79: 3.17199934203002e-08
Position 297: 2.851708673899343e-08
Position 1960: 2.3111717737421055e-08
Position 1004: 2.0644687787332633e-08
Position 332: 1.1862906887114138e-08
Position 73: 1.1339797265625369e-08
Position 310: 1.0579941454071788e-08
Position 114: 8.353081688917973e-09
Position 359: 5.584690030066753e-09
Position 665: 4.944284185280915e-09
Position 119: 4.667066507327829e-09
Position 109: 3.000248110959219e-09
Position 407: 2.8858460401549024e-09
Position 447: 2.6577127455275155e-09
Position 123: 5.642283820263848e-10
Position 346: 3.947395112662295e-14
