Gene = Bcl2l10
index = 175
Annotated 5SS: [598]
Annotated 3SS: [3252]
SMsplice 5SS: [75]
SMsplice 3SS: [3252]
top_k =  500
Partition function (log Z): -9.524124366624909

Sorted 5' Splice Sites (High to Low Probability):
Position 75: 0.8330781365809448
Position 415: 0.07238905768705636
Position 48: 0.06343736427825367
Position 598: 0.03267549974830874
Position 790: 0.027060880578405895
Position 2268: 0.009220825017986599
Position 2776: 0.008936097473685088
Position 2892: 0.008083431443784837
Position 119: 0.007217997953523922
Position 1767: 0.006299896259061307
Position 2001: 0.005952354783354083
Position 54: 0.004529185989417669
Position 3438: 0.004030701692496944
Position 79: 0.0034466201711949476
Position 617: 0.0031504014695365825
Position 1561: 0.002913411120939325
Position 355: 0.002667400846192509
Position 249: 0.002093365079635677
Position 2884: 0.0018426364440162078
Position 1208: 0.0017869613654199093
Position 2714: 0.001782003825468836
Position 2767: 0.0016517204720351945
Position 1094: 0.001302342835365628
Position 253: 0.0012670520271953474
Position 2877: 0.0010659280548031055
Position 2403: 0.0009463575082004407
Position 3510: 0.0009274433701836528
Position 1462: 0.0009093662383374544
Position 2746: 0.0009087264960102008
Position 2426: 0.0008754417183280855
Position 129: 0.000873927875292725
Position 2736: 0.0008547195615772458
Position 3202: 0.0008530516738239472
Position 3327: 0.0007139743541154213
Position 1133: 0.0006852411777648349
Position 375: 0.0006713022153645503
Position 2398: 0.0006333769469725233
Position 851: 0.00059477064353798
Position 1321: 0.0005314790344721101
Position 92: 0.0004933710727851583
Position 2788: 0.0004786917312571877
Position 505: 0.00036490002714039115
Position 2930: 0.0002547604941981758
Position 69: 0.00023964886214509408
Position 3651: 0.0002346885500576859
Position 3100: 0.00022187679473064894
Position 3368: 0.00021961572266958467
Position 2411: 0.00020868979639221297
Position 2345: 0.00019146091714733056
Position 277: 0.00016924825396673638
Position 41: 0.0001690787159887455
Position 1669: 0.0001522219106010417
Position 1350: 0.00014114003356147038
Position 657: 0.00013005817059556947
Position 1855: 0.00011662560582203802
Position 1733: 0.00010779088841969763
Position 685: 9.0777407784526e-05
Position 1328: 8.543684696154438e-05
Position 1967: 7.759305302227696e-05
Position 85: 7.752323252866539e-05
Position 192: 5.079995106867725e-06
