Gene = Tpp1
index = 1135
Annotated 5SS: [  65  254  646 2056 2376 2699 3011 3353 3654 4577 4849 5293]
Annotated 3SS: [ 181  505 1904 2247 2522 2811 3163 3583 4455 4689 5166 5462]
SMsplice 5SS: [  65  254 2056 2699 3654 5463]
SMsplice 3SS: [ 181 1904 2559 3583 5258 5881]
top_k =  500
Partition function (log Z): 5.891473786914441

Sorted 5' Splice Sites (High to Low Probability):
Position 2056: 0.9393467271835517
Position 3654: 0.9209927064653926
Position 65: 0.9024374234093491
Position 2699: 0.8535322144906973
Position 254: 0.8391425200858094
Position 4849: 0.7364997112617269
Position 3353: 0.5180342171069005
Position 5463: 0.40144103881146986
Position 5293: 0.3909038653308561
Position 4614: 0.38967638514692693
Position 4577: 0.3651737726129055
Position 2376: 0.2552369090746052
Position 6014: 0.13944671173537712
Position 276: 0.12263480603812027
Position 2582: 0.08827916062331154
Position 78: 0.08406626469461675
Position 4192: 0.05972169145186955
Position 728: 0.05210257367222134
Position 646: 0.051968487174385694
Position 609: 0.04970988199624941
Position 3011: 0.04324593555639729
Position 6638: 0.042153032546905174
Position 7148: 0.03621764361035195
Position 1447: 0.0341366561912707
Position 2323: 0.03381461123771419
Position 5992: 0.021823858349034504
Position 5790: 0.020353773022760605
Position 3244: 0.018842994785514218
Position 2473: 0.018134019181623467
Position 2414: 0.016639517973739817
Position 5551: 0.012042931107932286
Position 3758: 0.011969795433081836
Position 5405: 0.008555300832886071
Position 2157: 0.008494890539693135
Position 2063: 0.007897390534411247
Position 3002: 0.006588607891616358
Position 1610: 0.0064825633332065
Position 711: 0.0052973429767313954
Position 2489: 0.004630667264496822
Position 4807: 0.003914633294918735
Position 868: 0.003771696346355199
Position 1713: 0.0033710289347922166
Position 87: 0.0031143835186178397
Position 669: 0.003001704273500384
Position 2400: 0.0029879287092355465
Position 3467: 0.002664627095641994
Position 3496: 0.0025019587195322284
Position 3811: 0.0021259210089814335
Position 3519: 0.0020390105065557795
Position 620: 0.0019498218506598768
Position 2975: 0.0018762696349971936
Position 5938: 0.0015413221274266666
Position 248: 0.0013660205500146613
Position 618: 0.0013544746838196902
Position 1458: 0.0013273314087523037
Position 2480: 0.00127213513996532
Position 700: 0.001197820661769623
Position 5509: 0.001140272509815846
Position 5348: 0.0009267658299389916
Position 2390: 0.0008638622125909345
Position 1047: 0.0006891436860534651
Position 2366: 0.0006830646543270748
Position 3329: 0.0006425735874079378
Position 267: 0.000596975691245388
Position 3486: 0.0005401308981725572
Position 7233: 0.0005073155428790767
Position 2015: 0.0004781161543341363
Position 258: 0.0004285002100687054
Position 656: 0.000422664458860885
Position 2465: 0.0004087537743707549
Position 2291: 0.00031554307353163596
