Gene = Rbis
index = 886
Annotated 5SS: [  76 1745 4109]
Annotated 3SS: [1627 3991 4876]
SMsplice 5SS: [  76 1745 4109]
SMsplice 3SS: [1627 3991 4876]
top_k =  500
Partition function (log Z): -6.47414790128865

Sorted 5' Splice Sites (High to Low Probability):
Position 76: 0.959316242665468
Position 1745: 0.8615273824843969
Position 4109: 0.8048645136723933
Position 4451: 0.09184030631518195
Position 1197: 0.05131376307203129
Position 269: 0.032451062611620035
Position 2370: 0.027268365861578478
Position 3141: 0.021455677824882956
Position 3148: 0.015454636528031777
Position 4301: 0.014085678617678126
Position 4761: 0.01182255836963254
Position 3570: 0.011501104140208138
Position 1866: 0.011094387732324658
Position 3555: 0.00898663975162792
Position 514: 0.007567413212219356
Position 110: 0.005057236782559927
Position 2864: 0.005024912453052834
Position 971: 0.0047798142995157155
Position 66: 0.004526531334260802
Position 551: 0.00371775578043855
Position 3016: 0.0033948234770108427
Position 2034: 0.0025875052282275856
Position 4336: 0.0024437562690947227
Position 374: 0.0022419678967024524
Position 2868: 0.0019634874388222675
Position 453: 0.0019299913492429196
Position 3851: 0.0019044833661728167
Position 1180: 0.0018649342203001405
Position 669: 0.0016878677014113151
Position 665: 0.0014014252905011181
Position 2043: 0.00113469607959427
Position 230: 0.0010043340026727383
Position 448: 0.000935506449651597
Position 1341: 0.0008958522684875283
Position 2207: 0.0008736233508824392
Position 3832: 0.0008205636162335764
Position 2542: 0.0007876733817324888
Position 3035: 0.0007590896025117144
Position 92: 0.0006107013933201162
Position 1757: 0.0006063446279632572
Position 1785: 0.0005808772452780456
Position 3609: 0.0005610241750250211
Position 678: 0.0005387146258498035
Position 1161: 0.000506491615942365
Position 594: 0.0005052542390018229
Position 3159: 0.0004948020692145553
Position 3904: 0.0004607239424370251
Position 3646: 0.0004355732538912086
Position 682: 0.00039288419459547876
Position 460: 0.00039157127976317634
Position 48: 0.00035167082336473013
Position 533: 0.0003303841965861326
Position 140: 0.00030330175433590387
Position 652: 0.00029367796828072773
Position 4325: 0.0002425332114721174
Position 475: 0.0002113440998392305
Position 633: 0.00019509528128253397
Position 563: 0.0001912129547531241
Position 1374: 0.00019070131295874287
Position 117: 0.00017982229061210884
Position 503: 0.00017637295138611908
Position 1305: 0.00017355713850619958
Position 518: 0.0001640224270209821
Position 1467: 0.00015614917165921084
Position 324: 0.00015344631193115453
Position 661: 0.00015237103361151195
Position 426: 0.0001449008713852499
Position 4483: 0.00013134939998065735
Position 1358: 0.00012093376143121839
Position 4796: 0.00011401134820495085
Position 614: 0.0001127386248022093
Position 209: 0.00010850821641117607
Position 362: 0.00010683231768792712
Position 465: 0.00010083663118015547
Position 432: 9.990856081055165e-05
Position 638: 9.843638093382844e-05
Position 1241: 8.138999090490863e-05
Position 833: 7.863503831221342e-05
Position 280: 7.37424873289617e-05
Position 1276: 6.251559646589288e-05
Position 282: 3.324676251785291e-05
Position 1286: 3.259441782083968e-05
Position 1525: 3.1690003672550304e-05
Position 20: 2.9505868767271057e-05
Position 644: 2.853362403972341e-05
Position 686: 2.8132688143474963e-05
Position 396: 2.5614690996088764e-05
Position 1252: 2.3689819423099534e-05
Position 175: 2.2398626001193514e-05
Position 22: 2.2343603094423427e-05
Position 2734: 1.943738205227988e-05
Position 1919: 1.2713594030903126e-05
Position 1975: 4.8148881204336855e-06
Position 2059: 4.754647974074385e-06
Position 1749: 3.194637671971093e-06
Position 1670: 3.0978615525580743e-06
Position 1944: 2.259357521888887e-06
Position 1724: 1.6602979427087963e-06
Position 42: 5.932324829671966e-07
Position 191: 2.2924212640003152e-07
Position 33: 2.0647088243436317e-07
Position 137: 1.7435204229024925e-07
Position 415: 2.7032754603110757e-08
Position 387: 6.067856997955896e-09
Position 330: 1.5431844496688302e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 1627: 0.8740233612156189
Position 3991: 0.83285511320826
Position 4876: 0.5064037963889335
Position 4383: 0.12710744914698166
Position 4760: 0.11188909731110488
Position 4425: 0.04323655687551213
Position 2901: 0.04213231182316162
Position 2136: 0.04004355142404878
Position 3458: 0.03322244688113012
Position 4209: 0.030953407573629042
Position 1084: 0.030726596075979357
Position 4237: 0.028202296631494643
Position 191: 0.02664196954387404
Position 4640: 0.02541637492698392
Position 4556: 0.025212314474606794
Position 4386: 0.024059013897747648
Position 3962: 0.02226832748547259
Position 3745: 0.01614194476782084
Position 4879: 0.014101356595698052
Position 2675: 0.012741703438215877
Position 1052: 0.008922999165749776
Position 4685: 0.008731428131883308
Position 4288: 0.005902173642156109
Position 1122: 0.005748865186321688
Position 323: 0.005459616600527193
Position 1011: 0.005437377511698615
Position 1819: 0.004546888813288525
Position 4250: 0.004446992137757309
Position 3015: 0.004053540333073224
Position 4450: 0.0035128141607246983
Position 4839: 0.003069204550491306
Position 4643: 0.0029633084057583726
Position 4728: 0.0027332541615663415
Position 4970: 0.002706577666666978
Position 3813: 0.002632530392041204
Position 1865: 0.002462386593703947
Position 4023: 0.0024387794038146266
Position 2661: 0.00242867080982811
Position 4711: 0.002360735845106658
Position 4403: 0.0023016054207417413
Position 4099: 0.002202964284970127
Position 2183: 0.002151176074802633
Position 374: 0.002083460267012933
Position 2289: 0.002066101761157793
Position 2222: 0.0019506953800994822
Position 2216: 0.0017030844093658137
Position 846: 0.001613104268175987
Position 1596: 0.0015832194190035839
Position 1822: 0.001576695557635803
Position 497: 0.0015194614045851039
Position 2616: 0.001456852424550758
Position 4213: 0.001382530838046168
Position 2682: 0.0011227006324512061
Position 3034: 0.0011152660161041072
Position 1599: 0.0010478287775378035
Position 4325: 0.000927640967550332
Position 4168: 0.000882275485911164
Position 4226: 0.0008784874788863029
Position 3030: 0.0008443377545600195
Position 2993: 0.0007996407724796204
Position 4617: 0.0006755972007513668
Position 3316: 0.0006381189340203216
Position 2931: 0.0005903537531353958
Position 4255: 0.000590207709488274
Position 2770: 0.0005817322554746025
Position 4215: 0.0005474805825381602
Position 4051: 0.0004979853479492356
Position 4342: 0.0004894674141016122
Position 4573: 0.00048483445091362606
Position 1682: 0.00048188401362746306
Position 868: 0.00046478389432431087
Position 1089: 0.0004229625865592964
Position 4357: 0.00041218081003616407
Position 4661: 0.00038853933238364017
Position 4478: 0.00036978069408342653
Position 4257: 0.000355498400116188
Position 168: 0.000316400234938939
Position 1841: 0.0002964843389670504
Position 4564: 0.00029207146142107456
Position 2997: 0.0002747278911489877
Position 3260: 0.0002683135589470112
Position 2566: 0.0002587476646302535
Position 1196: 0.0002525590603908623
Position 4933: 0.0002495573952701213
Position 3345: 0.00024751792601765605
Position 1899: 0.0002244602764113242
Position 1424: 0.00021174413381622642
Position 1124: 0.00020497258696992887
Position 3698: 0.0001850383069062049
Position 2905: 0.00018090592235751627
Position 1547: 0.00017554034110010437
Position 4077: 0.00015437818273521096
Position 2031: 0.00015072751831329633
Position 3313: 0.00014471226738700668
Position 4898: 0.00013849870472932194
Position 802: 0.00013550839041359265
Position 2351: 0.00013079882036947903
Position 2477: 0.0001283483848502903
Position 862: 0.0001273704287172722
Position 1108: 0.0001272656952889779
Position 1130: 0.00012452132314858476
Position 4814: 0.0001229663504118845
Position 1372: 0.00011392692339014484
Position 1517: 0.00011181925282459976
Position 3046: 0.00010608315671517119
Position 4944: 9.496472268862209e-05
Position 920: 9.299825467882059e-05
Position 3280: 8.742094545559325e-05
Position 1932: 7.357557608102997e-05
