Gene = Gdpgp1
index = 430
Annotated 5SS: [341]
Annotated 3SS: [5348]
SMsplice 5SS: [341]
SMsplice 3SS: [5348]
top_k =  500
Partition function (log Z): -9.154670237804016

Sorted 5' Splice Sites (High to Low Probability):
Position 5588: 0.5841153610925621
Position 341: 0.4832090416003588
Position 134: 0.3072547645959478
Position 6469: 0.26316249265050623
Position 4990: 0.24446848128056692
Position 5093: 0.17900091086040007
Position 191: 0.14984481619997334
Position 404: 0.06995658754672819
Position 6474: 0.05641770029698469
Position 546: 0.0492262686900515
Position 291: 0.03443773744912949
Position 5209: 0.031853147348288154
Position 394: 0.01657147212650455
Position 680: 0.013963572785968489
Position 5095: 0.011799319482399364
Position 859: 0.011721368371072148
Position 1070: 0.010174563032127094
Position 2546: 0.007408623734617441
Position 3396: 0.005241137474929085
Position 2247: 0.005230387026135175
Position 2353: 0.003043890367247326
Position 1313: 0.002891159958984973
Position 2458: 0.0026988846628169076
Position 2341: 0.002589944273354088
Position 2614: 0.0022844224213431985
Position 3357: 0.0019041701395032772
Position 3460: 0.0018109324104217564
Position 2754: 0.0016702654651424961
Position 172: 0.001160807034657053
Position 636: 0.001064453667968877
Position 3325: 0.000901528549497167
Position 3287: 0.0008353479045359743
Position 1114: 0.0007838596461229905
Position 3473: 0.0007436328395250271
Position 5636: 0.0006673040571748465
Position 102: 0.00056342599131688
Position 1583: 0.0005029978360882144
Position 364: 0.00040068160498863683
Position 3389: 0.00033075153965028063
Position 332: 0.0002529834880804598
Position 627: 0.00022831263982350957
Position 124: 0.000219466123539498
Position 1080: 0.00020815482231985278
Position 2899: 0.00020488036132506837
Position 606: 0.0001963671255847173
Position 615: 0.00016670234093356362
Position 57: 0.00011111283516079991
Position 45: 0.00010214166243761957
Position 278: 4.880673281435966e-05
Position 421: 2.746479870940042e-05
Position 61: 2.399215001777883e-05
Position 36: 2.2853426325850032e-05
Position 792: 2.275475257352678e-05
Position 26: 1.2326868388232282e-05
Position 380: 1.2115166455155676e-05
Position 20: 9.210691933622063e-06
Position 195: 7.536506824039832e-06
Position 495: 7.330962138833008e-06
Position 239: 5.7692879070162175e-06
Position 375: 5.6127106291006326e-06
Position 293: 4.212955923725291e-06
Position 205: 4.107242766529605e-06
Position 305: 3.6435802390946955e-06
Position 453: 3.6204292258807247e-06
Position 624: 3.3964119468214006e-06
Position 2210: 2.8142122430727937e-06
Position 575: 2.544270066628985e-06
Position 1060: 1.5123399816931552e-06
Position 382: 1.0884473198426325e-06
Position 2306: 1.0774534214058914e-06
Position 1341: 7.141513044936328e-07
Position 310: 7.076073589490918e-07
Position 1531: 7.013947997418392e-07
Position 1147: 6.81975546528009e-07
Position 408: 7.060814617642288e-09
Position 413: 2.3563785498047523e-09
Position 324: 2.0783603194166252e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 5348: 0.6844025710675474
Position 4951: 0.3270703244405405
Position 6395: 0.20348227227668042
Position 4857: 0.1514489212555977
Position 6988: 0.11282734717418323
Position 5381: 0.10826211161046968
Position 5406: 0.10574353298961021
Position 6273: 0.0982796061721467
Position 3190: 0.061619445480466294
Position 8342: 0.05515481219325977
Position 447: 0.05200416176325631
Position 7751: 0.05063054650695746
Position 8594: 0.049651887193884255
Position 7541: 0.04854956169891104
Position 254: 0.04734400364555694
Position 7492: 0.04565996045584573
Position 7874: 0.03779519351449855
Position 7677: 0.02547905572729905
Position 8485: 0.023505090615908646
Position 8832: 0.02283508409110203
Position 8630: 0.021517301737095824
Position 8126: 0.01451523698145912
Position 2299: 0.014167327020108658
Position 6139: 0.01277171360379922
Position 913: 0.012186569128298932
Position 257: 0.01110682991733334
Position 7721: 0.010536502116963678
Position 363: 0.010348117149608508
Position 6362: 0.009862425607119358
Position 539: 0.008318389042907942
Position 6104: 0.00803619635170607
Position 7359: 0.007340489899042397
Position 2073: 0.006645607295204931
Position 7811: 0.006345120095335839
Position 7512: 0.006251250167610982
Position 7137: 0.006102487568057948
Position 420: 0.005970751468084791
Position 6634: 0.005549125958860754
Position 6243: 0.0052837130199760805
Position 4987: 0.004623901039117561
Position 7032: 0.0034671033872892337
Position 3825: 0.0034530978633078367
Position 6568: 0.003154443168817427
Position 8321: 0.0031516964980978137
Position 981: 0.0028294057577898926
Position 6440: 0.002641745320094733
Position 739: 0.0025411988966307373
Position 1182: 0.002396031476223585
Position 7473: 0.002094711369043325
Position 2490: 0.0019781691770442917
Position 5726: 0.001959469748626414
Position 219: 0.001758347366334855
Position 1028: 0.001708252768072322
Position 5776: 0.0016527149174374155
Position 290: 0.0015219234086162811
Position 5958: 0.0014145251177827712
Position 8058: 0.001215803613908615
Position 2613: 0.001185657251014509
Position 310: 0.001156730430793607
Position 2664: 0.001148858067477142
Position 2242: 0.001082422521221008
Position 4767: 0.0010732581541902826
Position 278: 0.0010666169212892823
Position 5687: 0.0010580631446430314
Position 2210: 0.0010568332543761277
Position 227: 0.0010422880444470421
Position 2790: 0.001030875506442437
Position 805: 0.0010058259313011006
Position 1210: 0.0009234322127369626
Position 2080: 0.0009111100612394419
Position 4295: 0.0008604951048357894
Position 5352: 0.0008585178855506137
Position 3312: 0.0007988116169836586
Position 221: 0.0007716152666200181
Position 7311: 0.0007569399506044386
Position 2527: 0.0007559451988855926
Position 6464: 0.0007040032028559456
Position 4541: 0.0006986018345849618
Position 7133: 0.0006520861555907006
Position 3054: 0.0006367248934594014
Position 7003: 0.0005919525280505309
Position 6700: 0.0005901557343656422
Position 6749: 0.0004893424006636041
Position 766: 0.0004760090840523239
Position 260: 0.00047178502747047165
Position 3008: 0.0003105557046719615
Position 189: 0.000266111797905695
Position 1438: 0.00023193882530763254
Position 1413: 0.00022941062567919299
Position 600: 0.0001715741301832839
Position 3793: 0.00012383213262647996
Position 1069: 0.00011581407968256934
Position 1039: 0.00011289258069609256
Position 996: 0.00010852381607487427
Position 1841: 4.871654434518894e-05
Position 2340: 2.5775195524223565e-05
Position 332: 1.6087044467622256e-05
Position 1546: 1.6006664750411603e-05
Position 575: 1.2619435734161117e-05
Position 580: 1.1285180723640147e-05
Position 265: 4.442252749895329e-06
Position 201: 2.120945178129213e-06
Position 401: 1.4196398493355461e-06
Position 375: 1.3860498449980705e-06
Position 1355: 9.243114662410337e-07
Position 1161: 7.014260899945889e-07
Position 163: 6.450521497932183e-07
Position 498: 4.185839135067862e-07
Position 403: 3.0560099370799745e-07
Position 492: 2.430925110097556e-07
Position 1233: 1.5133655352153327e-07
Position 1198: 1.4271082618327185e-07
Position 1341: 1.3281241258771714e-07
Position 831: 1.0916116447375981e-07
Position 546: 9.262142077115511e-08
Position 920: 9.221591396704722e-08
Position 408: 8.760316026502424e-08
Position 195: 7.635512190534813e-08
Position 166: 5.979381450028893e-08
Position 129: 4.303496731203554e-08
Position 336: 3.6019803412423314e-08
Position 102: 1.858288049738788e-08
Position 107: 5.660058524827889e-09
Position 344: 4.574360888388844e-10
