Gene = Acp5
index = 97
Annotated 5SS: [  99 5849 6181 8037]
Annotated 3SS: [5581 6052 7690 8448]
SMsplice 5SS: [  99 5849 6181]
SMsplice 3SS: [5720 6052 7690]
top_k =  500
Partition function (log Z): 0.4696410590901783

Sorted 5' Splice Sites (High to Low Probability):
Position 5849: 0.8738361086175374
Position 99: 0.7934561594171459
Position 6181: 0.7906834013385622
Position 3975: 0.6829860130830109
Position 5643: 0.488400280286063
Position 8037: 0.3865743623725738
Position 3778: 0.37630076554789244
Position 5189: 0.3320349865030213
Position 1118: 0.18399486523498743
Position 41: 0.14838168913456032
Position 4211: 0.12711288494819253
Position 6103: 0.11751620300352038
Position 5274: 0.10438052927048452
Position 5884: 0.09486695794012731
Position 5310: 0.09058179655621529
Position 6754: 0.04985276105275076
Position 7274: 0.042719240809269296
Position 3073: 0.04230232516492541
Position 6777: 0.038573528906547465
Position 80: 0.03315055091286582
Position 2411: 0.022662110278329352
Position 3270: 0.016836759157693088
Position 1580: 0.01668496398059972
Position 73: 0.014289793015753793
Position 4122: 0.013143497840337446
Position 5875: 0.012957013236778489
Position 3708: 0.012110088738602658
Position 3724: 0.009998073877748617
Position 6245: 0.007450121378540332
Position 308: 0.005509346029311652
Position 6453: 0.004629631000368768
Position 117: 0.0046067660968822826
Position 1114: 0.0038915822253629048
Position 5842: 0.0037270583874317105
Position 7335: 0.0030383093021969895
Position 2492: 0.0025283541292144174
Position 5868: 0.001975226618313584
Position 3682: 0.00195625793570861
Position 5117: 0.001881797505204347
Position 7452: 0.0018769644061090226
Position 5889: 0.0016120801653990754
Position 8753: 0.001518968916298398
Position 7287: 0.0012602541077153934
Position 8533: 0.0011051228390812824
Position 4076: 0.0010990106583478126
Position 7807: 0.0010531011212109543
Position 7392: 0.0008785459269749578
Position 7773: 0.0007869405753222743
Position 7735: 0.0007258031902604885
Position 4383: 0.0007175424423181795
Position 5485: 0.0006697461421407273
Position 6480: 0.0002984190604618997
Position 5947: 0.0002745668154998335
Position 7341: 0.00023802261402542277
Position 194: 0.00021232116593031123
Position 6263: 0.00016282497088275822
Position 329: 0.00015499223718768386
Position 7166: 0.00012129139417978366
Position 262: 7.845858925680217e-05
Position 441: 6.246482651108149e-05
Position 494: 3.255374845907511e-05
Position 201: 3.158711473966728e-05
Position 2427: 2.8974452110685943e-05
Position 530: 2.7128478155054473e-05
Position 469: 2.4590322497917965e-05
Position 1103: 2.2486758753347778e-05
Position 103: 2.0062937807198467e-05
Position 696: 1.941093837010573e-05
Position 1519: 1.638322504820714e-05
Position 1099: 1.6378499555678848e-05
Position 1949: 1.3827438045931129e-05
Position 367: 1.147738442879869e-05
Position 2466: 1.1098279795308233e-05
Position 2471: 5.5431967008409386e-06
Position 2516: 5.031772861062784e-06
Position 1274: 4.732329616556473e-06
Position 1122: 4.432710892796801e-06
Position 438: 3.975825523022376e-06
Position 129: 3.0783452547123592e-06
Position 1236: 2.829846182280673e-06
Position 1299: 2.709687590097873e-06
Position 2253: 2.4133176291680735e-06
Position 1719: 2.1267292230888624e-06
