Gene = Qprt
index = 879
Annotated 5SS: [  254 13518 13893]
Annotated 3SS: [12981 13760 13984]
SMsplice 5SS: [  254 13082 13518 13893]
SMsplice 3SS: [12981 13303 13760 13984]
top_k =  500
Partition function (log Z): -5.447736578161489

Sorted 5' Splice Sites (High to Low Probability):
Position 254: 0.9936405483719358
Position 13518: 0.8342555860977166
Position 13893: 0.8181620354645476
Position 13082: 0.4338667389977324
Position 13212: 0.33587423508317116
Position 4074: 0.2586910826250425
Position 5055: 0.24597722405635145
Position 13227: 0.17698351907069682
Position 13428: 0.1193718543503569
Position 6640: 0.10744457372811964
Position 5565: 0.07871874033603221
Position 13866: 0.061992565048710584
Position 3833: 0.04700601269451849
Position 7729: 0.038637661639103565
Position 13415: 0.031870541149992763
Position 93: 0.02435402710155877
Position 100: 0.020682254534923703
Position 1081: 0.015654299546082558
Position 13803: 0.01302578784381082
Position 56: 0.012491620168998272
Position 3094: 0.011917720006313144
Position 1222: 0.01172237350579566
Position 3747: 0.003983526393214556
Position 95: 0.0026732514486183566
Position 526: 0.0023753880367254703
Position 1095: 0.002032354515377722
Position 2025: 0.0019252537869713315
Position 14032: 0.0017965572971745502
Position 513: 0.0016850599279366848
Position 3837: 0.0016688319582750084
Position 845: 0.0015404631609231424
Position 14077: 0.0014117262395205831
Position 14082: 0.0012350770836454924
Position 83: 0.0009875564160972837
Position 14099: 0.0009796623565213188
Position 1064: 0.0009458884796022619
Position 1286: 0.0009178444011524737
Position 21: 0.0007137462095338538
Position 3146: 0.0006068238727326225
Position 13470: 0.0005409073775056374
Position 3682: 0.00040005923417713024
Position 14197: 0.0003653420542429754
Position 14036: 0.0002701025498305558
Position 205: 0.0002457921465905216
Position 63: 0.00023614533021814162
Position 7: 0.0002105481207364971
Position 14046: 0.00015592227828754927
Position 849: 0.0001104101725087195
Position 263: 7.010244869140673e-05
Position 3432: 4.290702027986191e-05
Position 499: 3.8123401974342166e-05
Position 453: 3.3833446822934493e-05
Position 442: 3.381253834906579e-05
Position 235: 3.086225474035429e-05
Position 2124: 2.8572500226388442e-05
Position 2202: 2.213696224878055e-05
Position 1681: 2.172250013469736e-05
Position 1282: 2.1508354337443808e-05
Position 3389: 2.085140401639536e-05
Position 389: 1.6937981254360512e-05
Position 2882: 1.4844361452900324e-05
Position 786: 1.3538212671119234e-05
Position 599: 1.017217586085866e-05
Position 1248: 8.886971772226333e-06
Position 2609: 8.75235608569203e-06
Position 1192: 8.60421594636418e-06
Position 1083: 7.319809740412193e-06
Position 1085: 7.246143413165195e-06
Position 1433: 6.070804398957591e-06
Position 1524: 5.616091148519571e-06
Position 2010: 5.513078104284753e-06
Position 282: 2.305397326576232e-06
Position 274: 2.0080997472460664e-06
Position 202: 1.780159983641913e-06
Position 604: 1.7435877770901702e-06
Position 795: 7.067629867554897e-07
Position 615: 5.746033650054003e-07
Position 3065: 3.869509608336515e-07
Position 709: 5.179247808808393e-08
Position 571: 4.256002803915507e-08
Position 451: 4.2191046022757994e-08
Position 403: 3.6018026279150395e-08
Position 776: 3.33105874986696e-08
Position 877: 2.8978813055040877e-08
Position 806: 2.8506376118955863e-08
Position 622: 2.8453398263872804e-08
Position 276: 2.4905791106316003e-08
Position 620: 2.347629846916206e-08
Position 793: 1.3441083927787243e-08
Position 535: 1.2832894286990521e-08
Position 564: 1.1853188944980556e-08
Position 803: 6.85095635680124e-09
Position 529: 5.6865104634072546e-09
Position 305: 4.4832269981955956e-09
Position 291: 2.5877971984735755e-09
Position 361: 1.2379224953708474e-13
Position 408: 1.6487125717943456e-14
Position 381: 1.348673082774685e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 13984: 0.9887515749599819
Position 13303: 0.9732732577593801
Position 12981: 0.9604861811355574
Position 13760: 0.4893718904485984
Position 13710: 0.24306871341227185
Position 3908: 0.22580164309113698
Position 13802: 0.119444691877232
Position 6519: 0.09746201987641694
Position 4690: 0.08635396204655486
Position 3661: 0.07994496552483675
Position 4962: 0.07703615194184141
Position 5015: 0.06573142525856797
Position 13649: 0.041239670222162676
Position 158: 0.036193124540947356
Position 7672: 0.03549843158381661
Position 5475: 0.03227177072797756
Position 981: 0.030691852880466677
Position 5394: 0.02826510701089436
Position 170: 0.015840092977082415
Position 4933: 0.014960342398558901
Position 2985: 0.012142164701095477
Position 6453: 0.009992389214350767
Position 5515: 0.006827266109569089
Position 5399: 0.005755791855283984
Position 5424: 0.005607810470984229
Position 14402: 0.005358954813426916
Position 176: 0.004841194030298615
Position 14168: 0.00410060825801904
Position 3959: 0.0031479078175786898
Position 7630: 0.0031477336575722686
Position 14000: 0.00241007558302181
Position 3929: 0.0021492812491011293
Position 352: 0.002083819078808687
Position 323: 0.0019081359355616696
Position 4773: 0.0018400811461328254
Position 14841: 0.0012539526560876402
Position 1810: 0.001205694972470302
Position 13987: 0.0011595123367162717
Position 13566: 0.0008814305162313907
Position 1137: 0.0005330114848975269
Position 14811: 0.0005125530458319179
Position 3700: 0.0003756233855400657
