Gene = Traip
index = 1138
Annotated 5SS: [  217  4967  5474  7900  8611 10117 10700 11386 11965 12462 17794 19097
 19663 19803]
Annotated 3SS: [ 4908  5389  7859  8482 10021 10585 11297 11874 12372 17637 19047 19512
 19751 20017]
SMsplice 5SS: [  217  4967  5474  7900  8611 10117 11965 12462 17794 19097 19663]
SMsplice 3SS: [ 4908  5389  7859  8482 10021 11874 12372 17637 19047 19512 19751]
top_k =  500
Partition function (log Z): 15.430887781202014

Sorted 5' Splice Sites (High to Low Probability):
Position 10117: 0.9953176445913308
Position 217: 0.9855531385052375
Position 17794: 0.9588058152052071
Position 8611: 0.9283685856651676
Position 11965: 0.9125011640844449
Position 7900: 0.9053452379547283
Position 12462: 0.895703789929601
Position 19663: 0.7772513237094401
Position 19097: 0.7736823851351589
Position 4967: 0.7233629125918618
Position 5474: 0.711197919772369
Position 20093: 0.4111941661907978
Position 10704: 0.4087824228985003
Position 20508: 0.3612569855822837
Position 11386: 0.34151891362472275
Position 14928: 0.31121732611399017
Position 11419: 0.2480304088662492
Position 19865: 0.14066581026668618
Position 3976: 0.1255905929001828
Position 9890: 0.10553624124052571
Position 12439: 0.09678216601160744
Position 16731: 0.09063896621626656
Position 10700: 0.09055751296638896
Position 936: 0.08877560286643862
Position 5112: 0.08080550270449861
Position 12280: 0.08005263710000077
Position 20727: 0.06967271387095181
Position 5302: 0.06895084798801518
Position 2215: 0.06765765377697788
Position 8635: 0.06400924649133098
Position 11181: 0.057525536383084455
Position 2347: 0.051175693607929694
Position 19803: 0.05009908231474209
Position 14958: 0.048109840579957854
Position 9603: 0.04805885710945849
Position 402: 0.03725619723515724
Position 20513: 0.03609992784333957
Position 20078: 0.032150572616683505
Position 12237: 0.03082786892543834
Position 20529: 0.028738249189539114
Position 20740: 0.028677613319897037
Position 392: 0.026849688835906407
Position 18819: 0.025515817007693554
Position 19931: 0.022019334731634116
Position 6102: 0.020353978512715167
Position 20731: 0.019547730965340925
Position 12105: 0.018846910165545572
Position 11989: 0.01773996279447252
Position 19954: 0.01636275065952495
Position 3700: 0.014373736901734139
Position 9912: 0.0137881540485178
Position 7653: 0.012911548072242717
Position 4230: 0.012626025079040683
Position 12023: 0.011721364516822987
Position 11488: 0.011457758884381213
Position 9835: 0.011170316443698146
Position 11922: 0.009973466466640084
Position 3125: 0.009857028616809363
Position 18708: 0.009813126107335918
Position 19825: 0.007978548036193727
