Gene = Lyrm1
index = 654
Annotated 5SS: [   30 14102 18405 20425]
Annotated 3SS: [13942 18311 20279 55684]
SMsplice 5SS: [   30  4448 14102 45515 45851 54952]
SMsplice 3SS: [ 4249 13995 45438 45784 54857 55684]
top_k =  500
Partition function (log Z): -32.35996923872447

Sorted 5' Splice Sites (High to Low Probability):
Position 30: 0.8831444539423147
Position 4448: 0.7309389456435299
Position 2269: 0.20622241854832582
Position 3243: 0.20285973870755367
Position 14102: 0.17049752142048685
Position 386: 0.06367549863081959
Position 712: 0.057346089230953606
Position 8006: 0.034936879198090666
Position 4250: 0.02837247383606483
Position 58: 0.022710997581303655
Position 149: 0.01477902903136587
Position 356: 0.01322196374326898
Position 1838: 0.01314950981095734
Position 392: 0.012975842989314356
Position 3150: 0.007280452338191428
Position 360: 0.006588265895292711
Position 1939: 0.004410485806915095
Position 302: 0.003957905943677289
Position 1330: 0.003734648217967794
Position 655: 0.0033936963649055718
Position 1375: 0.0027692375141727733
Position 4799: 0.002333007506962024
Position 1257: 0.002317396218351516
Position 1724: 0.0019228636641060004
Position 2202: 0.001895308017948529
Position 5738: 0.0018802570879373791
Position 5720: 0.0017663738404209062
Position 4383: 0.0017248751465982876
Position 2886: 0.0014925248433979525
Position 7350: 0.0009206054236606761
Position 205: 0.0006302792536126312
Position 843: 0.0006210247447710521
Position 904: 0.0005915538188758896
Position 247: 0.0003339061286263858
Position 1051: 0.0002157150005208269
Position 1346: 0.00016392219689931355
Position 1324: 0.00014506487856796787
Position 1920: 0.0001321908562431757
Position 1992: 0.00010015669078974013
Position 22: 7.702366717053358e-05
Position 121: 3.6581826363463024e-05
Position 471: 2.1246403671970172e-05
Position 12: 1.5816072955291692e-05
Position 256: 1.5543265526913784e-05
Position 963: 1.3309866874704175e-05
Position 439: 1.0877441894145126e-05
Position 376: 6.773340420131872e-06
Position 1607: 6.43137260015223e-06
Position 497: 5.702665760710994e-06
Position 416: 5.189708501371698e-06
Position 166: 4.897017137126347e-06
Position 259: 4.362437734322717e-06
Position 573: 3.924955790206389e-06
Position 694: 3.6211868681581156e-06
Position 1637: 2.710955274731862e-06
Position 195: 1.962321332137648e-06
Position 158: 1.7457428608886681e-06
Position 161: 1.1116821413514088e-06
Position 2348: 7.992277038581339e-07
Position 178: 2.116349389932898e-07
Position 304: 6.609050457891829e-08
Position 390: 1.8849751478775858e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4249: 0.5670601197605438
Position 4567: 0.4307990645960124
Position 13809: 0.320070438308047
Position 17812: 0.17049752142048685
Position 2109: 0.14219790977861896
Position 4355: 0.1315631736215992
Position 3135: 0.10995822633561134
Position 7912: 0.05172694129432751
Position 3010: 0.049767962396536865
Position 6602: 0.047860326142952304
Position 2168: 0.04307375957721296
Position 3063: 0.03270322583098216
Position 244: 0.0287174177133941
Position 9763: 0.02568221234851452
Position 4197: 0.023128810955162726
Position 508: 0.022967005370829668
Position 2144: 0.02264578577536619
Position 7059: 0.02116291632169457
Position 4273: 0.01998564697415322
Position 4367: 0.01839716644123155
Position 602: 0.017764680717361377
Position 1767: 0.017059812693745194
Position 2941: 0.014833914531952513
Position 4097: 0.014643045033804359
Position 7194: 0.010631665580217534
Position 1684: 0.008546469866611643
Position 11343: 0.00709541150872379
Position 8342: 0.007039147553206917
Position 1215: 0.006750233065972292
Position 8383: 0.005208922583252246
