Gene = Preb
index = 851
Annotated 5SS: [ 391 1139 1646 1891 2129 2474 4100 4432]
Annotated 3SS: [ 948 1424 1809 2003 2299 4026 4271 4623]
SMsplice 5SS: [ 391 1139 1646 1891 2129 4432]
SMsplice 3SS: [ 948 1424 1809 2003 4271 4623]
top_k =  500
Partition function (log Z): 0.2636319563489846

Sorted 5' Splice Sites (High to Low Probability):
Position 1891: 0.9815943511229783
Position 2129: 0.7837095723156456
Position 1139: 0.6715483009261813
Position 1646: 0.5993587669541343
Position 4100: 0.5241694755465262
Position 4432: 0.5022817147859417
Position 2474: 0.447483263904982
Position 391: 0.42302360613803563
Position 466: 0.4124464431269023
Position 4815: 0.3299269582509025
Position 2451: 0.267054387301455
Position 1674: 0.2584489959676134
Position 6123: 0.1536960746542963
Position 418: 0.09356473269522582
Position 4231: 0.09312533262656557
Position 8260: 0.07870273195077411
Position 2231: 0.06104408794951114
Position 6145: 0.05657315917197469
Position 5219: 0.05469042390497559
Position 1196: 0.048146948817505676
Position 1520: 0.039214067380680936
Position 1631: 0.03696269771360612
Position 2502: 0.034813763967071316
Position 858: 0.03382712528937611
Position 1670: 0.025171999981961644
Position 239: 0.019642470224820935
Position 2137: 0.016612062366073592
Position 1102: 0.016412305591010496
Position 1049: 0.015298654219499658
Position 245: 0.01189628051330596
Position 218: 0.009460138216165646
Position 1626: 0.008767679245336694
Position 592: 0.008573297935578922
Position 1574: 0.00792585414059302
Position 1899: 0.007381060425748523
Position 8965: 0.0063989407936395895
Position 776: 0.0061615593997386385
Position 2221: 0.005883213730499594
Position 115: 0.005460077846360407
Position 6949: 0.005319805640071161
Position 118: 0.0047615352270388885
Position 151: 0.004541395950959095
Position 232: 0.004387490292934074
Position 1121: 0.004075760067554175
Position 1094: 0.0039242863153916
Position 55: 0.0032750526977664367
Position 1158: 0.0018684790966204301
Position 303: 0.001746222574274125
Position 1286: 0.0017196554781237275
Position 1680: 0.0014034809142900394
Position 1134: 0.001319302394675019
Position 260: 0.001258306803205157
Position 134: 0.001234346566573958
Position 7771: 0.0011768747889784707
Position 215: 0.0010906335167675811
Position 272: 0.0009366604176109001
Position 1538: 0.0008813389854837715
Position 1220: 0.0008772060048650551
Position 1174: 0.0008564631970112341
Position 1082: 0.0007262049140282429
Position 1271: 0.0006666063849352463
Position 1918: 0.0006120952134524289
Position 634: 0.0005518303218460804
Position 222: 0.0005222488498251364
Position 1635: 0.0004871386502355112
Position 1704: 0.00046839996933083255
Position 473: 0.0004600446600113586
Position 721: 0.00043557611863258863
Position 873: 0.0003904351148160659
Position 1637: 0.00033834086214737315
Position 282: 0.0002896515497998207
Position 1232: 0.00028574393141204626
Position 1493: 0.00027606353519957395
Position 1249: 0.00027229557889355845
Position 735: 0.00026809186855125623
Position 1508: 0.00026303885604143094
Position 1224: 0.0002558903472882252
Position 183: 0.0002510534902028893
Position 426: 0.00024171564195943793
Position 1577: 0.00023066834564567024
Position 124: 0.00023024451475817004
Position 531: 0.00019203005695209825
Position 1651: 0.00019175943730577092
Position 1907: 0.00018432893638984873
Position 1579: 0.0001830968412653421
Position 1750: 0.00018248951620927537
Position 978: 0.00017779621344854563
Position 388: 0.00015987558564687095
Position 2058: 0.00015213139382134919
Position 2145: 0.00013575222173631545
Position 756: 0.0001344210075707153
Position 2242: 0.00012104798929809742
Position 82: 0.00011272672574721328
Position 2131: 7.973309079881282e-05
Position 1198: 7.200442795765659e-05
Position 2233: 6.805229197224921e-05
Position 2326: 5.235518561601658e-05
Position 1954: 4.996040198216593e-05
Position 1253: 4.753274873544679e-05
Position 139: 4.4386859889229704e-05
Position 680: 3.4985308369954576e-05
Position 1648: 3.322649490315595e-05
Position 1940: 2.8550228780446962e-05
Position 447: 2.152644075835062e-05
Position 127: 1.2257091152268569e-05
Position 158: 7.757034033708845e-06
Position 1877: 5.038460815300926e-06
Position 274: 2.3631341051011927e-06
