Gene = 3110040N11Rik
index = 44
Annotated 5SS: [ 124 1029 3402 6448]
Annotated 3SS: [ 901 3273 6339 6896]
SMsplice 5SS: [ 227 1029 3402 6448]
SMsplice 3SS: [ 901 3273 6339 6662]
top_k =  500
Partition function (log Z): -4.1191197187627075

Sorted 5' Splice Sites (High to Low Probability):
Position 3402: 0.9826950491468482
Position 1029: 0.9623726572314807
Position 6448: 0.5064207783413116
Position 227: 0.4376336964086733
Position 835: 0.2604826955546403
Position 2550: 0.091404077545173
Position 110: 0.06493977804513337
Position 344: 0.05580665801513298
Position 4139: 0.05027369360598512
Position 51: 0.04789207928275743
Position 154: 0.04444003351265889
Position 4277: 0.03714404462606384
Position 47: 0.029172726349482387
Position 2127: 0.024917827134293656
Position 55: 0.014913636830160651
Position 5412: 0.009875710194865049
Position 2996: 0.009543309563542787
Position 3191: 0.009435430505602124
Position 4273: 0.008344477557326455
Position 2765: 0.007704035525033261
Position 3818: 0.006550251836680704
Position 1744: 0.006418816058772516
Position 3363: 0.005549057921967414
Position 2252: 0.005044463701656286
Position 271: 0.004938492310529871
Position 815: 0.00431631662934082
Position 221: 0.0035025325967593863
Position 6762: 0.0034106594680475308
Position 1190: 0.0032125340921305705
Position 3350: 0.003171530723401033
Position 1977: 0.0026466889106998436
Position 2574: 0.0026355509371064215
Position 2724: 0.002557890539552747
Position 1920: 0.002485985934957033
Position 2692: 0.002235033764933491
Position 795: 0.002187636273739873
Position 759: 0.0021036802181746417
Position 2653: 0.001630381452071386
Position 3565: 0.0015624150963072904
Position 3424: 0.0015241188107346544
Position 26: 0.0014025953727341922
Position 4468: 0.0013032449597944625
Position 4740: 0.001205200717066451
Position 5327: 0.0012044173787567115
Position 3052: 0.001116025535366561
Position 2787: 0.0009897949781107018
Position 6957: 0.0009588190257867437
Position 1337: 0.0008457917381960497
Position 6738: 0.0007735579177236318
Position 364: 0.0007307548045750207
Position 1046: 0.0007283682409954394
Position 6210: 0.0006852554396798969
Position 1692: 0.0006681719176336563
Position 1854: 0.0006397236331489291
Position 142: 0.0006054839323437031
Position 1935: 0.000545522053236067
Position 5829: 0.0005318532020260929
Position 5571: 0.000482674407448328
Position 4707: 0.0004559636096023918
Position 1128: 0.0004482441903826608
Position 453: 0.0003588261018575018
Position 1266: 0.0003559964846301839
Position 3169: 0.0003295113158944631
Position 243: 0.00029159584306024945
Position 2039: 0.00027853328107556725
Position 348: 0.00027001626490940933
Position 70: 0.00024696416314588836
Position 512: 0.0002389180528485643
Position 972: 0.00023558825404245798
Position 2118: 0.00022327124747382687
Position 324: 0.000211751854964891
Position 7002: 0.00020964954811687576
Position 824: 0.0001956431658777268
Position 1932: 0.00019475434897721933
Position 2053: 0.00018986074911178994
Position 841: 0.00018132668128456004
Position 1505: 0.00016546805973145762
Position 522: 0.00016354399812478388
Position 595: 0.00015713867363635473
Position 662: 0.00012905653354861496
Position 1073: 0.00011898309016241407
Position 2192: 0.00011759885946626807
Position 781: 0.00011311893718749956
Position 1560: 9.903071747750142e-05
Position 1059: 9.768594624926961e-05
Position 434: 9.700247295036235e-05
Position 1917: 9.361542315186662e-05
Position 1566: 9.288834382061486e-05
Position 4018: 8.442854501814235e-05
Position 428: 8.233690113824533e-05
Position 798: 8.200445302844642e-05
Position 3830: 7.544344370386348e-05
Position 492: 7.218621796493637e-05
Position 679: 7.214315110141648e-05
Position 384: 6.677563650524025e-05
