Gene = Ino80e
index = 578
Annotated 5SS: [ 134  363  599 3965 4163 4613]
Annotated 3SS: [ 291  545 3885 4050 4495 8846]
SMsplice 5SS: [ 134  363 3965 4163 4613]
SMsplice 3SS: [ 291 3885 4050 4495 8846]
top_k =  500
Partition function (log Z): 5.587486164508366

Sorted 5' Splice Sites (High to Low Probability):
Position 134: 0.982544373416959
Position 363: 0.9803853903035489
Position 4613: 0.9718915136761732
Position 3965: 0.9401803077104889
Position 4163: 0.915402202540944
Position 599: 0.6189673377562553
Position 4916: 0.406135986051958
Position 2107: 0.20529550905131477
Position 7746: 0.10520681197682212
Position 8350: 0.08515942679476479
Position 4236: 0.06446435465171746
Position 6793: 0.039648791240907325
Position 8874: 0.02917144757805197
Position 5918: 0.01814199854210081
Position 910: 0.01311463874769867
Position 213: 0.012906271152402036
Position 2731: 0.012408105703135323
Position 8878: 0.008922132630124955
Position 680: 0.007868790368344862
Position 2716: 0.007781524380137176
Position 8245: 0.007662858538209165
Position 2534: 0.00588658874572882
Position 1147: 0.0056877975574226155
Position 3194: 0.005138557192300507
Position 2449: 0.004574791133529021
Position 8743: 0.003532281763674233
Position 3916: 0.0024789342727642967
Position 665: 0.002105668073413305
Position 204: 0.0020719301962738197
Position 4295: 0.0018954188698140475
Position 3622: 0.0018044755874785483
Position 490: 0.0017860463143700297
Position 467: 0.0017473055303201823
Position 8853: 0.0014825968453273395
Position 2271: 0.001194288615208047
Position 2686: 0.001186223143615614
Position 164: 0.001170189355266713
Position 9587: 0.0010383127483214408
Position 346: 0.0009084621541427026
Position 7242: 0.0008980590393501963
Position 4279: 0.0005645832085945186
Position 5527: 0.000369197227294409
Position 4215: 0.00035274945337305684
Position 154: 0.0002536952462733307
Position 4623: 0.00024226019764604615
Position 5858: 0.00021146357097760583
Position 1151: 0.00021004298553688172
Position 121: 0.00017071562203620897
Position 5321: 0.0001415854441090768
Position 4293: 0.00012391934339491515
Position 146: 0.00011199423853913198
Position 138: 0.00011019530684472836
Position 4435: 8.911099865486722e-05
Position 392: 6.014496566749381e-05
Position 5020: 5.8258703694968544e-05
Position 5993: 5.74078571051304e-05
