Gene = Bard1
index = 168
Annotated 5SS: [  479 13676 15038 28604 36039 37668 49534 55507 56469 71788]
Annotated 3SS: [13618 14894 27665 35957 37494 49424 55373 56375 71689 72293]
SMsplice 5SS: [  479 15038 32367 37668 49534 55507 56469 70300]
SMsplice 3SS: [14923 32267 37494 49424 55373 56375 70073 72293]
top_k =  500
Partition function (log Z): -39.56869631741452

Sorted 5' Splice Sites (High to Low Probability):
Position 479: 0.937749504372345
Position 4503: 0.3212599498214981
Position 658: 0.2185241361802602
Position 297: 0.13947067588429152
Position 5989: 0.09997600722598769
Position 4452: 0.061974850445461374
Position 3175: 0.045787973963787844
Position 285: 0.024372397032401946
Position 6006: 0.020384698872733153
Position 1465: 0.011963300634044053
Position 1840: 0.008674053409186316
Position 6139: 0.005578695402809806
Position 3220: 0.005557715671209591
Position 5697: 0.0052719126159478606
Position 3380: 0.005190440540125033
Position 758: 0.00462000054654008
Position 4550: 0.004424650893209687
Position 2948: 0.0044166366349211745
Position 23: 0.004180192969222786
Position 3184: 0.0030312932662693954
Position 77: 0.002908165247751002
Position 1369: 0.0022342602833231645
Position 3366: 0.0014421708758134528
Position 2426: 0.001013814741054091
Position 960: 0.0007777088811617661
Position 2472: 0.0005743590531714101
Position 360: 0.0004767781964444165
Position 4601: 0.0004682500555182271
Position 1946: 0.000359546349502499
Position 194: 0.00035665210568335687
Position 640: 0.00031142232605607163
Position 834: 0.0002856378782880691
Position 243: 0.0001960759354009822
Position 101: 0.00013768188521537289
Position 179: 7.00411482652064e-05
Position 333: 6.227974891239483e-05
Position 210: 1.6395183687732164e-05
Position 68: 1.574159522084259e-05
Position 644: 1.1661426403209761e-05
Position 737: 7.310360224921607e-06
Position 708: 7.07680683647477e-06
Position 220: 6.9865119535605245e-06
Position 519: 3.815173428195684e-06
Position 695: 3.2976783643900503e-06
Position 732: 2.4234815111675394e-06
Position 827: 1.954989822217827e-06
Position 507: 1.5902377395008686e-06
