Gene = Stum
index = 1039
Annotated 5SS: [  340 40924 44362]
Annotated 3SS: [40743 44352 45103]
SMsplice 5SS: [  340 17681 17961 38535]
SMsplice 3SS: [17575 17816 38435 45103]
top_k =  500
Partition function (log Z): -29.66622416438339

Sorted 5' Splice Sites (High to Low Probability):
Position 340: 0.5100184180874479
Position 240: 0.29933649801996165
Position 434: 0.12230544056017124
Position 1039: 0.1091533138159891
Position 7747: 0.07013338994910885
Position 7280: 0.033880967512607746
Position 544: 0.018918180074547986
Position 491: 0.017438486284346036
Position 711: 0.01698825888301758
Position 5994: 0.014534544641385176
Position 5545: 0.009083076102999814
Position 5614: 0.008080940234257882
Position 5616: 0.0074386852101587155
Position 2325: 0.004925005793203335
Position 4051: 0.004208393516236382
Position 5857: 0.004183280845586122
Position 6697: 0.0034771526423755927
Position 7335: 0.0027212536869023578
Position 6470: 0.0017707880693078617
Position 6165: 0.001725413178524475
Position 347: 0.0016368969186004237
Position 2695: 0.0016123477266009687
Position 294: 0.0015451907394371126
Position 6461: 0.0014344288054602096
Position 2690: 0.0013564911407264583
Position 2345: 0.001266030031556311
Position 976: 0.0012592417780721151
Position 5618: 0.001230329410616323
Position 1031: 0.0011825389130518335
Position 6755: 0.0011612593333150956
Position 506: 0.0011427082199087387
Position 5916: 0.0009837900058230688
Position 2866: 0.0009079610720877417
Position 5762: 0.0008211163290193513
Position 3035: 0.0007995072518811894
Position 3508: 0.0007783454117279172
Position 808: 0.00011247631043467535
Position 580: 0.00010784952496572302
Position 812: 7.805053258574399e-05
Position 1383: 5.946918258600328e-05
Position 495: 5.719088790281461e-05
Position 863: 5.6105084879806504e-05
Position 349: 4.395492368182625e-05
Position 231: 4.0909957534356876e-05
Position 215: 2.274823598815287e-05
Position 228: 2.23611661622757e-05
Position 772: 2.1704597066575655e-05
Position 460: 1.9011268783428482e-05
Position 218: 1.606954261149129e-05
Position 3524: 9.37779886670414e-06
Position 2673: 8.67189929803108e-06
Position 351: 1.933371177023519e-06
Position 95: 1.4985974506553835e-06
Position 307: 1.1443199178061987e-06
Position 389: 8.455969725934812e-07
