Gene = Galp
index = 420
Annotated 5SS: [  263  5795 11425 14295 16825]
Annotated 3SS: [ 5709 11375 14213 16746 18953]
SMsplice 5SS: [  263  5795 14295 16353 16825 17272]
SMsplice 3SS: [ 5709 14213 16252 16746 16998 18953]
top_k =  500
Partition function (log Z): -4.609046015063454

Sorted 5' Splice Sites (High to Low Probability):
Position 5795: 0.9485719543523337
Position 16825: 0.8031570931868096
Position 263: 0.7785933880307105
Position 16353: 0.6159921839389306
Position 14295: 0.5893501055881671
Position 11425: 0.5587420241063349
Position 17272: 0.40836504961898495
Position 17136: 0.21587843285269964
Position 14398: 0.20223607574465682
Position 16915: 0.17111504481325165
Position 2993: 0.11074981338584237
Position 400: 0.07449719502073913
Position 450: 0.05609660932253978
Position 17061: 0.0483747579738239
Position 392: 0.029976752862075157
Position 479: 0.028910047195226104
Position 2859: 0.02837716497685655
Position 18702: 0.02653926327344943
Position 5833: 0.02484536682435357
Position 666: 0.01986141953794598
Position 3456: 0.01970581937459238
Position 907: 0.017686648289617583
Position 17167: 0.013483191751377693
Position 93: 0.01303900863107706
Position 17466: 0.012551830320390185
Position 16283: 0.011212690661814077
Position 433: 0.010654162446467174
Position 1289: 0.010383362479007006
Position 485: 0.009598408094238797
Position 316: 0.009410437290926896
Position 1418: 0.009312702964295478
Position 1737: 0.00867112043583737
Position 2720: 0.008537571262162983
Position 4052: 0.00846216135998855
Position 17067: 0.007606610843185773
Position 1334: 0.007506663056356334
Position 3443: 0.005354799370310612
Position 18732: 0.005005767636948044
Position 18792: 0.004917112443439741
Position 14359: 0.004501631504263679
Position 17300: 0.00309352753183946
Position 1514: 0.0030844503626488466
Position 243: 0.0026848391853194335
Position 16802: 0.002407371350535835
Position 1376: 0.0023393933072087232
Position 1259: 0.002104012101962088
Position 18404: 0.002079093839784811
Position 17171: 0.0018160886075621518
Position 3447: 0.0017837511817623965
Position 1282: 0.00169845273539638
Position 17215: 0.0016240073201046938
Position 18635: 0.001619356926373731
Position 3015: 0.0015480453784587256
Position 1005: 0.0014832426902595486
Position 17049: 0.0014160787181740333
Position 1973: 0.0012487849003933746
Position 457: 0.0012330617034183949
Position 1380: 0.001194023973148402
Position 388: 0.001176148467040463
Position 1342: 0.0011695098946283532
Position 7797: 0.001019783343904311
Position 4127: 0.0009506491750633225
Position 1996: 0.0009424906983593947
Position 1959: 0.0009371561450903219
Position 1252: 0.0006888658393011561
Position 16836: 0.0005432681337028925
Position 1713: 0.0005148213711495431
Position 18706: 0.0004704635433884728
Position 17548: 0.00018760085952284649
Position 109: 0.0001808547856520827
Position 429: 7.786419621237617e-05
Position 120: 7.159245732610072e-05
Position 460: 4.741815482581994e-05
Position 52: 3.160551013708582e-05
Position 464: 2.053765102281377e-05
Position 117: 2.0197872765597125e-05
Position 8: 4.135161369328639e-06
Position 438: 3.7416957240612636e-06
Position 75: 2.569228932362917e-06
Position 999: 2.2336561089434472e-06
Position 361: 1.9590992373034e-06
Position 613: 1.5964900197662465e-06
Position 822: 1.3722856245074574e-06
Position 454: 1.1207474934021456e-06
Position 310: 1.0333337930125702e-06
Position 556: 9.246969433178069e-07
Position 1008: 6.96647822853003e-07
Position 39: 4.887679231821097e-07
Position 829: 2.841962964953867e-07
Position 831: 2.836799762819916e-07
Position 159: 1.0046510982461421e-07
Position 735: 7.135484458214482e-08
Position 890: 6.125542594829275e-08
Position 623: 5.1260164734257204e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 16746: 0.9689795064703453
Position 18953: 0.8644269331361832
Position 5709: 0.8359996275211622
Position 16998: 0.7050484029373133
Position 16252: 0.6224260418260605
Position 14213: 0.5991567502393578
Position 11375: 0.4596396491488856
Position 14105: 0.1518874663188553
Position 5672: 0.13743686815908546
Position 2798: 0.11779330191236165
Position 11319: 0.09503345072266577
Position 18566: 0.06454728785696791
Position 17196: 0.0581551566276535
Position 14233: 0.045057733575246436
Position 1152: 0.024353208452650158
Position 3329: 0.022042078875517238
Position 584: 0.021194885632749065
Position 17416: 0.015781725236083847
Position 722: 0.014406752802048728
Position 2638: 0.013510219245153655
Position 190: 0.008872812982005865
Position 1237: 0.008019445197321883
Position 3879: 0.0074675489312386305
Position 1660: 0.007350535634670386
Position 16697: 0.0069670610159283984
Position 18263: 0.005736013455893241
Position 1326: 0.00520809164896753
Position 15962: 0.0049833160194418
Position 351: 0.004754208089157795
Position 16774: 0.004506171368386186
Position 2808: 0.004497658247471743
Position 18300: 0.0044367064166565065
Position 19043: 0.004320564239165228
Position 17005: 0.004106528832796306
Position 11129: 0.004074269413633946
Position 2821: 0.003359326394520624
Position 2897: 0.0032312592566264378
Position 16634: 0.0031828255688214997
Position 2695: 0.0028858827565899515
Position 2653: 0.002563242399006285
Position 17394: 0.0023146594453143177
Position 18250: 0.002287691934086809
Position 17136: 0.0022088870853936467
Position 1582: 0.0021350568230892038
Position 18242: 0.0021130884649237206
Position 17151: 0.0020760076942187293
Position 3192: 0.0019928194555278397
Position 3861: 0.0019454268838733533
Position 3398: 0.0018249926312446057
Position 17423: 0.0017682502538315496
Position 18079: 0.0013340279425346612
Position 542: 0.0013206125292546625
Position 18064: 0.0013141021646572975
Position 18060: 0.0012679811346743095
Position 193: 0.0010314285737088261
Position 17205: 0.001019028887912386
Position 3355: 0.0009847226256147008
Position 1911: 0.0009667561797676756
Position 1566: 0.0008920223847219314
Position 16463: 0.0008854905156382975
Position 17455: 0.0008007854244148385
Position 395: 0.0007999506431090082
Position 330: 0.0007803396227839777
Position 896: 0.00076907888917248
Position 726: 0.000717502802082138
Position 2523: 0.0007011967344275477
Position 7655: 0.0006602909514049539
Position 1102: 0.0006547959488727547
Position 2698: 0.000588870903913761
Position 645: 0.000544828737615992
Position 1858: 0.0005404725997127883
Position 1126: 0.0004625857867399392
Position 1298: 0.0004487946603380423
Position 18407: 0.00044522962126115624
Position 1665: 0.00043043257756529264
Position 18317: 0.0003798184009109291
Position 18217: 0.0003491598606665373
Position 14397: 0.0003481762726292564
Position 1259: 0.00033409460736093
Position 7740: 0.00026314529599483986
Position 18113: 0.0002480081012961849
Position 17675: 0.00023923552433446893
Position 17615: 0.00017888784928880727
Position 340: 0.00017869989619619936
Position 18499: 0.00014306329827215106
Position 7589: 9.628422713373383e-05
Position 2565: 8.180006749588858e-05
Position 8829: 4.5317346824793426e-05
Position 5860: 1.6052128224860896e-05
Position 17030: 5.707923839033639e-06
Position 16956: 5.266096599718628e-06
Position 10920: 4.021248564385286e-06
Position 364: 3.0601353110451155e-06
Position 1046: 2.9482143665291773e-06
Position 9117: 1.7968417603582121e-06
Position 9316: 1.6350753311682394e-06
Position 8833: 1.3371360245657324e-06
Position 6733: 1.2980474268331664e-06
Position 8359: 9.351092444135171e-07
Position 361: 5.926583542166657e-07
Position 6471: 5.555982448397263e-07
Position 369: 5.356022963552056e-07
Position 399: 5.235159957888039e-07
Position 704: 3.998618822344311e-07
Position 332: 2.371047814605113e-07
Position 770: 1.9478705796664986e-07
Position 409: 1.4047424235036882e-07
Position 145: 9.87224577956554e-08
Position 665: 9.856879345710394e-08
Position 262: 9.551972140067659e-08
Position 205: 9.134040217633755e-08
Position 814: 7.67102505921254e-08
Position 616: 7.385821499991973e-08
Position 427: 7.297786516804175e-08
Position 7535: 6.286937078356449e-08
Position 417: 4.961015856440084e-08
Position 743: 4.944571920774812e-08
Position 424: 4.463574754764599e-08
Position 310: 2.659513083037045e-08
Position 307: 1.9132555568416594e-08
Position 414: 1.859146168852141e-08
Position 421: 1.6524398038991118e-08
Position 460: 1.3151437212337996e-08
Position 382: 6.00388377258863e-09
Position 252: 2.1780515058399154e-09
Position 226: 1.8703863095660727e-09
Position 419: 1.5859244826252216e-09
Position 322: 1.4701136194988816e-09
Position 234: 1.2580022203848778e-09
Position 239: 6.076022461569097e-10
Position 224: 4.337815937924751e-10
Position 411: 3.8532217710481017e-10
Position 93: 3.255281105382543e-10
