Gene = Nkpd1
index = 752
Annotated 5SS: [ 129  984 2414 4228]
Annotated 3SS: [ 864 1963 4095 5132]
SMsplice 5SS: [ 129  984 4228]
SMsplice 3SS: [ 864 4095 5132]
top_k =  500
Partition function (log Z): 1.8728150197018891

Sorted 5' Splice Sites (High to Low Probability):
Position 984: 0.9975551110484487
Position 129: 0.9589859759108201
Position 4228: 0.6334945794194529
Position 4170: 0.21718184699267445
Position 6180: 0.16004436548770437
Position 6101: 0.10561289719142813
Position 4477: 0.08067468326219177
Position 5326: 0.0786766482073368
Position 5291: 0.055828047128923385
Position 4232: 0.03978646907748168
Position 133: 0.039260483757202175
Position 4419: 0.038828735654864055
Position 5985: 0.03605159601369733
Position 5204: 0.030250290588112242
Position 2414: 0.0225902526608623
Position 1213: 0.018545085523855837
Position 2776: 0.01678262309388111
Position 1306: 0.011522042318427317
Position 2785: 0.0108420567024568
Position 2798: 0.010541042251529879
Position 2183: 0.009962036098790277
Position 3186: 0.009767834945925825
Position 5718: 0.009240075554207526
Position 1508: 0.008942514289699008
Position 5756: 0.00870092657384414
Position 3950: 0.0064349425622821305
Position 795: 0.006170791318798086
Position 5360: 0.005864097560751924
Position 4251: 0.005457516496798042
Position 3695: 0.00494653256400084
Position 3207: 0.0037062471311017993
Position 2925: 0.0032384943866418958
Position 4255: 0.0028731762786626106
Position 402: 0.0027055646963374236
Position 2902: 0.0024596627521850573
Position 2718: 0.0023433942837071263
Position 3553: 0.002223916795302249
Position 5160: 0.0021080200225886176
Position 1522: 0.0017392361747313703
Position 418: 0.0017191238308161653
Position 3720: 0.001423514374456201
Position 1006: 0.001257274535567214
Position 2188: 0.0012471914125304563
Position 2281: 0.0012026466414698808
Position 1029: 0.0011822404294038384
Position 1973: 0.0010659393791403755
Position 6264: 0.0007800118484993694
Position 2825: 0.0007325857861844361
Position 279: 0.0007011346771667405
Position 1491: 0.0006987865021895176
Position 215: 0.0006944989335567679
Position 3538: 0.0006550488910050016
Position 2069: 0.0006504871814991599
Position 6316: 0.0006363146609831161
Position 5219: 0.0005396715927601525
Position 465: 0.00048326565938467574
Position 3452: 0.0004636506706247137
Position 3956: 0.00044757298661206215
Position 1430: 0.00042732128251216935
Position 2088: 0.0004188282113425196
Position 2912: 0.00041601149486029563
Position 1343: 0.0004120293015598373
Position 4362: 0.0003909962695689834
Position 670: 0.0003717758443036994
Position 1980: 0.0003613116740805806
Position 4830: 0.000332837091952452
Position 3011: 0.00031978787069081207
Position 165: 0.00019936394794913746
Position 455: 0.00019256912933915358
Position 319: 0.00015712466333085394
Position 739: 0.00012562926358469502
Position 422: 0.0001027308110275158
Position 4211: 0.00010174514385456676
Position 2208: 9.093384633694804e-05
Position 349: 8.480701811883536e-05
Position 426: 8.333924636918725e-05
Position 503: 7.201779505768028e-05
Position 430: 6.349131071515093e-05
Position 4784: 6.194969062056844e-05
Position 703: 6.084509097116649e-05
Position 788: 5.5257572245837985e-05
Position 4461: 5.321607923449496e-05
Position 434: 4.5532617591145776e-05
Position 370: 4.473737379329996e-05
Position 4413: 3.695533541901603e-05
Position 4372: 2.5965223232021355e-05
Position 4401: 2.5610588248003623e-05
Position 775: 1.9909408519581365e-05
Position 594: 1.7158227348963776e-05
Position 517: 1.4915544475084463e-05
Position 1223: 8.419110169097361e-06
Position 1164: 7.329160448785334e-06
Position 475: 6.145734790498963e-06
Position 264: 5.768449449092086e-06
Position 1468: 5.255248067131982e-06
Position 727: 4.9869518021349215e-06
Position 1993: 4.506691034541527e-06
Position 2081: 4.318776219773452e-06
Position 2090: 4.146646960939127e-06
Position 438: 3.564525982799538e-06
Position 2446: 3.377978397582109e-06
Position 1482: 3.3624898512404897e-06
Position 2543: 3.3379588710627703e-06
Position 555: 3.248769950983712e-06
Position 5199: 3.1309806836974496e-06
Position 1478: 3.01829637345772e-06
Position 2528: 2.7227832312441838e-06
Position 4523: 2.2927922694824006e-06
Position 526: 2.2897859495820855e-06
Position 5236: 2.2675592952479858e-06
Position 563: 2.1513834414832906e-06
Position 967: 1.678232549761797e-06
Position 5243: 1.287514309767908e-06
Position 2025: 1.2120431660595645e-06
Position 203: 1.138800496007889e-06
Position 473: 7.031207427743203e-07
Position 1788: 6.35916678995425e-07
Position 1170: 4.5966336945747203e-07
Position 1532: 3.2710920140214026e-07
Position 1557: 2.820986418520093e-07
Position 1362: 1.912022200002966e-07
Position 1310: 1.5044091583791215e-07
Position 1323: 1.3554433601174198e-07
Position 208: 5.04210856396869e-10
Position 1010: 2.0313915789996067e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 864: 0.9614636695760203
Position 4095: 0.9002452222753877
Position 5132: 0.5650349867790858
Position 6388: 0.20701016201426944
Position 6035: 0.17701427326177266
Position 4301: 0.14035277694926493
Position 5916: 0.08833703656741725
Position 2670: 0.06171974518307679
Position 5022: 0.040643039600186115
Position 6079: 0.03882944754390345
Position 898: 0.0327850545722833
Position 6573: 0.030566976709107966
Position 6952: 0.03041905771525871
Position 5639: 0.027984311516983607
Position 5045: 0.025229552762467935
Position 5254: 0.024902130316926892
Position 6085: 0.023613093053688278
Position 6842: 0.021414284367157903
Position 6391: 0.019169179522346157
Position 5316: 0.016820798026968578
