Gene = Cd3eap
index = 238
Annotated 5SS: [ 94 392]
Annotated 3SS: [ 249 1464]
SMsplice 5SS: [  94  392 1601]
SMsplice 3SS: [ 249 1464 1696]
top_k =  500
Partition function (log Z): -2.161947976622449

Sorted 5' Splice Sites (High to Low Probability):
Position 392: 0.9888239823572006
Position 94: 0.8394558401189787
Position 1605: 0.35417591963203654
Position 177: 0.10677626944758543
Position 1845: 0.07110228707095945
Position 1544: 0.061612613270634914
Position 79: 0.03345853366369439
Position 1788: 0.028354470641986075
Position 2069: 0.013248219165773123
Position 138: 0.011234466207474474
Position 1928: 0.006965953497634483
Position 1807: 0.006309615501965247
Position 144: 0.0044016888489861955
Position 1951: 0.003927284727598974
Position 1833: 0.0037576585451453183
Position 764: 0.0027946473455265157
Position 337: 0.002391314169955238
Position 1917: 0.0018474313914155973
Position 44: 0.00166108289607846
Position 776: 0.001231104887425719
Position 2408: 0.0009904176775223019
Position 155: 0.0008650519692969501
Position 699: 0.0007992196799596089
Position 113: 0.0007550076982454974
Position 1901: 0.0004955747892772594
Position 1166: 0.0004729793275569682
Position 1350: 0.0004217621018123414
Position 2181: 0.0003631696107080057
Position 24: 0.00030670225426477574
Position 1435: 0.00020125191257672664
Position 1557: 0.00015166955220662542
Position 1000: 0.00010723836387321554
Position 1190: 9.267998147545704e-05
Position 98: 7.758821496993705e-05
Position 896: 7.459438885742309e-05
Position 1287: 7.356287323944516e-05
Position 1320: 7.124939104783515e-05
Position 398: 4.5830524008236033e-05
Position 192: 3.691099417498276e-05
Position 1003: 3.552896318097165e-05
Position 471: 3.468753242575025e-05
Position 250: 2.7705717115829846e-05
Position 51: 2.2636689757097228e-05
Position 675: 1.808011124678074e-05
Position 1635: 1.642313383311005e-05
Position 21: 1.5993419550730977e-05
Position 204: 1.3484176279609038e-05
Position 1877: 1.2422502677596245e-05
Position 396: 1.131477302888449e-05
Position 770: 9.752549410103906e-06
Position 1172: 9.429189886618664e-06
Position 353: 9.225194542948032e-06
Position 740: 9.168873313741477e-06
Position 1252: 6.261053700588765e-06
Position 893: 6.09252714330524e-06
Position 909: 5.2547267315155825e-06
Position 977: 5.118422553414081e-06
Position 808: 4.740278553174648e-06
Position 1505: 3.811044738912451e-06
Position 1685: 3.786782255569916e-06
Position 1659: 3.3777195595048013e-06
Position 768: 3.1172319794940867e-06
Position 313: 2.5271069209095817e-06
Position 290: 2.432066586424693e-06
Position 749: 1.938553325996418e-06
Position 841: 1.8821815115790477e-06
Position 33: 1.8640989194596158e-06
Position 1295: 1.7110928643451356e-06
Position 852: 1.704434550280452e-06
Position 260: 1.1217949851026252e-06
Position 1710: 8.699198260966929e-07
Position 238: 4.3451043059573634e-07
Position 1481: 1.5791295962240325e-07
Position 607: 1.5120566878517487e-07
Position 1094: 1.3534719589508186e-07
Position 886: 1.3055079829293319e-07
Position 1222: 1.254501380752893e-07
Position 213: 7.424199122016015e-09
Position 464: 3.2794402953754836e-10
Position 526: 4.198647318551103e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 249: 0.9939778636261548
Position 1696: 0.5875574265382933
Position 1464: 0.5841893486999142
Position 1963: 0.0923108326488268
Position 2935: 0.03338460347286291
Position 1925: 0.030807190993969176
Position 1635: 0.017443071982681302
Position 2025: 0.01597262852542634
Position 1501: 0.015466590201895497
Position 1767: 0.014194859703513939
Position 2383: 0.01281165234774676
