Gene = Cytl1
index = 313
Annotated 5SS: [ 191 1888 2192]
Annotated 3SS: [1842 2062 3692]
SMsplice 5SS: [ 191 2192]
SMsplice 3SS: [2062 3692]
top_k =  500
Partition function (log Z): 1.1636680502876806

Sorted 5' Splice Sites (High to Low Probability):
Position 191: 0.9984443732462139
Position 2192: 0.9973426319801693
Position 1906: 0.1792013714238331
Position 3805: 0.11376990681125747
Position 1888: 0.10499183296161159
Position 1910: 0.06885087984850197
Position 600: 0.06175636107078713
Position 1857: 0.04855282335125338
Position 1197: 0.03898117873506054
Position 1919: 0.03703149257041674
Position 749: 0.03521188827082784
Position 3781: 0.030573657391161482
Position 682: 0.025903622607615372
Position 3568: 0.022850021408587093
Position 3857: 0.015556260893982064
Position 624: 0.015079131250785405
Position 3371: 0.01017418828701249
Position 3272: 0.009003465825684422
Position 3428: 0.008862011700862297
Position 1914: 0.007662004471121924
Position 2404: 0.00720012012364511
Position 3512: 0.006322064917883699
Position 3610: 0.005071413320417512
Position 695: 0.003855355415691084
Position 1310: 0.0033647686733119493
Position 1720: 0.00270306808320801
Position 1034: 0.00245539836207277
Position 2642: 0.0020462188085737594
Position 588: 0.0016576540508155566
Position 3990: 0.0016523029503814728
Position 3350: 0.0012820259413778507
Position 2614: 0.0011556309599484694
Position 2196: 0.0010871389277787894
Position 3530: 0.001065384689812813
Position 1067: 0.0010418327837402727
Position 3496: 0.0010232445634392557
Position 1180: 0.0008801808532302877
Position 3950: 0.0008499286239453193
Position 1698: 0.0008458067078390987
Position 1969: 0.0006755920082109766
Position 1732: 0.0006377295273096241
Position 3196: 0.0006126675509188163
Position 144: 0.0004565137144064452
Position 1784: 0.00038659161022279573
Position 1980: 0.0003737603499464114
Position 1852: 0.00033446704000996693
Position 2161: 0.00032835716165488565
Position 3202: 0.0003111377021825028
Position 886: 0.00027380841836874634
Position 3133: 0.0002690095375852506
Position 3821: 0.0002641254475351215
Position 1597: 0.00023381446331916322
Position 1930: 0.00018754482245934715
Position 1924: 0.00017817726194483576
Position 3876: 0.00017364854234207993
Position 3824: 0.00016791621104635758
Position 1724: 0.00016521286978272217
Position 375: 0.00013706568023895237
Position 1621: 0.0001089052156150133
Position 3831: 8.694333180361218e-05
Position 388: 6.0490230021243025e-05
Position 1778: 3.6812343070816106e-05
Position 3438: 3.179727966644481e-05
Position 2150: 2.7235026358758417e-05
Position 2442: 2.1177546405377986e-05
Position 2438: 2.0726338030618502e-05
Position 2448: 1.9794240599322367e-05
Position 3212: 1.968251846137756e-05
Position 2440: 1.9404424302186697e-05
Position 2446: 1.9021028485235854e-05
Position 2444: 1.8903502316743212e-05
Position 3543: 1.764299646680875e-05
Position 2587: 1.4296851895482166e-05
Position 3395: 1.4032676682982093e-05
Position 2450: 7.930563807734603e-06
Position 74: 6.581999429909333e-06
Position 195: 3.647357957985305e-06
Position 363: 2.4975852486278868e-06
Position 65: 1.0278269193042634e-06
Position 100: 9.977282636360645e-07
Position 2220: 8.099587276008282e-07
Position 13: 7.092302455011905e-07
Position 95: 5.795108188064135e-07
Position 3754: 4.94520825847955e-07
Position 71: 3.869780381703087e-07
Position 468: 3.4890941021490835e-07
Position 68: 3.1574619887763903e-07
Position 458: 2.570976771046149e-07
Position 440: 6.654076894765826e-08
Position 489: 4.980478144870502e-08
Position 546: 3.423434465695976e-08
Position 639: 2.40325201769615e-08
Position 52: 2.334957906434092e-08
Position 306: 2.577429652626484e-09
Position 351: 2.284518934998264e-09
Position 31: 4.406024366564922e-11
Position 313: 8.208881060865242e-16
Position 298: 3.7763688996051493e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 3692: 0.7874847337503823
Position 2062: 0.7780479141867639
Position 1842: 0.3585719777462715
Position 3949: 0.13803246387740722
Position 2039: 0.1171737534149167
Position 2110: 0.096380042389723
Position 497: 0.07462519859416622
Position 1654: 0.06670268447905855
Position 4132: 0.05448237413306606
Position 3711: 0.0461249060633071
Position 3325: 0.04243765412489107
Position 4195: 0.027663682567994945
Position 1095: 0.0243956294830957
Position 3402: 0.023681214812924536
Position 2330: 0.02342829534753222
Position 3068: 0.01766293223138693
Position 463: 0.0164586825475934
Position 4266: 0.01632931211667965
Position 522: 0.014444734913184546
Position 1126: 0.013689049959269062
Position 562: 0.013441195602052123
Position 1782: 0.012526161752244833
Position 649: 0.011016054138906313
Position 1732: 0.008339702799980446
Position 3899: 0.0080840448196422
Position 446: 0.006854105223987021
Position 2083: 0.006755433888300736
Position 3586: 0.0062038124677686905
Position 1578: 0.005209952818167912
Position 3565: 0.004868618287136831
Position 3644: 0.004048947477727006
Position 3300: 0.003522758826257279
Position 3365: 0.003401299223576016
Position 3480: 0.003176707418863671
Position 3132: 0.00280664475081445
Position 2277: 0.0019026980555164777
Position 2591: 0.001894976558380251
Position 3183: 0.0018697001493754662
Position 2366: 0.0018465102380883312
Position 1053: 0.001823171751774083
Position 2721: 0.0017689125285179801
Position 4239: 0.0017678270828508965
Position 3721: 0.0014962823087262991
Position 3506: 0.0014944074540750834
Position 4227: 0.001426376369571117
Position 2545: 0.001318927567022064
Position 1697: 0.0012630635144008397
Position 832: 0.0012239876419197853
Position 1268: 0.0011850637391976893
Position 920: 0.0011771966123770008
Position 902: 0.0011162334991334265
Position 3762: 0.0010865894532532765
Position 575: 0.0010074766715545303
Position 1159: 0.0009236737925893973
Position 652: 0.0008925040461647334
Position 1664: 0.0008809791140283246
Position 296: 0.0008241870616453208
Position 2611: 0.0008132964410939205
Position 3868: 0.0006463650904038466
Position 4168: 0.0006437532087817112
Position 3994: 0.0006247323258772563
Position 3427: 0.0006139426994439818
Position 3672: 0.0005950530583837381
