Gene = Myd88
index = 727
Annotated 5SS: [ 410 1466 2036 2288 2707]
Annotated 3SS: [1330 1854 2195 2530 3141]
SMsplice 5SS: [ 410 1466 2036 2288 2707]
SMsplice 3SS: [1330 1854 2195 2530 3141]
top_k =  500
Partition function (log Z): 3.152648325322516

Sorted 5' Splice Sites (High to Low Probability):
Position 2707: 0.9160431164404513
Position 2288: 0.9096781942834813
Position 1466: 0.9071644361262761
Position 410: 0.8418204354845791
Position 2036: 0.5942127990304773
Position 2057: 0.29414741606851086
Position 744: 0.19316156867873102
Position 2061: 0.06343698599011455
Position 1355: 0.03674456934814851
Position 1208: 0.03356094899961902
Position 1023: 0.024098444099667785
Position 681: 0.02274440213730236
Position 252: 0.020256631812035897
Position 1393: 0.020143619763378584
Position 739: 0.01759043793997308
Position 993: 0.016025502909800204
Position 2434: 0.013226023966884007
Position 543: 0.011292261848878767
Position 114: 0.008420880737131209
Position 2591: 0.008302838643709249
Position 3447: 0.008002327622685275
Position 649: 0.006313756110264848
Position 493: 0.0062962830692459195
Position 1983: 0.0061467401648339585
Position 374: 0.0057429756956731155
Position 970: 0.0056053211953546326
Position 1961: 0.005088621408792086
Position 1966: 0.004642388411444614
Position 1492: 0.004097319626023597
Position 2640: 0.0039897517227327865
Position 2711: 0.0039023833824940605
Position 1501: 0.0036099608841187385
Position 2841: 0.003246197531191426
Position 1964: 0.002760590205118595
Position 2915: 0.002598501081994486
Position 24: 0.002421751791180052
Position 2006: 0.0023982421745501097
Position 166: 0.002316135647339956
Position 2993: 0.0021875390764981985
Position 1978: 0.0020245666618559062
Position 1970: 0.0018761483308356473
Position 1968: 0.001809338770032411
Position 299: 0.0016290896694817604
Position 3483: 0.0015534544640677568
Position 2646: 0.0012688047183882349
Position 1724: 0.0011844501730482143
Position 2065: 0.001166835315304867
Position 420: 0.0011383648286544662
Position 2898: 0.0009543220372324666
Position 103: 0.000948583854887757
Position 1239: 0.000676476952298404
Position 148: 0.0006289851105050002
Position 160: 0.0006010174546103433
Position 1241: 0.0005479556473084405
Position 2601: 0.0005318068379837353
Position 2133: 0.0005125788583757896
Position 2861: 0.0005036187859285262
Position 2040: 0.0004143261174985645
Position 1910: 0.00041225043697152517
Position 2831: 0.0003769536967727672
Position 3228: 0.00036255899286042286
Position 1168: 0.00034948303962810477
Position 3540: 0.0003313822435934509
Position 1412: 0.00032696080569210776
Position 333: 0.0003223798512827027
Position 1601: 0.00031914555924260655
Position 2879: 0.00030202959297482586
Position 1477: 0.0002948544025301701
Position 46: 0.0002904407948508243
Position 132: 0.0002798243215436862
Position 399: 0.0002486659842237643
Position 1773: 0.00024801986626848125
Position 535: 0.0002213026031305996
Position 3779: 0.00021467333975691382
Position 2086: 0.00019517489960272974
Position 657: 0.00015752899910388872
Position 2769: 0.00015346314141813824
Position 978: 0.0001527937827022142
Position 84: 0.0001432304613326618
Position 2949: 0.00013039704451564066
Position 1999: 0.00012883695092947344
Position 3874: 0.00012357225772199453
Position 2280: 0.00012064410804348824
Position 2715: 0.00011005034456405663
Position 2265: 0.00010894270404556615
Position 549: 0.00010890075928615965
Position 2877: 0.00010835711185417212
Position 2196: 0.00010835666501840902
Position 974: 0.0001027346258339556
Position 531: 0.0001025551768665787
Position 2816: 9.878745486841155e-05
Position 303: 8.901346093182794e-05
Position 1414: 7.890006716838492e-05
Position 2249: 7.705336727502786e-05
Position 2001: 7.336770355985686e-05
Position 2794: 5.42916027377824e-05
Position 366: 5.427686103872792e-05
Position 792: 5.376616009206915e-05
Position 2320: 5.173948533380411e-05
Position 968: 4.888377879469224e-05
Position 476: 4.7476886273996335e-05
Position 72: 4.7358446075162285e-05
Position 764: 4.50358616824458e-05
Position 2418: 4.206733981221365e-05
Position 3029: 4.0410783898844295e-05
Position 929: 3.886492040698227e-05
Position 1245: 3.4101731958398946e-05
