Gene = Zw10
index = 1209
Annotated 5SS: [  175  2165  5059  5333  5602  6733  8589 11230 13230 14200 16041 17760
 18537 19424 22042]
Annotated 3SS: [ 2029  4956  5254  5441  6579  8396 11065 13046 13960 15968 17589 18405
 19291 21838 22585]
SMsplice 5SS: [  175  2165  5379  6733 11230 13230 14370 16041 18537 19424]
SMsplice 3SS: [ 2029  5254  6579 11065 13046 14237 15968 18405 19291 22585]
top_k =  500
Partition function (log Z): 18.906925769734237

Sorted 5' Splice Sites (High to Low Probability):
Position 19424: 0.9991116595209283
Position 18537: 0.9863597331151683
Position 175: 0.9753510607736295
Position 2165: 0.9577245086978836
Position 6733: 0.9340789957582085
Position 16041: 0.9072991609065084
Position 5379: 0.7369359151953597
Position 13230: 0.6932608586018475
Position 11230: 0.6634098847631443
Position 22042: 0.47231900348295897
Position 8589: 0.435119453963946
Position 5059: 0.41030445049188685
Position 14370: 0.4026078243313564
Position 14200: 0.39066226752292615
Position 5602: 0.3404718660233254
Position 3443: 0.29925354503961066
Position 5333: 0.2464193306675306
Position 17760: 0.23403943238695632
Position 20114: 0.23397931676441014
Position 3598: 0.22575377703598493
Position 4771: 0.14850221361981364
Position 9161: 0.1285836824814054
Position 3243: 0.1228995640793627
Position 5095: 0.12199682763878217
Position 8003: 0.11735085605048563
Position 12868: 0.11235386109860275
Position 18321: 0.10604228782015444
Position 923: 0.08692498191807022
Position 3456: 0.07593823693902063
Position 1934: 0.05059914084760852
Position 5618: 0.050246894471728
Position 11132: 0.04320595740970522
Position 5092: 0.04215306883993062
Position 2188: 0.03527083527938252
Position 22046: 0.03131560759695173
Position 9124: 0.031195067953493423
Position 22520: 0.030683796430284304
Position 18739: 0.02715445658720326
Position 18710: 0.026630019889563872
Position 8978: 0.026129713254974183
Position 21245: 0.0250922149387803
Position 11284: 0.02232579223340996
Position 14187: 0.022123350579594664
Position 9714: 0.019563211975284496
Position 21241: 0.019196260099196352
Position 22904: 0.015827137832910412
Position 12884: 0.015391637058057012
Position 19960: 0.014754487872731111
Position 20315: 0.01410778588077818
Position 216: 0.011912389562067117
Position 2310: 0.011022736515180015
Position 15816: 0.010293538492111575
Position 4597: 0.009522194922779701
Position 7019: 0.009422501494108454
Position 18528: 0.008984530401910336
Position 22799: 0.008328183243007688
Position 5923: 0.008304001684735707
Position 409: 0.008160387726724859
Position 4692: 0.008127851188490463
Position 2574: 0.007590301077589957
Position 960: 0.007228366567912963
Position 3988: 0.006802235484569073
Position 19812: 0.006761675819526016
Position 2064: 0.0063862442981085735
Position 55: 0.0061493673593148186
Position 3992: 0.005913772529915708
Position 16777: 0.005901937395848344
Position 22331: 0.005888290995863441
Position 17805: 0.005720383314466615
Position 7776: 0.0056526963873953446
Position 20202: 0.005645826465751136
Position 16089: 0.005212904223286181
Position 6136: 0.005181364972828213
Position 19863: 0.0043637471829932415
Position 20056: 0.004305347954515762
Position 734: 0.0038677783307073097
Position 22940: 0.003419558767714654
Position 19176: 0.003358942929559361
Position 8042: 0.0032131561952535993
Position 21959: 0.003194155753150328
Position 1930: 0.003014475528001004
Position 1689: 0.002988028618878201
Position 1711: 0.0028500164201035807
Position 13176: 0.002184649876914176
Position 22345: 0.002113311537304284
Position 2452: 0.0020664110386744428
Position 21740: 0.0019297745145477247
Position 1754: 0.0018184507365436833
Position 6348: 0.0017671494203226363
Position 3640: 0.001565376256399847
Position 3286: 0.0015450725912268429
Position 17829: 0.0013893391494857843
Position 7531: 0.001361037492623768
Position 614: 0.0011500140657897963
Position 7282: 0.0011466259281162749
Position 8879: 0.0010642712593437595
Position 364: 0.0009337886892148435
Position 2284: 0.0009109984595734931
Position 11410: 0.00090822540288396
Position 1165: 0.0009062484451784543
Position 980: 0.000890200307456762
Position 4207: 0.0008580823122322512
Position 2315: 0.0008473330715425725
Position 908: 0.00084321845750911
Position 1867: 0.0007853640724390141
Position 1492: 0.0007717837404269262
Position 495: 0.0007691306981422318
Position 160: 0.0007619825024491179
Position 18561: 0.0007606240999865349
Position 681: 0.00059281911096572
Position 1488: 0.0005879422747836114
Position 1780: 0.000586852068456317
Position 4542: 0.0005744880478983387
Position 306: 0.00047130757780860843
Position 1670: 0.0004640923482828737
Position 2709: 0.0004554749683531302
Position 2111: 0.00043012155867045603
Position 1947: 0.00041097174404584094
Position 22858: 0.0003816317548514748
Position 283: 0.00037913365527848493
Position 1534: 0.0003319153915537459
Position 2758: 0.00030074417522947923
Position 2765: 0.00029724259370081835
Position 19950: 0.00028242516209928207
Position 3066: 0.0002770618922135267
Position 20475: 0.00026013236288218865
Position 7675: 0.00025742884756987147
Position 1018: 0.0002513287918715163
Position 8007: 0.00024157472223945137
Position 7631: 0.00023377371031063445
Position 1841: 0.00019052030048888216
Position 429: 0.0001723451557922319
Position 1734: 0.0001705318525306788
Position 1832: 0.00015072264095224166
Position 1003: 0.0001455793967907798
Position 1746: 0.00013483652938225355
Position 19884: 0.00013188218578519023
Position 336: 0.00012635306993548162
Position 966: 0.00012419988894094025
Position 2181: 9.840451673231495e-05
Position 18714: 9.570553587119432e-05
Position 1510: 8.514081883458983e-05
Position 51: 8.076787723729274e-05
Position 1349: 7.998791585170779e-05
Position 1836: 6.606108991672733e-05
Position 1427: 6.0607520313246614e-05
Position 2517: 5.4714644411547444e-05
Position 3070: 4.82259465313631e-05
Position 7364: 4.065203288746289e-05
Position 1307: 3.8059947310143295e-05
Position 1295: 2.767132763242456e-05
Position 1601: 2.731265126607823e-05
Position 1517: 2.5016029695371978e-05
Position 19980: 2.471205520634065e-05
Position 7077: 2.3436070476233885e-05
Position 91: 1.8641486958604425e-05
Position 2640: 1.2665743897126387e-05
Position 2724: 1.0729255278430929e-05
Position 6737: 1.0560442649901836e-05
Position 2294: 9.56880528791389e-06
Position 19711: 6.1116576055279155e-06
Position 20209: 4.697208423473707e-06
Position 512: 4.100910865119387e-06
Position 2721: 3.866953327004952e-06
Position 2088: 3.826349926792816e-06
Position 711: 3.586843876780666e-06
Position 565: 3.1808310342638463e-06
Position 2706: 3.171380684174115e-06
Position 2198: 3.0770119963482456e-06
Position 45: 2.47065090843241e-06
Position 2036: 2.2596656363721795e-06
Position 2532: 2.0940376374817862e-06
Position 19453: 1.9884806930922527e-06
Position 460: 1.9665231198477735e-06
Position 656: 1.7409693805592537e-06
Position 688: 1.554068685799323e-06
Position 7259: 1.1375791658153487e-06
Position 2324: 1.0508653056598728e-06
Position 32: 9.382176096214387e-07
Position 353: 8.093376951531787e-07
Position 2569: 7.30977997319638e-07
Position 82: 6.831229552704015e-07
Position 247: 5.553267586996064e-07
Position 546: 3.4531751626572346e-07
Position 333: 3.1606157313212483e-07
Position 6725: 2.6559054502762805e-07
Position 2178: 2.3117038716657112e-07
Position 662: 1.3054078133529876e-07
Position 723: 1.2588102678870777e-07
Position 2059: 9.702867593679491e-08
Position 64: 6.844498987586018e-08
Position 49: 5.991595695586278e-08
Position 19743: 4.888760205348675e-08
Position 2280: 4.111377216104474e-08
Position 249: 1.2840619546025967e-08
Position 232: 6.451504506809676e-09
Position 260: 1.7012804739918183e-09
Position 328: 5.59280609357113e-10
Position 343: 2.0903601685751323e-10
Position 322: 6.113825367710486e-14
Position 2514: 5.651711062492155e-15
Position 2529: 5.5985867215916136e-15
Position 2396: 5.343043948128704e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 2029: 0.9951164632722166
Position 19291: 0.9875879567612816
Position 22585: 0.9536724782657222
Position 18405: 0.924471437256317
Position 15968: 0.9125120651297943
Position 6579: 0.8837192641517472
Position 5254: 0.8394802591647532
Position 11065: 0.7069965224201502
Position 13046: 0.6954455084787615
Position 4956: 0.5782946674530972
Position 13960: 0.46018812991920977
Position 8396: 0.42063163844087537
Position 21838: 0.3505498132509079
Position 14237: 0.321996571498498
Position 3327: 0.3201497215085673
Position 5441: 0.2533562597038315
Position 20055: 0.230943796598238
Position 17589: 0.149132355138705
Position 9027: 0.1478228460367423
Position 21887: 0.14125760767759307
Position 3386: 0.13503630995094779
Position 5273: 0.12222470465509043
