Gene = Tsks
index = 1149
Annotated 5SS: [  193   744  7614  7862  8686  9572 10681 11227 13327 14493]
Annotated 3SS: [  520  7517  7777  8601  9284 10485 11052 13190 14335 14594]
SMsplice 5SS: [  302   744  7614  8686 11227 14493]
SMsplice 3SS: [  520  7517  8601 11052 14335 14565]
top_k =  500
Partition function (log Z): -4.00544389183119

Sorted 5' Splice Sites (High to Low Probability):
Position 7614: 0.9577615261638327
Position 8686: 0.8936923571307679
Position 11227: 0.8502259588448725
Position 744: 0.6369947553687475
Position 14493: 0.5643250315659118
Position 302: 0.4719155823628542
Position 289: 0.2476177317092395
Position 7862: 0.24660943191134613
Position 787: 0.22794486457620422
Position 11373: 0.18805131244300066
Position 2792: 0.18390341285709982
Position 13264: 0.18065751647656805
Position 9572: 0.17996227285847297
Position 13339: 0.15108143743998115
Position 13327: 0.15083403996890413
Position 10681: 0.10205379797033837
Position 9607: 0.08065410394202707
Position 10696: 0.07072270333576688
Position 286: 0.06013896487028133
Position 14461: 0.055786871764645016
Position 400: 0.043232069304901165
Position 1412: 0.04126538103307218
Position 2957: 0.04097476941306901
Position 9242: 0.040177467670354856
Position 10185: 0.03580054359121635
Position 4347: 0.027165251466490962
Position 95: 0.025845418133369855
Position 193: 0.025043858296072006
Position 137: 0.01729626982596641
Position 12358: 0.015006870060417846
Position 404: 0.014200372428448578
Position 3988: 0.013402067786514267
Position 3325: 0.013316666334604212
Position 9247: 0.009755624189289467
Position 12969: 0.008298850447952321
Position 7587: 0.008033815696904388
Position 14498: 0.007256441046064091
Position 11239: 0.006882225052460453
Position 1836: 0.006571894571509425
Position 5099: 0.006483890011462221
Position 5853: 0.005289522798770335
Position 8499: 0.004459049589557378
Position 11764: 0.0027306884764139792
Position 12633: 0.002528537066836277
Position 13277: 0.0024623641402902363
Position 8519: 0.002322259945692441
Position 7843: 0.0016282087363717183
Position 7539: 0.0014452658690809026
Position 116: 0.0014009806283993137
Position 428: 0.0010048615427593881
Position 2423: 0.0009642923145810998
Position 762: 0.000939166876391668
Position 9394: 0.0008635070436763569
Position 331: 0.0007071905243301457
Position 10213: 0.0006260076775018052
Position 215: 0.0005902729070991167
Position 8714: 0.0005767319585109965
Position 8617: 0.0005627088318095238
Position 8694: 0.0005193716611777452
Position 179: 0.0005188660711020462
Position 38: 0.0004307625574321593
Position 105: 0.00039586183709407245
Position 445: 0.0003724846609653591
Position 9546: 0.00036114874588222127
Position 8746: 0.00028818417571982213
Position 361: 0.0002558970679377572
Position 211: 0.00024287235122635238
Position 354: 0.00022199127230783218
Position 2438: 0.00018489419718019267
Position 594: 0.00014600922276181114
Position 321: 0.00012720070866933947
Position 485: 9.910852556421853e-05
Position 367: 8.74891769180263e-05
Position 309: 7.667053183513113e-05
Position 501: 5.6391514055016906e-05
Position 458: 5.1001948018017016e-05
