Gene = Pts
index = 876
Annotated 5SS: [  95 1782 3390 3929 6123]
Annotated 3SS: [1701 3366 3871 6051 6314]
SMsplice 5SS: [  95 1782 3499 3929 6123]
SMsplice 3SS: [1701 3366 3871 6051 6314]
top_k =  500
Partition function (log Z): -0.24355062928461613

Sorted 5' Splice Sites (High to Low Probability):
Position 6123: 0.952087909095687
Position 1782: 0.9310353462596089
Position 3929: 0.7190904976537694
Position 95: 0.6029867831215978
Position 3499: 0.5270299720145317
Position 3618: 0.32626642264655237
Position 885: 0.13876267783200683
Position 3390: 0.11927437488599883
Position 3021: 0.11868185444768035
Position 216: 0.11673040937862916
Position 961: 0.08305511203854088
Position 843: 0.08250200794069655
Position 322: 0.08038845997383905
Position 506: 0.07762354651041846
Position 362: 0.07500455612337052
Position 2780: 0.04542360428772604
Position 2106: 0.035406601062361674
Position 110: 0.03240871533985732
Position 3267: 0.03005146318363386
Position 256: 0.02943044520742614
Position 5467: 0.0274739018374351
Position 2960: 0.02293922621877238
Position 4029: 0.021146793542797172
Position 1043: 0.019943832105362262
Position 3631: 0.01841054826216123
Position 3450: 0.01644004479415693
Position 4351: 0.016093051518153052
Position 5702: 0.0148779939241187
Position 3025: 0.01394894536622505
Position 657: 0.012522387366081173
Position 847: 0.012517544699423719
Position 1404: 0.012164226057457954
Position 4967: 0.011628636940119383
Position 4033: 0.011618681302314304
Position 3776: 0.011596621407152109
Position 3284: 0.007412151988719383
Position 6118: 0.006589684223063599
Position 1088: 0.005783184810375473
Position 100: 0.004921484464553116
Position 6388: 0.00413777185839193
Position 676: 0.004116161682315971
Position 4977: 0.0032877487260844743
Position 5519: 0.0030463109216220517
Position 6575: 0.0029226336797534896
Position 633: 0.002830125504592597
Position 3261: 0.0026420634976686433
Position 1301: 0.0024559439124135097
Position 3981: 0.0020375227364532846
Position 305: 0.0016376617263036079
Position 6185: 0.0014728335940414668
Position 3455: 0.0014700176795403835
Position 350: 0.0013988106293620823
Position 1201: 0.0013575644916312616
Position 628: 0.00128345923032283
Position 170: 0.0012553569674284288
Position 4400: 0.00124225971406514
Position 1543: 0.001146636738874659
Position 683: 0.0011045910345032542
Position 210: 0.0010659236095359496
Position 5227: 0.0010065883244349833
Position 6217: 0.0009794984931319288
Position 965: 0.0009279791641780767
Position 6418: 0.0008663520351877993
Position 2933: 0.0008506866000536492
Position 6638: 0.0007947106421885206
Position 6191: 0.0007599305504438984
Position 1508: 0.0007581070668320763
Position 6646: 0.0007214266364343852
Position 291: 0.0005837299462793439
Position 3591: 0.0005598628736381378
Position 470: 0.000549594327945213
Position 6174: 0.00048128957261659767
Position 2450: 0.0004702580326837034
Position 2692: 0.0004432649947071864
Position 4270: 0.00043938577727710947
Position 1861: 0.0004384444393953591
Position 391: 0.0004326543927459138
Position 6570: 0.00034294027554825665
Position 1153: 0.00032409766702936845
Position 1305: 0.00031709326072604536
Position 6439: 0.00028819084015273717
Position 2346: 0.00019639329292540995
Position 28: 0.0001721701487660828
Position 664: 0.00014777791516883503
Position 2271: 0.00012567135223998536
Position 53: 0.0001237415606904353
Position 693: 0.00011423378814849723
Position 652: 0.00010955382878240154
Position 130: 0.00010399702304380367
Position 2552: 7.126640053224216e-05
Position 174: 7.022937696261518e-05
Position 63: 4.680338884287659e-05
Position 102: 4.640869364265049e-05
Position 623: 4.488609912166094e-05
Position 562: 4.261070486274434e-05
Position 4: 2.8048281913396314e-05
Position 37: 2.1948197910452533e-05
Position 112: 1.8071456694942033e-05
Position 65: 8.953408968784474e-06
Position 135: 8.644064111137428e-06
Position 474: 7.962618474914414e-06
Position 527: 3.594402851284031e-06
Position 158: 2.326903795214942e-06
Position 618: 1.6539371434180242e-06
Position 6021: 9.859144317031387e-07
Position 491: 2.726829133990543e-07
Position 114: 2.2690259768558428e-07
Position 145: 5.196107520732044e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 6051: 0.9872753640196791
Position 3366: 0.9199977364892294
Position 1701: 0.8253691908973435
Position 6314: 0.7175599604318772
Position 3871: 0.5331343183790991
Position 769: 0.31689585862462283
Position 2859: 0.11076851156483375
Position 3690: 0.08495883903412371
Position 3480: 0.07292634069130893
Position 6291: 0.06692383442080188
Position 6552: 0.05453421818955112
Position 1634: 0.048883739512854386
Position 1650: 0.04427381347459984
Position 3752: 0.03886187216417267
Position 6505: 0.03818359017370895
Position 2667: 0.03574916357701715
Position 6821: 0.03538553630359371
Position 3776: 0.03415662898805203
Position 418: 0.028156755788377986
Position 6220: 0.026297593532229227
Position 3705: 0.024835695891980616
Position 3073: 0.021694113677094444
Position 5381: 0.019801296879701776
Position 3015: 0.01903927474258324
Position 1959: 0.01902502108167151
Position 3686: 0.018651796354616258
Position 560: 0.01809666377107113
Position 2932: 0.014846417979596004
Position 3170: 0.014564468099877362
Position 1250: 0.013688639950477432
Position 3738: 0.013523338539401216
Position 5632: 0.010869613717190169
Position 3887: 0.009289498953766422
Position 4253: 0.009227486048461402
Position 4871: 0.008762271960696613
Position 391: 0.008631692753137112
Position 6616: 0.008484790882457264
Position 5246: 0.008409525317997477
Position 1585: 0.00802706937833122
