Gene = Jaml
index = 600
Annotated 5SS: [  114  3547  4924  7822  9656 14675 18772 21963 23913 25091]
Annotated 3SS: [ 3449  4860  7657  9429 14561 18539 21811 23851 25006 28195]
SMsplice 5SS: [  114  3547  7822  9656 14675 18628 21963 23913 25091 27870]
SMsplice 3SS: [ 3449  7710  9544 14561 18539 21811 23851 25006 27699 28195]
top_k =  500
Partition function (log Z): 7.115082209958356

Sorted 5' Splice Sites (High to Low Probability):
Position 7822: 0.9972136834969003
Position 3547: 0.9885973067667331
Position 9656: 0.9756106356365187
Position 21963: 0.9471587944040972
Position 14675: 0.9069897044305295
Position 114: 0.8834500184310843
Position 25091: 0.8139577300340607
Position 23913: 0.8097850857367568
Position 8378: 0.7978666069650767
Position 18628: 0.5081713705553036
Position 8787: 0.35615277693357794
Position 27870: 0.35207449100481525
Position 8802: 0.3263482982120384
Position 27853: 0.3117875920055257
Position 14981: 0.3085851677207906
Position 23520: 0.2977387491305599
Position 13639: 0.2816932200289166
Position 12953: 0.2780253891691235
Position 4924: 0.2660249530833036
Position 2798: 0.21658861492680115
Position 7096: 0.1714510706461659
Position 4448: 0.164375262175649
Position 9021: 0.11558707553170802
Position 28534: 0.10366841391566882
Position 7258: 0.09525327986245051
Position 14745: 0.08479205345802139
Position 18772: 0.07353778807121722
Position 22778: 0.06992796728041854
Position 254: 0.06951958440222411
Position 20482: 0.05934830483228776
Position 18787: 0.05439237199865565
Position 2058: 0.046025202475261484
Position 15835: 0.044859387492098564
Position 8950: 0.042267126575194096
Position 3069: 0.03632578961915028
Position 16867: 0.03536122379988898
Position 6439: 0.029763003963942755
Position 9159: 0.025707226932845176
Position 2719: 0.023384500063423068
Position 14436: 0.02270295965212845
Position 10040: 0.02169609692168544
Position 14360: 0.020925914348640308
Position 9271: 0.01932563111147611
Position 195: 0.019177872704898898
Position 5874: 0.0182526120513272
Position 350: 0.018197501061040223
Position 1250: 0.017565989998068254
Position 28258: 0.01721484265896992
Position 20048: 0.01578063762174335
Position 5679: 0.015413604709108068
Position 3062: 0.01419303820459664
Position 8532: 0.013829547969387462
Position 11730: 0.013481339505969438
Position 26402: 0.013425238595802583
Position 136: 0.013117316699452257
Position 6592: 0.01288479254930176
Position 16895: 0.012873744057732488
Position 17831: 0.012732670271167394
Position 2347: 0.012458749404469368
Position 1209: 0.011707900247702754
Position 13146: 0.011686600717245645
Position 20907: 0.011654464091592586
Position 6883: 0.011351472384178867
Position 8552: 0.010958943680903863
Position 269: 0.010893059618585457
Position 2902: 0.010395031239196969
Position 7230: 0.01032211915203085
Position 22404: 0.010016633013633145
Position 1286: 0.009683320751961292
Position 277: 0.009160241694597082
Position 27859: 0.00874911475258863
Position 18236: 0.007055456980632442
Position 24164: 0.006863886161644186
Position 13478: 0.006814773156897903
Position 4797: 0.006682733227188933
Position 4419: 0.005867871479500069
Position 23538: 0.005767955518796905
Position 15616: 0.005764877931483055
Position 16135: 0.005380425178790291
Position 26627: 0.00507472411106446
Position 22271: 0.00432598166293567
Position 334: 0.00419469392661308
Position 1196: 0.004112507487015863
Position 24160: 0.00408362367496275
Position 25871: 0.003992364557008864
Position 25186: 0.0038240676273241453
Position 27071: 0.0035349284769612813
Position 8791: 0.003070697481945063
Position 27884: 0.0030197087304037872
Position 6476: 0.0030065945387748173
Position 25395: 0.002997365479551182
Position 15129: 0.0029805855659037397
Position 28868: 0.0027901517714143667
Position 5970: 0.0027080163116798683
Position 7334: 0.002265756536543352
Position 1226: 0.002250037256282718
Position 573: 0.0020975787873957316
Position 735: 0.001995879468601017
Position 27841: 0.001570502705825843
Position 3192: 0.0014762488848942888
Position 27819: 0.0014433012445289536
Position 3161: 0.0013980670420703398
Position 2834: 0.001177892894520763
Position 8923: 0.0011100194699531587
Position 16641: 0.0010210620622687222
Position 4974: 0.0008005304921837291
Position 3946: 0.0007365241574998093
Position 8737: 0.0005426779588458572
Position 9607: 0.0005155478891238351
Position 9322: 0.0005043751803868996
Position 3469: 0.0004891135913308677
Position 4744: 0.0004860750826620199
Position 3909: 0.00030800709670914217
Position 1156: 0.00030315830684181486
Position 2070: 0.00028419094222358553
Position 1941: 0.00024501207913259855
Position 9630: 0.000243746795502161
Position 7919: 0.00018125407772924556
Position 5888: 0.00011704069928243262
Position 264: 0.00011039362509610964
Position 1230: 0.0001005001544897213
Position 5253: 6.033054968463948e-05
Position 2650: 5.707301964760516e-05
Position 26615: 3.912629783046247e-05
Position 281: 3.126662086206084e-05
Position 5105: 2.8005630105627564e-05
Position 121: 2.127270410759917e-05
Position 6000: 1.7040642378744456e-05
Position 10097: 1.4148370294209416e-05
Position 623: 1.0483224955180846e-05
Position 51: 1.0360622879409615e-05
Position 81: 9.95710942491986e-06
Position 9879: 8.588727861096225e-06
Position 244: 8.329611141086572e-06
Position 318: 7.17602940701772e-06
Position 10955: 7.168741169408513e-06
Position 5655: 6.572734785325533e-06
Position 10015: 6.4896882889703344e-06
Position 5277: 6.305474983730285e-06
