Gene = Catspere2
index = 202
Annotated 5SS: [   149  11608  23766  24549  26306  48898  55562  86097 105261 107441
 112666 120167 121737 124838 131377 148992 150007 150155 157547 163113
 165366 178452]
Annotated 3SS: [ 11558  23691  24478  26240  48872  55483  86018 105153 106947 112187
 119711 121677 124761 131323 148940 149972 150074 157446 163025 165207
 178397 180715]
SMsplice 5SS: [   771   5097  23766  24549  51156  55562  57972  66655  81508  86097
  95005 124838 148992 150083 152175 156678 157547 163113]
SMsplice 3SS: [  5035  23691  24478  51029  55483  57741  66571  81381  86018  94908
 124670 148940 149972 152091 156615 157446 163025 180176]
top_k =  500
Partition function (log Z): -87.6655875231643

Sorted 5' Splice Sites (High to Low Probability):
Position 771: 0.785899804257449
Position 5097: 0.5962936291831897
Position 149: 0.27845667445037503
Position 4488: 0.08107120851729273
Position 3715: 0.03332594354557678
Position 352: 0.02379239014113152
Position 5156: 0.020362149746159845
Position 2080: 0.020197618092319753
Position 11817: 0.01552849455173811
Position 7505: 0.013605392612919693
Position 1785: 0.012721353793697756
Position 5826: 0.010645105253990912
Position 5176: 0.009923707783766469
Position 6724: 0.009494689333303226
Position 7585: 0.009066822259606474
Position 3980: 0.008734970543658448
Position 5180: 0.008400641832648298
Position 8948: 0.006019836352134602
Position 5184: 0.005471824245087383
Position 10088: 0.00529162356874123
Position 4647: 0.005170901901052932
Position 83: 0.004736045333298126
Position 1216: 0.004203035781532393
Position 5188: 0.003862298110423089
Position 5192: 0.0031644085761901816
Position 7559: 0.0031082974040933125
Position 2412: 0.0030380064848590537
Position 3526: 0.0030241446197011488
Position 4534: 0.003011854938121319
Position 1575: 0.002867045257499347
Position 3964: 0.0027534356215563015
Position 3334: 0.002330122401115266
Position 791: 0.002264743287887218
Position 2570: 0.0021688047104789386
Position 248: 0.001843642588381789
Position 3711: 0.0016024466582477601
Position 3373: 0.0014865336193912082
Position 2215: 0.0014235096507930574
Position 2382: 0.0013765224018072592
Position 1962: 0.0013226597192785093
Position 5196: 0.001306392483421406
Position 2618: 0.0012592388066783489
Position 3099: 0.0011478565135764466
Position 954: 0.0010035371353309497
Position 2454: 0.0009803927288410093
Position 6984: 0.0009764778564380011
Position 4915: 0.0008540641833722518
Position 692: 0.0007706390670750566
Position 6624: 0.0006629480268335868
Position 1173: 0.0006349083530877122
Position 96: 0.0005925804935616619
Position 208: 0.00033672432141312945
Position 236: 0.0002680300458046036
Position 262: 0.0002450203817510465
Position 56: 0.0002394597685846693
Position 53: 0.00023812749939505732
Position 281: 0.000151625715877714
Position 132: 0.0001447193131828697
Position 113: 0.00012313226113217388
Position 444: 0.0001229689499160803
Position 1569: 9.851318070148273e-05
Position 99: 5.875720194819054e-05
Position 143: 5.714562100618689e-05
Position 1050: 4.798051440580231e-05
Position 590: 4.422002309307934e-05
Position 130: 3.365094576933256e-05
Position 449: 2.7833454601478e-05
Position 116: 2.7313032794669077e-05
Position 795: 2.718522391712234e-05
Position 784: 1.9415535931758542e-05
Position 297: 1.2430630814322423e-05
Position 72: 9.907942784889752e-06
Position 1237: 5.538246605472278e-06
Position 779: 4.953284247706006e-06
Position 1782: 4.374164096094166e-06
Position 1195: 3.3123016925902153e-06
Position 1019: 1.5111609265480773e-06
Position 650: 6.40754522175767e-07
Position 639: 5.775812095993518e-07
Position 564: 3.7646550609204806e-07
Position 558: 2.728547636425854e-07
Position 748: 8.548149944109049e-10
Position 684: 4.1244416933808825e-10
Position 717: 1.0742492362515317e-10
Position 455: 4.840723122204514e-12
Position 509: 8.277732749688444e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 5035: 0.6854621938473309
Position 8509: 0.3447047460058427
Position 9893: 0.22220473438200986
Position 4399: 0.10253089295376931
Position 536: 0.09942852349854107
Position 6143: 0.06765437006106995
Position 11187: 0.037693941361219126
Position 7335: 0.03278802943182742
Position 3581: 0.03248809797448835
Position 5277: 0.032260782712234364
Position 6147: 0.030073526748583938
Position 1866: 0.02766891690557049
Position 14484: 0.02578545523490037
Position 5292: 0.023135451906189635
Position 11558: 0.02024226868370318
Position 6677: 0.018949061854153054
Position 8824: 0.01881420209094627
Position 11685: 0.016422027940898108
Position 3889: 0.015511838331372658
Position 10653: 0.014475733990376724
Position 13062: 0.013438115626810885
Position 3474: 0.007789649543530734
Position 6367: 0.0077344725463068175
Position 2102: 0.007703630178831135
Position 3628: 0.0067926985599294255
Position 517: 0.006625103651134199
Position 5889: 0.005222776647394924
Position 4421: 0.004989464678787582
Position 2366: 0.004352211544124105
Position 1899: 0.004225160883128522
Position 6884: 0.0033857899965432305
Position 8329: 0.003245124189124175
Position 10763: 0.0031116742478512205
Position 2512: 0.0030883495065169328
Position 1362: 0.0030085115267884767
Position 3546: 0.0028370833267362516
Position 1672: 0.002806965752322873
Position 5690: 0.0026568178830662734
Position 1123: 0.0024840604866190495
Position 5527: 0.0024819785644629518
Position 3218: 0.002352055701202737
Position 5760: 0.0022697502973366116
Position 6805: 0.0020841542072138975
Position 2898: 0.002035661522033037
Position 522: 0.0018693774565044687
Position 1549: 0.0016723213872586263
Position 9816: 0.0015913123374397093
Position 5565: 0.0015612649569709564
Position 5861: 0.0014639094735990597
Position 3273: 0.001435561308367944
Position 5726: 0.0014204208827263082
Position 3362: 0.0014014636467732174
Position 894: 0.0013249263562724626
Position 6709: 0.0013148877195280457
Position 6663: 0.0013105487760585199
Position 8930: 0.001283707425337754
Position 5654: 0.0012584512499280124
Position 6326: 0.0011847050340133317
Position 5439: 0.0011529530610662098
Position 223: 0.0011458263900320626
Position 3316: 0.0011310221479416394
Position 593: 0.0011013147607938502
Position 5321: 0.0010840731473049654
Position 226: 0.0010182165130824194
Position 3171: 0.0009221620926293194
Position 1126: 0.000856121888622454
Position 4791: 0.0008540641833722518
Position 5618: 0.0008314861205173737
Position 4344: 0.0008243479931134412
Position 6658: 0.0008002558503680139
Position 1737: 0.0007410819016196559
Position 5798: 0.0007401708764755071
Position 1304: 0.0007199687403069872
Position 5260: 0.0007078880143991523
Position 1649: 0.0006586224313841532
Position 2178: 0.0006250947310632736
Position 7098: 0.0006159555841361499
Position 590: 0.0006044713282322669
Position 1718: 0.0005882859435244269
Position 728: 0.0005877581388998173
Position 8167: 0.0005779314108798763
Position 6723: 0.0005383911322378253
Position 4589: 0.0004710248321185272
Position 2289: 0.0004511424795137337
Position 1627: 0.0004286583648433084
Position 6213: 0.00040392316215175984
Position 3815: 0.0003999547109135333
Position 6404: 0.00035037615555211146
Position 1768: 0.0003393585671046191
Position 2736: 0.00029953281050684895
Position 636: 0.0002976857997833833
Position 6347: 0.0002922492059024695
Position 1404: 0.0002856504962958174
Position 5514: 0.0002677583241087996
Position 6380: 0.00026625314714971915
Position 6238: 0.00024562901454346434
Position 289: 0.00024123640010123307
Position 2027: 0.0001913621436383285
Position 3791: 0.00018125680814549857
Position 697: 0.00016194190264096206
Position 1593: 0.0001440607735236848
Position 2824: 0.00014061187515072236
Position 4204: 0.00013060873882373176
