Gene = Pop7
index = 839
Annotated 5SS: [240]
Annotated 3SS: [438]
SMsplice 5SS: [240]
SMsplice 3SS: [438]
top_k =  500
Partition function (log Z): -6.2317573983960095

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9900847248522313
Position 96: 0.008094268045028578
Position 89: 0.0025383603748596797
Position 272: 0.001872027011245622
Position 563: 0.0012181633206908924
Position 195: 0.0012116766208601789
Position 818: 0.0011998730297038012
Position 505: 0.0008882829185500628
Position 740: 0.0007537713839277988
Position 868: 0.0007286978375096897
Position 214: 0.000673274368219944
Position 32: 0.00042219603020233044
Position 100: 0.00019488041709606613
Position 500: 8.013412358513387e-05
Position 933: 5.0969323219754536e-05
Position 64: 4.999475252875405e-05
Position 181: 4.5842665914138656e-05
Position 344: 4.096282443201407e-05
Position 346: 4.0794058799413366e-05
Position 848: 3.9426879607956654e-05
Position 857: 2.1503688725984996e-05
Position 246: 2.0467402595040868e-05
Position 311: 1.8276858284052837e-05
Position 730: 1.0465497487022262e-05
Position 924: 8.644663481477641e-06
Position 770: 6.256624459717838e-06
Position 151: 4.925062928097255e-06
Position 761: 4.3388249703673485e-06
Position 296: 3.2789826790612314e-06
Position 474: 2.552976017191458e-06
Position 128: 2.466566030199846e-06
Position 778: 2.1143775351312655e-06
Position 366: 2.0669423715397863e-06
Position 940: 5.640864005335674e-07
Position 421: 5.6401126301506224e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 438: 0.7488051059813657
Position 739: 0.13864873531798083
Position 378: 0.05659894239510611
Position 709: 0.021173581026832405
Position 484: 0.013115927350277123
Position 715: 0.008797211022338835
Position 1002: 0.00707888403205402
Position 171: 0.005182524703399839
Position 546: 0.0028764847481055366
Position 445: 0.0025604706392622057
Position 490: 0.0016622840413486658
Position 630: 0.0009562208225268196
Position 462: 0.00048224057802376567
Position 574: 0.00043719324559917495
Position 766: 0.00028906247276551866
Position 382: 0.00025521493806687524
Position 176: 0.0001731238839638235
Position 455: 0.00017080316204434398
Position 822: 0.0001362979516987947
Position 901: 0.00012311315051592725
Position 610: 0.00011146343593668364
Position 1069: 0.00010885164288732337
Position 586: 5.3840111021791064e-05
Position 855: 5.1928901852968276e-05
Position 940: 5.137050167633007e-05
Position 1007: 4.051444705774443e-05
Position 637: 3.941545097781354e-05
Position 966: 3.714748181115646e-05
Position 723: 2.565188000245274e-05
Position 623: 2.4349229659160335e-05
Position 950: 2.2172063743511575e-05
Position 447: 2.0616372929222212e-05
Position 505: 2.0262373790215167e-05
Position 932: 1.8688088169075934e-05
Position 520: 1.861581514846613e-05
Position 203: 1.7250626034526887e-05
Position 1009: 1.5981290390439395e-05
Position 978: 1.295048574799907e-05
Position 395: 1.2390038186724294e-05
Position 340: 1.1674935479400443e-05
Position 592: 1.1592669910942845e-05
Position 848: 1.0038520089024828e-05
Position 342: 7.468146534633359e-06
Position 103: 6.834283085221377e-06
Position 391: 6.8319941419683024e-06
Position 96: 6.508799049746103e-06
Position 877: 5.562824107702556e-06
Position 117: 5.256862208218602e-06
Position 336: 5.249286269612288e-06
Position 784: 4.498709779994454e-06
Position 464: 3.7297283720716366e-06
Position 219: 3.2523383408564227e-06
Position 868: 2.9853315496437523e-06
Position 305: 2.75817069677385e-06
Position 790: 2.320657147658858e-06
Position 596: 2.1455578844244676e-06
Position 788: 2.1086154582708942e-06
Position 816: 1.9201859032493085e-06
Position 325: 1.6891004313419434e-06
Position 805: 1.6523467257104834e-06
Position 228: 1.249657730547522e-06
Position 778: 1.2185924833962732e-06
Position 236: 3.569998974750324e-07
Position 214: 2.883232172292562e-07
Position 232: 1.5927664860041618e-07
Position 239: 9.525244386387085e-09
Position 243: 2.5228772387092877e-10
Position 317: 4.786786756157772e-12
Position 311: 1.5415653181810825e-12
Position 301: 4.1048232797418743e-13
Position 296: 6.571060902874857e-14
Position 351: 3.546841066514191e-14
