Gene = 2410002F23Rik
index = 37
Annotated 5SS: [ 102 1574 2878 3338 3619]
Annotated 3SS: [1529 2819 3298 3586 3890]
SMsplice 5SS: [ 102  695 3619]
SMsplice 3SS: [ 515 3586 3890]
top_k =  500
Partition function (log Z): -6.374833824160717

Sorted 5' Splice Sites (High to Low Probability):
Position 695: 0.739227945175583
Position 102: 0.7338036107114869
Position 3619: 0.46668218963494107
Position 2328: 0.418585355741426
Position 3338: 0.37207581512393123
Position 1574: 0.189560536042676
Position 87: 0.1661716962549706
Position 2762: 0.14253729479386343
Position 326: 0.036313093867385265
Position 655: 0.028290198586882205
Position 2878: 0.013977524136453133
Position 92: 0.012525401606910075
Position 4476: 0.009595564567305122
Position 1521: 0.00939439811337625
Position 3258: 0.008797789345584749
Position 1013: 0.006998776807851162
Position 298: 0.005456250831962858
Position 129: 0.005023715439541236
Position 4791: 0.005021399278097055
Position 3770: 0.003953341122677523
Position 2608: 0.0038998756812192955
Position 1342: 0.0022151454540741047
Position 1880: 0.0018878781613132865
Position 4323: 0.0015327291128117307
Position 1530: 0.0015284421039593802
Position 1203: 0.0014322410508365887
Position 82: 0.0013576615629395064
Position 182: 0.0012122381717344754
Position 2936: 0.0010332723768846728
Position 817: 0.000994430278417886
Position 2882: 0.00096894185887765
Position 465: 0.000764726402104387
Position 431: 0.0007415543701075085
Position 788: 0.00046849127406165176
Position 2783: 0.0004329649543863601
Position 1726: 0.0004076934336129537
Position 893: 0.0003951009257015759
Position 403: 0.00034406433979344657
Position 143: 0.00032686567226578186
Position 1891: 0.00030606887780693575
Position 1188: 0.0002565825002631925
Position 196: 0.00020197236900745675
Position 1678: 0.0001997692305443501
Position 172: 0.00019622695302569038
Position 2429: 0.00015993778422655522
Position 410: 0.0001581433684412796
Position 1291: 0.00015172164969524333
Position 184: 0.0001452968173662821
Position 1896: 0.00013251069085377134
Position 1984: 0.0001320285846915946
Position 139: 0.00012190202805004327
Position 1547: 0.00010958713609599925
Position 203: 0.00010419830604122899
Position 146: 7.440930820914749e-05
Position 205: 6.833570661542725e-05
Position 117: 5.943293726187356e-05
Position 211: 5.463780469086602e-05
Position 415: 4.592754312454778e-05
Position 516: 3.253435384960444e-05
Position 96: 3.239112481719818e-05
Position 11: 3.2274360782758076e-05
Position 273: 3.0027168225700604e-05
Position 188: 2.3470685095230628e-05
Position 253: 1.926406150606558e-05
Position 174: 1.3047082573943552e-05
Position 803: 5.968417139576819e-06
Position 56: 5.913089872043043e-06
Position 80: 3.7396414177511085e-06
Position 701: 1.7526576700514148e-06
Position 775: 1.4286493483240996e-06
Position 525: 4.2944812890612923e-07
Position 364: 7.703652284852169e-08
Position 616: 5.798623871935449e-08
Position 69: 1.679146496193133e-08
Position 106: 1.1019577782815271e-08
Position 557: 6.012697908229973e-09
Position 119: 5.600345553065869e-09
Position 330: 5.538665727299146e-11

