Gene = Proser1
index = 856
Annotated 5SS: [  654  3502  5884  6702  7852  8421  9902 11101 11745 12036 15501 16045]
Annotated 3SS: [ 3435  5814  6606  7757  8309  9817 11021 11648 11990 13816 15893 16845]
SMsplice 5SS: [  255   654  7852  8421  9902 11101 11745 15501]
SMsplice 3SS: [  486  7757  8309  9817 11021 11648 15364 16845]
top_k =  500
Partition function (log Z): 12.802139555768406

Sorted 5' Splice Sites (High to Low Probability):
Position 11745: 0.9808993462035172
Position 654: 0.9705206636587975
Position 255: 0.9446627009890745
Position 7852: 0.9229905158753118
Position 15501: 0.880972268565561
Position 9902: 0.8805185656890211
Position 11101: 0.8415346564127629
Position 8421: 0.6861736431193092
Position 2814: 0.5289711237855882
Position 6702: 0.4598731865255997
Position 12036: 0.379110457384928
Position 5884: 0.3764051970163541
Position 14891: 0.34170643793349054
Position 16045: 0.27652335797956934
Position 3502: 0.26712422709826966
Position 8517: 0.2637210063201443
Position 6336: 0.23598888113362174
Position 3687: 0.18921583327797156
Position 10239: 0.10357963072832516
Position 9970: 0.09530728433841308
Position 15956: 0.0723922160917588
Position 4136: 0.06916964367916946
Position 5832: 0.06613319086355583
Position 10079: 0.061267981363628876
Position 15524: 0.060153770316069693
Position 9448: 0.041952354553845786
Position 9672: 0.0394275203587187
Position 7648: 0.032655724898788506
Position 7550: 0.02919961645570536
Position 7889: 0.025857901105550852
Position 4813: 0.025225237826129204
Position 10431: 0.024162046828664088
Position 15920: 0.0234593380880114
Position 699: 0.020016791086070285
Position 5728: 0.01867312464741626
Position 7556: 0.01813326994870795
Position 1480: 0.018107060210920792
Position 8468: 0.01806087894756544
Position 4991: 0.017021956580268838
Position 14873: 0.016536792882388268
Position 2053: 0.014246866679710693
Position 14903: 0.01333846265391947
Position 7885: 0.012888628885509299
Position 11805: 0.011690787623096353
Position 5687: 0.010064117709980714
Position 9142: 0.00880434286926026
Position 14807: 0.007223096793255465
Position 9329: 0.006168434854911478
Position 4890: 0.005830700598116596
Position 9246: 0.0054758196802635935
Position 215: 0.005285658369203754
Position 13407: 0.005250979813350239
Position 10041: 0.005084970057909544
Position 15645: 0.00504482286610201
Position 8437: 0.004885556869732416
Position 2254: 0.004845790703030035
Position 5964: 0.004692399116732711
Position 949: 0.004581233662765369
Position 4102: 0.004339693136958041
Position 8177: 0.003731124383520177
Position 844: 0.0035180029681320065
Position 9906: 0.0033918252226011383
Position 11761: 0.003309353263495601
Position 16065: 0.0029932252846392227
Position 9938: 0.0028902037834605972
