Gene = Mcmbp
index = 664
Annotated 5SS: [  363 15383 16428 16560 19931 24550 26097 27832 30714 31414 33448 36017
 37001 38253 41177]
Annotated 3SS: [15296 16286 16517 19828 24404 25944 27730 30534 31289 33329 35850 36866
 38087 41087 41924]
SMsplice 5SS: [  363 15183 15383 16428 19931 27832 30714 33448 36017 37001 38253 41177]
SMsplice 3SS: [15075 15296 16286 19828 27730 30534 33329 35865 36866 38087 41087 43546]
top_k =  500
Partition function (log Z): 0.7220213162764462

Sorted 5' Splice Sites (High to Low Probability):
Position 30714: 0.9999999999999996
Position 363: 0.9992738324424424
Position 41177: 0.9967523283880987
Position 33448: 0.9946505808713104
Position 38253: 0.958344638277502
Position 37001: 0.9047133418931285
Position 16428: 0.8793559641237648
Position 36017: 0.8685877385568754
Position 15183: 0.7384847772025959
Position 19918: 0.5427616480321739
Position 15383: 0.4994046395507528
Position 21959: 0.49200733416449755
Position 37199: 0.42461714000469386
Position 15474: 0.32686070389948063
Position 17075: 0.15252182121754493
Position 15402: 0.15124809310252882
Position 42588: 0.13154364940746543
Position 42572: 0.10133404159132872
Position 36988: 0.08791118538798263
Position 42538: 0.06577365086904793
Position 19410: 0.06340390686303256
Position 37663: 0.059834969882707444
Position 35932: 0.05310939412315643
Position 39957: 0.04788946385998541
Position 16668: 0.04162656817092053
Position 12940: 0.040533833527479864
Position 38650: 0.037489907137888696
Position 42090: 0.032862418134191336
Position 40173: 0.03271411872909583
Position 14462: 0.026605529947090298
Position 19240: 0.02446303728779608
Position 7400: 0.02290235556093139
Position 41875: 0.022571265237359833
Position 1077: 0.022039358836865208
Position 37498: 0.019153004618676032
Position 19309: 0.018374286125898795
Position 9040: 0.018215558703078474
Position 16560: 0.016122021831353247
Position 4396: 0.01575993155804877
Position 19244: 0.014987566920001099
Position 6846: 0.013749443421719213
Position 16343: 0.012155335316146553
Position 5840: 0.011631842351457861
Position 8500: 0.01084175201904202
Position 16636: 0.010099969952508893
Position 15332: 0.007893780806281827
Position 39739: 0.007761475509729634
Position 6533: 0.007184386394326271
Position 39983: 0.0062388261263141885
Position 6479: 0.005918035744481508
Position 16591: 0.005855683455137852
Position 17052: 0.005696189316840294
Position 7395: 0.005525282551171079
Position 6445: 0.005506663374049009
Position 1183: 0.005184471622372207
Position 37932: 0.005172168177548032
Position 40846: 0.004218748430990792
Position 17068: 0.0037950822047159534
Position 39764: 0.0033432229026492733
Position 15466: 0.0031508121368315806
Position 38327: 0.0029419698057918525
Position 38174: 0.002642868011863231
Position 41906: 0.0024013840790305715
Position 40429: 0.0020973739521189493
Position 40389: 0.0018780248818959914
Position 16404: 0.001832649688796196
Position 43108: 0.0018247831932769773
Position 40298: 0.001679666018532316
Position 40842: 0.0016397110450046882
Position 37016: 0.0014084436343885446
Position 37161: 0.0013329049192134952
Position 15681: 0.0012187234740629758
Position 41355: 0.0012102709645293956
Position 15777: 0.0010504597778846852
Position 41819: 0.0009406288911674468
Position 37031: 0.0008779602500329467
Position 38041: 0.0008478376738397707
Position 37045: 0.0007885130966664671
Position 38189: 0.0007338905355474408
Position 42207: 0.0006893095167725225
Position 37582: 0.0005840504495366095
Position 767: 0.00017746090603644652
Position 27: 0.0001734527590644577
Position 763: 9.015969723200988e-05
Position 41595: 4.707481510748303e-05
Position 12: 4.623380023641644e-05
Position 2304: 4.4320091644227915e-05
Position 4458: 4.009005030070452e-05
Position 41195: 3.17162342488898e-05
Position 53: 2.6906367485414826e-05
Position 42139: 2.346331461954898e-05
Position 675: 1.455864895674874e-05
Position 38210: 1.1672893528904986e-05
Position 656: 9.117931345005379e-06
Position 75: 8.266319439348752e-06
Position 612: 4.727835823393907e-06
Position 806: 4.522131843185265e-06
Position 647: 3.015499682978965e-06
Position 31: 1.758806492939201e-06
Position 638: 1.602629197145064e-06
Position 190: 1.363196571152801e-06
Position 511: 1.3572571131454405e-06
Position 729: 9.974665736736493e-07
Position 797: 8.495441383646109e-07
Position 60: 8.475214781427122e-07
Position 312: 6.959786163595969e-07
Position 367: 6.308780561773139e-07
Position 374: 4.1446278681791573e-07
Position 347: 3.3268905902755475e-07
Position 775: 2.2975338171966551e-07
Position 168: 2.259069805416225e-07
Position 998: 1.961373171013596e-07
Position 123: 1.580640596419031e-07
Position 985: 1.5144332036664158e-07
Position 476: 1.2713990677721815e-07
Position 129: 8.0449035490812e-08
Position 549: 6.313637173161134e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 30534: 0.9999999999999997
Position 36866: 0.998524596501015
Position 33329: 0.9946505808713104
Position 15296: 0.9885580294958755
Position 41087: 0.9883973695496473
Position 16286: 0.846632198698413
Position 15075: 0.7384847772025959
Position 38087: 0.7343211684991563
Position 35865: 0.7040929163929349
Position 19828: 0.5427616480321736
Position 37097: 0.4180419929209904
Position 42470: 0.3459953364599462
Position 21758: 0.29392034647507126
Position 43546: 0.268214961348197
Position 35850: 0.21760421628709686
Position 43635: 0.17559654035297456
Position 38091: 0.17000502148878724
Position 42672: 0.13579435994862948
Position 19111: 0.12122879719672851
Position 21653: 0.1119170907919204
Position 16912: 0.09331688991176035
Position 21554: 0.08616989689750586
Position 16517: 0.06516418767998886
