Gene = Zdbf2
index = 1200
Annotated 5SS: [  208  1914  4719  7613 17518 21782]
Annotated 3SS: [ 1830  4665  7501 17411 21650 29374]
SMsplice 5SS: [  208  4719  7613 17518 21782]
SMsplice 3SS: [ 4665  7501 17381 21650 29374]
top_k =  500
Partition function (log Z): -7.674514952993383

Sorted 5' Splice Sites (High to Low Probability):
Position 7613: 0.9999983991986239
Position 21782: 0.9952724977915304
Position 17518: 0.9627799634643159
Position 4719: 0.9402783456195205
Position 208: 0.9389491472401607
Position 1914: 0.4565050632786659
Position 31863: 0.2385881522347862
Position 32118: 0.22734591036843035
Position 31147: 0.21699813033982024
Position 29497: 0.20331941943644855
Position 29554: 0.19264640639620312
Position 2035: 0.09890155475956296
Position 5121: 0.06872838053006
Position 5022: 0.0648872534090168
Position 21426: 0.050848472466758166
Position 378: 0.0487770680802611
Position 3279: 0.04410560568425102
Position 4965: 0.04092927300688999
Position 1808: 0.02487668148617029
Position 7346: 0.024425698116570343
Position 22061: 0.02376676779836708
Position 4508: 0.02218380694591812
Position 2714: 0.022166127296228327
Position 23486: 0.02152980933270973
Position 4756: 0.01962689231572866
Position 6325: 0.016901636634499367
Position 2546: 0.014138811937693237
Position 4505: 0.013847863109920398
Position 7288: 0.013625426203923959
Position 28442: 0.013039639538614749
Position 29649: 0.01287512026728591
Position 4480: 0.01232958129461495
Position 6660: 0.010751121019848873
Position 570: 0.010675866978164288
Position 955: 0.010353890981799532
Position 5825: 0.009452640990543493
Position 4747: 0.007949628834249906
Position 5061: 0.007705722125207487
Position 32167: 0.006677498544755405
Position 2186: 0.006604299779100652
Position 2724: 0.004242348503323029
Position 2182: 0.004242327608142143
Position 3203: 0.004197572488004654
Position 5138: 0.004005750025790953
Position 4040: 0.0037416011240846672
Position 1924: 0.0035805947426082794
Position 2885: 0.003369376224112904
Position 6602: 0.003162132512518078
Position 25340: 0.002902223365345537
Position 23445: 0.002698350960577378
Position 25278: 0.0026273814747565707
Position 4586: 0.0023292616683701873
Position 741: 0.0019872528445194744
Position 5624: 0.0019766862540362795
Position 4512: 0.00193541062164943
Position 4063: 0.0016775262001408205
Position 22594: 0.0015229993345347744
Position 5325: 0.0014374258050440431
Position 5018: 0.0009857178524776673
Position 5468: 0.0009493886020814159
Position 3192: 0.0008892876493971318
Position 681: 0.000863300970890207
Position 2221: 0.0007432747354650735
Position 4251: 0.0006539729912728961
Position 930: 0.0005962282158637549
Position 710: 0.0005651469192510286
Position 2519: 0.0005439432888926698
Position 2027: 0.00041322228733220245
Position 238: 0.00029315827867688193
Position 630: 0.00019352725349905628
Position 1458: 0.0001675285164237722
Position 578: 0.00012007813202189633
Position 4751: 8.218641790146509e-05
Position 1133: 6.167814453016457e-05
Position 1689: 4.497461150067648e-05
Position 1691: 3.662897511372853e-05
Position 1732: 3.393692909202607e-05
Position 974: 2.9470261326332214e-05
Position 9541: 2.5889072853126986e-05
Position 761: 2.422455886611779e-05
Position 942: 2.3256117723084023e-05
Position 8251: 1.5969080397287137e-05
Position 1084: 1.116329864143905e-05
Position 4810: 8.756815874623324e-06
Position 574: 7.031175738497675e-06
Position 1143: 5.87668989862512e-06
Position 936: 4.8503358888883424e-06
Position 616: 4.697757592342756e-06
Position 1025: 4.432350309328993e-06
Position 212: 4.431330145367476e-06
Position 7832: 4.142964749189471e-06
Position 102: 4.062563753692766e-06
Position 689: 4.035341001283847e-06
Position 13060: 3.979086154896295e-06
Position 1030: 3.270405542725449e-06
Position 11765: 3.2464899234302188e-06
Position 2809: 2.6346123185452005e-06
Position 7801: 1.5436896856155042e-06
Position 703: 1.483506156410381e-06
Position 10262: 1.0364870483707395e-06
Position 9239: 9.383000524661223e-07
Position 9478: 7.764427736413924e-07
Position 74: 7.182447493987121e-07
Position 1325: 6.150224906527766e-07
Position 111: 5.937562625007611e-07
Position 1095: 5.936622799286896e-07
Position 1966: 5.394260544963274e-07
Position 767: 5.244602743269187e-07
Position 1205: 5.100527163304099e-07
Position 1293: 4.5831256354221037e-07
Position 800: 4.137065766090828e-07
Position 886: 3.9786946873813117e-07
Position 1543: 3.589686563905285e-07
Position 961: 3.5805060127389675e-07
Position 1933: 3.502222211500093e-07
Position 8309: 3.2653827985239627e-07
Position 8280: 3.230575219840394e-07
Position 1201: 3.033285539659544e-07
Position 972: 2.9755254273198435e-07
Position 8091: 2.798393530663434e-07
Position 515: 1.9375522524295557e-07
Position 621: 1.728661034461419e-07
Position 1799: 1.6239514818928068e-07
Position 576: 1.5242208123144245e-07
Position 240: 1.2204055552591302e-07
Position 289: 1.2187746733326138e-07
Position 388: 1.1832546605812155e-07
Position 605: 1.0441148314269339e-07
Position 7658: 9.309673066219943e-08
Position 8095: 8.789684150259554e-08
Position 645: 8.043160452800328e-08
Position 7620: 6.775925191693908e-08
Position 61: 6.497140402724679e-08
Position 7570: 5.756655352428076e-08
Position 8076: 5.473519689108042e-08
Position 7752: 4.871067312994756e-08
Position 24: 4.640739345056028e-08
Position 7955: 4.5009230462776216e-08
Position 8056: 3.770191343441413e-08
Position 217: 3.64311232841045e-08
Position 554: 3.3811799881505114e-08
Position 7902: 1.644452963232555e-08
Position 9236: 1.3158437498091185e-08
Position 539: 8.891789032285018e-09
Position 8114: 7.782308395751275e-09
Position 8209: 7.41047813583622e-09
Position 8729: 7.310179398673249e-09
Position 7762: 6.487862454801848e-09
Position 565: 4.045285123011273e-09
Position 7594: 2.7405497591763206e-09
Position 584: 1.9366165264689363e-09
Position 499: 1.4462483357565352e-09
Position 232: 5.546010321679571e-10
Position 278: 3.7879111332019557e-10
Position 7589: 2.518457002428155e-10
Position 477: 1.5917864426507724e-10
Position 5: 1.2224187408427582e-10
Position 1843: 5.040884272655566e-11
Position 1512: 4.748710291216512e-11
Position 1524: 4.6619041930425495e-11
Position 7871: 1.3242971193881932e-11
Position 582: 1.1241537888342428e-11
Position 568: 2.287451634768788e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 7501: 0.9999994668335487
Position 21650: 0.9936083010202333
Position 17381: 0.9627799634643168
Position 4665: 0.9511259384602879
Position 29374: 0.7874857867127022
Position 1830: 0.4276078480026377
Position 31677: 0.3208790498680264
Position 32018: 0.27530123205558993
Position 33794: 0.2419662009423163
Position 30959: 0.22539107223089416
Position 4939: 0.16747761963506066
Position 33665: 0.16152915179072858
Position 1634: 0.1308721901521385
Position 4396: 0.06004946937594147
Position 21345: 0.05277488307533259
Position 2884: 0.029515480470249298
Position 7174: 0.026589475086903364
Position 32388: 0.017835424799259196
Position 28117: 0.016679374168265378
Position 31437: 0.016553822128910878
Position 23370: 0.016207749956787008
Position 2596: 0.01618342641760378
Position 4964: 0.015833654560916934
Position 21890: 0.013894571428764503
Position 25244: 0.012918504173213824
Position 2415: 0.012125273638387276
Position 2109: 0.011665744775871591
Position 818: 0.010597755434385703
Position 2576: 0.010209394098247204
Position 1793: 0.00916741951547787
Position 6256: 0.00898860043791099
Position 4342: 0.007442466068505068
Position 7076: 0.0072476320829702
Position 24501: 0.006911962364719314
Position 21861: 0.006318667460716314
Position 6577: 0.005982946467396275
Position 5709: 0.005652737409883713
Position 3038: 0.00560787012478288
Position 6201: 0.005574589918951037
Position 33005: 0.005134961772934506
Position 23433: 0.0050970622296887475
Position 1665: 0.005088367429389716
Position 3219: 0.004227950064334107
Position 7265: 0.004214017701686678
Position 3958: 0.004178955688599622
Position 4586: 0.004031215106343879
Position 3105: 0.003953911391425063
Position 23233: 0.00342774116395282
Position 6484: 0.0032116498518772922
Position 32148: 0.0031627179252678573
Position 6499: 0.0030782270011923247
Position 1510: 0.003075006248182888
Position 21933: 0.0030481435192056656
Position 25451: 0.0027346317093108587
Position 2713: 0.0027238730425793397
Position 4532: 0.002705864428779482
Position 5768: 0.0025762172281144843
Position 2817: 0.002488585983492092
Position 3146: 0.0024626220939216333
Position 28618: 0.0024480748067769805
Position 29883: 0.00239563181420971
Position 6276: 0.002338446277637352
Position 1876: 0.002061318679864201
Position 24142: 0.0020339966990629067
Position 1850: 0.002031676714280073
Position 23579: 0.001963367068491004
Position 5324: 0.0017866078744719117
Position 616: 0.0017763380219999463
