Gene = Prpf3
index = 858
Annotated 5SS: [  137  2442  4323  6971  8121  8511 10961 11700 15216 19472 20242 20532
 21802 22133 23325]
Annotated 3SS: [ 2247  4191  6823  8036  8289 10653 11532 15135 19327 20141 20417 21682
 22048 23262 24919]
SMsplice 5SS: [  137  2351  4323  6191  6971  8121  8511 10961 11700 15216 19472 20242
 20470 21515 21802 22133]
SMsplice 3SS: [ 2247  4191  6094  6823  8036  8317 10653 11532 15135 19327 20141 20359
 21421 21631 22048 24919]
top_k =  500
Partition function (log Z): 25.420121434415105

Sorted 5' Splice Sites (High to Low Probability):
Position 8121: 0.991461172523554
Position 4323: 0.9912000442516349
Position 20242: 0.9423818505677194
Position 15216: 0.8969628344265855
Position 11700: 0.8894528293758052
Position 8511: 0.8560077346269618
Position 137: 0.8397218403442017
Position 10961: 0.8337360787991384
Position 19472: 0.786398294513269
Position 6971: 0.782003316338457
Position 2351: 0.7717683828836444
Position 21802: 0.7351687023583222
Position 6512: 0.5904401026668307
Position 6191: 0.5754022591623672
Position 20470: 0.566234805235167
Position 21515: 0.5036043068813589
Position 22133: 0.49323508171498365
Position 20532: 0.3927344996484441
Position 23325: 0.36704851266700345
Position 4023: 0.15978409455179346
Position 13453: 0.15520385564392208
Position 19501: 0.14818322367070907
Position 8470: 0.10756956689083488
Position 11431: 0.10652547146084679
Position 2442: 0.09932699965316476
Position 13532: 0.0948909602845405
Position 323: 0.09356910484072095
Position 22143: 0.08290274707282216
Position 20683: 0.07966773405239468
Position 18056: 0.07841483431432797
Position 16827: 0.07668199446033862
Position 6920: 0.07144172409219664
Position 10739: 0.059191820133035415
Position 828: 0.05812834118267228
Position 17151: 0.05772106531974923
Position 19505: 0.05434267958752073
Position 3303: 0.04617215299330241
Position 23462: 0.043883738927566605
Position 11725: 0.0423876304437455
Position 20256: 0.03852500430765986
Position 18599: 0.03803703875599792
Position 7440: 0.03594518495043587
Position 566: 0.03429657136907355
Position 5200: 0.03381737379493531
Position 25234: 0.03366544909696083
Position 21259: 0.030511708217920958
Position 6998: 0.029992160869613076
Position 8571: 0.028208362256806955
Position 6902: 0.027790693128154253
Position 13577: 0.027578557885161135
Position 8750: 0.02423507545438293
Position 7318: 0.02274267908041495
Position 1548: 0.02165479357390724
Position 9259: 0.020796280892498156
Position 22176: 0.020228210722393822
Position 1189: 0.020023095492261896
Position 16865: 0.018218818746658268
Position 763: 0.018126877887959983
Position 417: 0.017736460695083407
Position 10439: 0.01765895094031842
Position 8698: 0.017090134721760547
Position 2848: 0.0168309833797579
Position 23785: 0.014535293484660355
Position 2505: 0.014427648765836484
Position 176: 0.013327413340847508
Position 3293: 0.013206588955598638
Position 9985: 0.012493162752165856
Position 2387: 0.012425331673403681
Position 16529: 0.011806181470737346
Position 23049: 0.011609624282447549
Position 4089: 0.011069346058679022
Position 20251: 0.009442556389439966
Position 9112: 0.009152396123676356
Position 24987: 0.008148562948387521
Position 652: 0.008091066386387225
Position 21789: 0.008013222340998329
Position 9790: 0.0079245663474416
Position 1446: 0.007404950140102944
Position 17486: 0.0072663904535397
Position 20783: 0.006677441962388362
Position 10452: 0.006597314291172754
Position 5790: 0.006494369554009099
Position 3675: 0.006418622971270638
Position 15313: 0.006354443135964387
Position 1136: 0.00616969002075605
Position 17393: 0.005909890737907232
Position 361: 0.005867190698128013
Position 23945: 0.005598574741343283
Position 7772: 0.005020373044684567
Position 7875: 0.004859794726491331
Position 11362: 0.004671793428846063
Position 7731: 0.004649377192334704
Position 40: 0.00439036774999323
Position 13438: 0.0041366498685744876
Position 4333: 0.004076746084260435
Position 7442: 0.0040709615530862804
Position 20512: 0.003957706758871124
Position 8162: 0.00394129128894797
Position 3646: 0.003938487842591457
Position 6635: 0.0036846898798541896
Position 3062: 0.0035997105397423375
Position 2535: 0.003543744699875054
Position 15241: 0.0035243104834710567
Position 5080: 0.003325660307827762
Position 23407: 0.003307328583936564
Position 20201: 0.0032472463175308424
Position 2857: 0.003177816509267621
