Gene = Insc
index = 580
Annotated 5SS: [   241  23267  45532  46533  48328  58827  65963  83440  89166  96424
  99407 100763]
Annotated 3SS: [ 23165  45185  46479  48203  58712  65836  83267  88986  96356  99250
 100685 104049]
SMsplice 5SS: [   241    567  21349  23267  41995  45308  46533  48328  58827  65963
  83440  89166  96046  96424  99407 100763 103394]
SMsplice 3SS: [   462  21146  23165  41819  45185  46418  48203  58712  65836  83267
  88986  95933  96356  99250 100685 103297 104049]
top_k =  500
Partition function (log Z): -51.75191763817996

Sorted 5' Splice Sites (High to Low Probability):
Position 567: 0.7834072567830888
Position 241: 0.6385137449753588
Position 3123: 0.21859037786979843
Position 3269: 0.16508997454997226
Position 6948: 0.12014212812517341
Position 2672: 0.11158897471646359
Position 10949: 0.068689376710818
Position 245: 0.05574122973035956
Position 574: 0.049758033164911904
Position 4284: 0.026956390813627794
Position 56: 0.025551113960493116
Position 3245: 0.025491900492990004
Position 369: 0.02128992554271264
Position 4159: 0.021260408297378974
Position 333: 0.0211711613086535
Position 182: 0.020398347547134446
Position 349: 0.013118801650297204
Position 359: 0.012741509781506094
Position 476: 0.009706695556612356
Position 1573: 0.005336907548206752
Position 4374: 0.0052933668222478495
Position 4187: 0.005173392806094663
Position 779: 0.003923643888741343
Position 1629: 0.0026551737225656113
Position 581: 0.002414748114760416
Position 925: 0.0017303753240124275
Position 1602: 0.0012027021232362304
Position 1830: 0.0007970531363355047
Position 85: 0.0003979679488032767
Position 93: 0.0003052175743096751
Position 787: 0.0003005405366657354
Position 1280: 0.00028207430751351443
Position 363: 0.00026301236776235054
Position 375: 0.00022624219853030836
Position 230: 0.00020161265500897953
Position 343: 0.0001805599553654949
Position 355: 0.00013510269254140756
Position 311: 0.00012689856967543415
Position 463: 7.664312646094213e-05
Position 335: 5.40317498402407e-05
Position 170: 5.2865365255766784e-05
Position 389: 3.1522351550981835e-05
Position 225: 2.153055527214034e-05
Position 1423: 1.8310415969057125e-05
Position 314: 1.664782642375579e-05
Position 431: 1.4199788167818655e-05
Position 128: 7.8061750470453e-06
Position 903: 2.753431284681158e-06
Position 549: 1.3276040074952822e-06
Position 433: 1.2602109846346382e-06
Position 1472: 7.377212228599997e-07
Position 625: 7.265347009904845e-07
Position 1295: 6.645723190342101e-07
Position 26: 1.2070952590915998e-07
Position 46: 1.0253302365992825e-07
Position 584: 3.472400060174608e-08
Position 123: 1.055296625854537e-08
Position 379: 4.160537304708011e-09
Position 373: 2.8524380157033046e-09
Position 341: 2.2934746186834662e-09
Position 347: 2.0977719286121713e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 462: 0.44334199711016103
Position 3018: 0.2854860047347506
Position 6830: 0.2090146417407676
Position 10700: 0.18835584538885
Position 7103: 0.11491869429521363
Position 1928: 0.09813201228692944
Position 475: 0.07915224412668632
Position 2948: 0.07180881931343233
Position 2537: 0.06530731377101708
Position 324: 0.06213941970633521
Position 451: 0.061590539650851185
Position 11624: 0.06057221014002412
Position 3361: 0.06021690664656987
Position 8572: 0.0535228208092468
Position 6221: 0.05054301050938158
Position 3122: 0.04365314433781453
Position 6015: 0.043502765858726554
Position 4049: 0.036552203823313194
Position 2564: 0.03576911391882597
Position 1719: 0.03429161376973969
Position 4179: 0.033894556374654404
Position 4033: 0.030402671454117756
Position 677: 0.027968515263614907
Position 700: 0.025986408653072092
Position 11072: 0.025633435381761854
Position 5767: 0.02520428417735895
Position 1335: 0.02355399580848319
Position 3216: 0.01970006862612221
Position 5458: 0.013358173143104501
Position 2303: 0.010912859680623421
Position 7316: 0.008685688727533246
Position 5372: 0.007239387838533348
Position 1510: 0.006077490492304203
Position 5809: 0.005536622308680143
Position 7469: 0.005343483467391001
Position 3678: 0.004555420659355197
Position 5610: 0.004509746540470696
Position 2608: 0.004160587328794955
Position 5109: 0.004010163580808597
Position 8731: 0.00400279858725657
Position 2153: 0.0037487627053570203
Position 644: 0.0037265399937184297
Position 2452: 0.003484130358168552
Position 1208: 0.003247535270502972
Position 161: 0.0030877523017695378
Position 485: 0.0027151985248925615
Position 2701: 0.002625754951816083
Position 6931: 0.002230829845174421
Position 3386: 0.00220760542711199
Position 3198: 0.002196099331401189
Position 1446: 0.002193740911058906
Position 515: 0.001957033915091878
Position 1144: 0.0017242176976884163
