Gene = Gtf2h3
index = 526
Annotated 5SS: [   62  3388  4901  5163  9548 10261 11239 11804 13395 15692 16549 16700]
Annotated 3SS: [ 3307  4793  4995  9484 10230 11209 11728 13340 15622 16412 16662 16777]
SMsplice 5SS: [   62  3388  4901  5163 10261 11804 13395 15692 16549]
SMsplice 3SS: [ 3307  4793  4995 10188 11728 13340 15622 16412 16777]
top_k =  500
Partition function (log Z): 10.208403137612555

Sorted 5' Splice Sites (High to Low Probability):
Position 4901: 0.9849968677462567
Position 11804: 0.9740100874053881
Position 3388: 0.9704203977001433
Position 62: 0.9657220219589534
Position 13395: 0.9616928301904608
Position 5163: 0.931385469364274
Position 16549: 0.9182879134010676
Position 10261: 0.911780600191903
Position 15692: 0.8723484572588308
Position 16700: 0.33100555650661617
Position 15445: 0.29983344264489525
Position 9548: 0.21258086576672838
Position 583: 0.20182303733706258
Position 11239: 0.13915151451124044
Position 3941: 0.1303498663271158
Position 7262: 0.11554645901334998
Position 9593: 0.10920659994304245
Position 11448: 0.09874616805034094
Position 11442: 0.08444995901516099
Position 13551: 0.06847819180743417
Position 5126: 0.0519214374628537
Position 11018: 0.045398892796076194
Position 4693: 0.03604080341514186
Position 12700: 0.03390881570986273
Position 3749: 0.031232803069954768
Position 11022: 0.028506002284670075
Position 2484: 0.02597946320129755
Position 14015: 0.025075686781134022
Position 12948: 0.02346895566720604
Position 9596: 0.02181753766958732
Position 13580: 0.02100801057623655
Position 1793: 0.020864116305714282
Position 16836: 0.019038767236395186
Position 4472: 0.01676907577476559
Position 3829: 0.016463043229130656
Position 15656: 0.014924699474939906
Position 1456: 0.01266822916890973
Position 1174: 0.01238554407835847
Position 11294: 0.011975892222791698
Position 8198: 0.01136305517733894
Position 15980: 0.011015979117295495
Position 740: 0.010248254364927132
Position 8562: 0.009816032230411428
Position 16997: 0.009285299834724432
Position 11549: 0.009156173974644412
Position 13586: 0.008639586591418263
Position 16891: 0.008552108690455184
Position 5577: 0.008319867528117352
Position 5070: 0.008239965695822889
Position 2426: 0.006919567248470461
Position 1569: 0.0058767662521034296
Position 15000: 0.0057524933299948205
Position 12128: 0.005302070949380033
Position 2918: 0.0049639227939702974
Position 1368: 0.004542794120479759
Position 1483: 0.004525376393572875
Position 15355: 0.004202750274712666
Position 1649: 0.004160188915318171
Position 5788: 0.0038885939867021957
Position 1598: 0.003652877354963953
Position 544: 0.0035838895744812293
Position 5212: 0.003349328363496579
Position 14550: 0.003338712330548844
Position 8539: 0.0031995602934997177
Position 4707: 0.0030089523878009204
Position 493: 0.002884086032162257
Position 7650: 0.002675587011295184
Position 4144: 0.002498494770040508
Position 14247: 0.002413884864294148
Position 3591: 0.0023364368733758255
Position 5200: 0.002204832149245365
Position 4652: 0.00211353069040869
Position 15860: 0.0021087334792493227
Position 16694: 0.0019736270181896372
Position 13733: 0.0019156773676333003
Position 3220: 0.0019063315404570392
Position 4684: 0.0018938556573504504
Position 10851: 0.0018454265623882714
Position 564: 0.0017255418820398636
Position 12925: 0.0017179932521004793
Position 14456: 0.0016623207610819432
Position 315: 0.0016122401910816809
Position 7227: 0.0015405517121395524
Position 3236: 0.0013483032275739247
Position 8492: 0.0013325741301460704
Position 16536: 0.00124739148572078
Position 14019: 0.0012225150549208443
Position 5189: 0.0012163161364019343
Position 16945: 0.001192858568935697
Position 671: 0.0011703799963728935
Position 556: 0.0011340764595781333
Position 16873: 0.0011123526131291566
Position 5538: 0.0010672727449024721
Position 16576: 0.0010488765681071813
Position 8548: 0.0009817087221312764
Position 12240: 0.0008871312337751329
Position 7321: 0.0008860229414177419
Position 8577: 0.0008839728255143443
Position 7391: 0.0008637035729941332
Position 10724: 0.0008088099309665977
Position 3437: 0.0007820413288808522
Position 6045: 0.0007656392059586053
Position 8374: 0.0006936765304263385
Position 8284: 0.0006036285144946901
Position 5085: 0.0005503210316351606
Position 290: 0.0004626221265461518
Position 7166: 0.0004315069265443324
Position 12839: 0.0003207978432006943
Position 134: 0.0003060289229452916
Position 10819: 0.0002901620798248205
Position 16712: 0.00022205190002264966
Position 287: 0.00017488176016031715
Position 262: 0.00014513689372892802
Position 38: 0.00013536287567626399
Position 113: 9.151401556989157e-05
Position 961: 6.215784158648677e-05
Position 604: 4.901020249981461e-05
Position 14806: 3.68326213898546e-05
Position 534: 2.5391481589860572e-05
Position 3575: 2.5198729025607296e-05
Position 68: 2.339447447428574e-05
Position 13782: 1.8471583520725015e-05
Position 5197: 1.7030940427204858e-05
Position 669: 1.6590150755901254e-05
Position 304: 1.6369503881886027e-05
Position 526: 1.6162099563704014e-05
Position 1475: 1.537984156151198e-05
Position 699: 1.3927603472029896e-05
Position 874: 1.1688307030817598e-05
Position 1211: 1.1272837838813117e-05
Position 1508: 1.0939702245593386e-05
Position 206: 9.861507149846825e-06
Position 3772: 9.517574677432276e-06
Position 16: 9.327496421785525e-06
Position 3856: 8.887000151372599e-06
Position 132: 8.843787180026056e-06
Position 16704: 8.45818534062392e-06
Position 3834: 8.325776491620338e-06
Position 13496: 7.998551061992589e-06
Position 3753: 7.91915312261208e-06
Position 649: 7.748582786939732e-06
Position 464: 7.320879104627419e-06
Position 14240: 7.065941417454115e-06
Position 520: 5.925613418279627e-06
Position 16544: 5.188870522467695e-06
Position 1196: 5.044820354104513e-06
Position 569: 4.90829081667321e-06
Position 3880: 4.819707342241444e-06
Position 7173: 4.550960474205971e-06
Position 16540: 4.31583384904652e-06
Position 1188: 4.028690642379338e-06
Position 148: 3.679921759851045e-06
Position 3537: 2.9548449701643082e-06
Position 7087: 2.8706064080410477e-06
Position 186: 2.855834508286866e-06
Position 1117: 2.770504258912281e-06
Position 5895: 2.743230219235349e-06
Position 16844: 2.7051147552689524e-06
Position 233: 1.6340509616457473e-06
Position 5210: 1.514115988823832e-06
Position 986: 1.505466850622726e-06
Position 1158: 1.4427495221295207e-06
Position 5225: 1.4237204137808283e-06
Position 173: 1.2920864197049064e-06
Position 914: 1.2007080609264868e-06
Position 5865: 1.0061396286920593e-06
Position 531: 8.30132414744706e-07
Position 595: 8.084079158374158e-07
Position 5114: 7.889550034851032e-07
Position 5180: 7.650792936687475e-07
Position 5107: 3.8763409263972603e-07
Position 820: 3.8183037064291065e-07
Position 1352: 2.3249655256645872e-07
Position 683: 1.9354336886492907e-07
Position 5022: 1.8927847845473667e-07
Position 606: 1.815673973832305e-07
Position 878: 7.855480703537344e-11
Position 410: 1.3208437270157091e-11
Position 394: 1.1179894889040892e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4995: 0.9944001926444824
Position 11728: 0.9412835101608915
Position 4793: 0.9358001397715279
Position 3307: 0.9003890051607822
Position 13340: 0.8914133990252159
Position 16412: 0.884827040886605
Position 15622: 0.8264634094201638
Position 16777: 0.8166132637679611
Position 10188: 0.8002556428348887
Position 9484: 0.34360500337935834
Position 11209: 0.3093590878144104
Position 16662: 0.21713856744884044
Position 15273: 0.1861915241115081
Position 383: 0.12458027331051956
Position 3675: 0.1146897992513155
Position 16678: 0.09884489296226415
Position 15350: 0.0916477114093256
Position 16624: 0.08683902978353632
Position 7086: 0.08181949436247331
Position 13186: 0.07258844094192986
Position 4548: 0.052646589198606285
Position 10125: 0.051749078537014735
Position 16434: 0.04692670485949835
Position 15603: 0.04569997984864031
Position 10161: 0.04099245456485942
Position 13496: 0.03919646557849076
Position 439: 0.03841691107828393
Position 10904: 0.03618623310184252
Position 17018: 0.03509080078528576
Position 11389: 0.030519958164728068
