Gene = 4931406P16Rik
index = 62
Annotated 5SS: [   65 28850 49999 55539 55920 56205 57140 59565 65445 68586 71312 73043
 73808]
Annotated 3SS: [27597 49800 55397 55823 56042 56980 59466 65318 67572 71145 72904 73728
 74313]
SMsplice 5SS: [   60  1463  7767 16992 21709 27833 49999 55539 57140 59565 65445 71312
 73043 73808]
SMsplice 3SS: [ 1374  7628 16892 21465 27597 49800 55397 56980 59466 65318 71145 72904
 73728 74313]
top_k =  500
Partition function (log Z): -32.87358694469306

Sorted 5' Splice Sites (High to Low Probability):
Position 7767: 0.9511553744296252
Position 1463: 0.6891472639728704
Position 21709: 0.583384295313907
Position 60: 0.5178504059383057
Position 17097: 0.5158172353910591
Position 17091: 0.4695107426643038
Position 65: 0.3930128404043813
Position 11081: 0.35547278112003455
Position 27833: 0.23700673925344018
Position 17331: 0.19319971840282457
Position 856: 0.12329005051894368
Position 20418: 0.10961921560896293
Position 8164: 0.10089083544441586
Position 13770: 0.09725597657315234
Position 10811: 0.08394834617622196
Position 12021: 0.07850527592409387
Position 1343: 0.0726938402816784
Position 13484: 0.05099691774694259
Position 1033: 0.04288993344035414
Position 22870: 0.029470236718870623
Position 13488: 0.02709320981918239
Position 13452: 0.0251759055787348
Position 17392: 0.018844722336782888
Position 13468: 0.015596287888099983
Position 33: 0.011267612733936786
Position 87: 0.01112319846574622
Position 5862: 0.0074135091483045175
Position 6430: 0.005867923505397424
Position 108: 0.001254394962338194
Position 11655: 0.0010313820070877984
Position 572: 0.0007348768495474813
Position 24: 0.000645487880509028
Position 70: 0.00022035096666897616
Position 823: 0.00020207855128791504
Position 10194: 0.00019164753915483452
Position 890: 0.0001908524460824381
Position 10198: 0.00018298058156264932
Position 565: 0.00016249143181002037
Position 359: 0.0001616763592530227
Position 847: 0.00012512175140943688
Position 499: 0.00010899309483322286
Position 1249: 8.884250278195572e-05
Position 1085: 8.73843597789881e-05
Position 1289: 5.8568882206678524e-05
Position 159: 2.7193203923866158e-05
Position 381: 1.262388720004765e-05
Position 910: 1.1773731841941368e-05
Position 860: 1.1064601088099733e-05
Position 782: 1.0947169934724392e-05
Position 122: 1.0422392450145223e-05
Position 484: 8.598139579617952e-06
Position 11: 7.721057140583819e-06
Position 1240: 2.7384874004921187e-06
Position 4830: 1.282308706591995e-06
Position 618: 5.538605465926227e-07
Position 394: 1.586720999365324e-07
