Gene = Luzp2
index = 651
Annotated 5SS: [   406 217256 222502 227736 239474 331648 336644 371147 376272 413876
 428743]
Annotated 3SS: [217137 222430 227653 239410 331584 336580 371071 376106 413782 428664
 429646]
SMsplice 5SS: [   406    674  12480  21448  43383  43629  43885  51541  74682  76145
 123936 134764 142426 143845 165184 185742 186422 195712 217256 222502
 227736 239474 275343 331648 335632 362473 371147 376026 376272 378281
 381113 382445 413876]
SMsplice 3SS: [   584  12253  21366  43272  43479  43729  51389  74508  76034 123811
 134674 142263 143595 165027 185649 186331 195616 217137 222430 227653
 239410 275262 331584 335514 362361 371071 375902 376106 378141 380992
 382354 413782 418433]
top_k =  500
Partition function (log Z): -195.71719073033773

Sorted 5' Splice Sites (High to Low Probability):
Position 406: 0.9947025827495325
Position 674: 0.41905296258729147
Position 7591: 0.2393452967691529
Position 693: 0.23448175595992773
Position 6312: 0.14072465708811513
Position 159: 0.1203443093185085
Position 4675: 0.03625185257887146
Position 896: 0.03615269503433649
Position 1898: 0.03526088215221788
Position 748: 0.025665480233111517
Position 3892: 0.0233445934279155
Position 112: 0.011419019516027256
Position 6318: 0.006774640890559898
Position 43: 0.005291320963690575
Position 3801: 0.005198285874981518
Position 647: 0.003982767420296458
Position 5697: 0.003376865070135607
Position 79: 0.0019376867266151206
Position 23: 0.0011575496356940346
Position 191: 0.001045590300717943
Position 226: 0.00027287748648659735
Position 35: 0.00025716954947191406
Position 853: 0.00021999640238548772
Position 324: 0.00018706495460844822
Position 410: 8.579566311974104e-05
Position 873: 8.515283025869804e-05
Position 492: 8.456387293890502e-05
Position 727: 4.558490037390197e-05
Position 392: 3.0675757381401065e-05
Position 2033: 2.9405430252691284e-05
Position 1697: 2.8170927852436e-05
Position 2796: 2.283628179608744e-05
Position 1121: 2.238623121233883e-05
Position 218: 1.1934147033685064e-05
Position 1716: 1.0474201176373766e-05
Position 230: 9.718861347105499e-06
Position 311: 7.2456927954179635e-06
Position 721: 5.486628611421795e-06
Position 197: 4.687286113305947e-06
Position 220: 2.5933055858264637e-06
Position 624: 1.5316562451954421e-06
Position 1032: 5.111837344190317e-07
Position 799: 6.973882800294812e-09
Position 545: 2.0082590360393688e-09
Position 753: 1.9638964176489178e-09
Position 859: 1.3890995277771703e-09
Position 637: 6.036172709231222e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 584: 0.8371818723813201
Position 7565: 0.3282747810363274
Position 8379: 0.15650431398312695
Position 6164: 0.15023502537863387
Position 12253: 0.1420558324734584
Position 236: 0.12590580693476092
Position 7693: 0.09574228418690495
Position 3640: 0.07362706203955025
Position 1785: 0.04203060432477066
Position 4597: 0.039837733063957055
Position 11136: 0.03697987091377232
Position 7721: 0.036977723539940874
Position 7706: 0.033846881323505204
Position 9833: 0.024418090916099745
Position 7400: 0.02341810356311777
Position 2704: 0.020238599272779653
Position 7910: 0.018548018186444817
Position 5292: 0.014733505257671623
Position 1605: 0.013196143403339486
Position 924: 0.010744540916216353
Position 764: 0.007447131820278221
Position 3076: 0.0069920449050145115
Position 5328: 0.006378595759150119
Position 804: 0.006292102612596069
Position 3705: 0.005361987762293191
Position 2873: 0.005221885225107985
Position 1943: 0.004814017508545221
Position 1706: 0.004772107045553072
Position 3140: 0.004749865223429214
Position 4726: 0.004713724612853881
Position 6730: 0.00455171452152498
Position 3933: 0.004442201242203225
Position 773: 0.004229958804546748
Position 1432: 0.0038055493956863453
Position 3684: 0.002909526207197372
Position 304: 0.002896103170203361
Position 2967: 0.0027053152003594914
Position 1013: 0.002559535100397433
Position 1149: 0.002450160301376898
Position 2926: 0.0022638183788776154
Position 3681: 0.0021092948676502484
Position 6043: 0.0019299793540322491
Position 281: 0.0016257755959022246
Position 3719: 0.0016110284052068455
Position 5093: 0.0015041500481621538
Position 4846: 0.0014061166672631972
Position 298: 0.001363941991918856
Position 1266: 0.0013009730589719772
Position 1175: 0.0012679347480416133
Position 262: 0.0011563112137791044
Position 269: 0.0010793781384173945
Position 607: 0.0010281570903301015
Position 7068: 0.0010087314521122863
Position 1475: 0.0009489673179912418
Position 294: 0.000910409770898393
Position 787: 0.0008720460482304354
Position 2296: 0.0008626373840010216
Position 1789: 0.0008421796360337543
Position 3314: 0.0007272103436872567
Position 2787: 0.0006964662923229171
Position 2713: 0.0006579224725666199
Position 2734: 0.0005939150891415657
Position 1493: 0.0005444346297455352
Position 2737: 0.0005356606943132915
Position 5261: 0.0005171713292373711
Position 1576: 0.00047434180846077915
Position 895: 0.0004318480338178803
Position 239: 0.0004298555394645256
Position 1448: 0.00041313514980923047
Position 208: 0.0003964359909941306
Position 4916: 0.000342694037380279
Position 921: 0.0003242148421534171
Position 241: 0.0002935552864479172
Position 1649: 0.00027612841354552107
Position 264: 0.0002469650773546074
Position 4050: 0.00024213652285637617
Position 2762: 0.00022347610830825157
Position 3192: 0.00020861301448114072
Position 266: 0.00019231939462250165
Position 2359: 0.0001704001147332134
Position 95: 0.0001477922250059112
Position 399: 0.00012568857164656428
Position 2413: 0.0001237011782388897
Position 613: 9.524175706936574e-05
Position 311: 9.11015162097499e-05
Position 1223: 9.033680859396872e-05
Position 1802: 8.352995629684074e-05
Position 1154: 6.725943892320944e-05
Position 545: 6.615007283598168e-05
Position 309: 5.9435347767895396e-05
Position 1817: 4.6229155463666545e-05
Position 1847: 2.2711663997794438e-05
Position 562: 1.7562810416388157e-05
Position 592: 1.743673257790634e-05
Position 149: 1.385109434167842e-05
Position 306: 1.0248109382387992e-05
Position 737: 8.566287624093575e-06
Position 316: 7.962598950613234e-06
Position 321: 4.461971850576042e-06
Position 812: 3.393107816806893e-06
Position 332: 1.8404053060330995e-06
Position 808: 1.5545014050418557e-06
Position 836: 1.5217755899059177e-06
Position 654: 1.5213338875783509e-06
Position 324: 1.2648182813030916e-06
Position 176: 1.1503938538183152e-06
Position 814: 8.105237378228575e-07
Position 642: 5.719850887286416e-07
Position 872: 5.689376970928499e-07
Position 1026: 5.015626348106663e-07
Position 519: 4.4513277207723655e-07
Position 536: 4.149491461942086e-07
Position 476: 2.1261623265197918e-07
Position 594: 1.7182667255882734e-07
Position 524: 1.6834543933605703e-07
Position 480: 8.32226256732722e-08
Position 526: 5.0843361764038694e-08
Position 405: 3.116313150842941e-08
Position 506: 2.7439074264021366e-08
Position 719: 1.8988690551171528e-08
Position 521: 1.0870005566995728e-08
Position 660: 1.0135713941230977e-08
Position 500: 6.101191859647396e-09
Position 487: 1.3434475537169991e-09
