Gene = Pid1
index = 815
Annotated 5SS: [   305 125414]
Annotated 3SS: [125266 246137]
SMsplice 5SS: [   305  10607  96859 104802 125414 140421 173088 205034 235776 237583]
SMsplice 3SS: [ 10470  96758 104669 125266 140278 173009 204951 235571 237481 243882]
top_k =  500
Partition function (log Z): -113.50734434934661

Sorted 5' Splice Sites (High to Low Probability):
Position 305: 0.9923871342078718
Position 10607: 0.4365584279297579
Position 1831: 0.3953381571919217
Position 799: 0.07299109034895364
Position 586: 0.05957636142351133
Position 5183: 0.0367909442080157
Position 574: 0.024825903417001378
Position 1697: 0.017758105663600015
Position 895: 0.009885481483115527
Position 5449: 0.008468446153142958
Position 349: 0.0035579780584946157
Position 1881: 0.0034295834975494404
Position 371: 0.00324514001026623
Position 5021: 0.003070898555096561
Position 2225: 0.0022868875493725453
Position 1102: 0.0021923097910498297
Position 1884: 0.0020042306202454467
Position 3648: 0.0015444587650921616
Position 4697: 0.0014922188253488687
Position 3201: 0.0012538849737918376
Position 1835: 0.0009006625208060369
Position 1798: 0.0008667552369288693
Position 3721: 0.0007534034499941377
Position 2616: 0.000721342373240338
Position 1234: 0.00037983835217336476
Position 2426: 0.0003500180146571601
Position 594: 0.0002875012160337207
Position 808: 0.0002702019960608582
Position 576: 0.00026756971240375735
Position 582: 0.00021275272851636578
Position 918: 0.00018924387144996416
Position 108: 0.0001760954908491792
Position 669: 0.00016935433756630654
Position 513: 0.000137821644238248
Position 1274: 0.00013630054795269752
Position 565: 0.00013115587508715263
Position 1731: 0.00011638627934396985
Position 662: 0.000103269840655738
Position 783: 9.274670030978801e-05
Position 2085: 8.402313451861977e-05
Position 1020: 7.748152837913352e-05
Position 1672: 5.774879427329765e-05
Position 83: 4.0269703034174764e-05
Position 362: 2.61903719119096e-05
Position 580: 1.9629010747003827e-05
Position 233: 5.990561409941448e-06
Position 449: 4.610311442848719e-06
Position 244: 4.563413539081739e-06
Position 479: 4.422881057565181e-06
Position 481: 2.672669297335592e-06
Position 592: 1.8586763596604896e-06
Position 185: 1.4333126139796061e-06
Position 1998: 1.2948617800748186e-06
Position 1826: 9.635917003832436e-07
Position 356: 7.66839945439317e-07
Position 277: 2.608285033252797e-07
Position 427: 1.8835778938389574e-07
Position 376: 1.1222858982532615e-07
Position 975: 1.0855328174604513e-07
Position 773: 7.50149748789387e-08
Position 793: 7.066890761549329e-08
Position 40: 3.9613657340155316e-08
Position 942: 3.478299611585984e-08
Position 920: 1.944173511493017e-08
Position 955: 1.6885012885573353e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 10470: 0.4532504140419637
Position 1766: 0.3803869901770199
Position 15374: 0.20141682247225304
Position 5619: 0.15295404094071569
Position 17461: 0.1348038479682902
Position 715: 0.12933008603399793
Position 2708: 0.07257134613706358
Position 393: 0.06334632890018141
Position 17067: 0.054053462595260886
Position 10903: 0.041708008589897726
Position 427: 0.03945186721753009
Position 4983: 0.03193683296574626
Position 4880: 0.018424910361468236
Position 1651: 0.01769823959037767
Position 4918: 0.016751333073799436
Position 11394: 0.015125449567731295
Position 11821: 0.01490286482835436
Position 5368: 0.01415856741269134
Position 1919: 0.014130616865303817
Position 11351: 0.013940198215581512
Position 3398: 0.013781382309703891
Position 11798: 0.013487946369911291
Position 5096: 0.01186709121171917
Position 1540: 0.01019562983564002
Position 5528: 0.009019348829470069
Position 5795: 0.00810637618282546
Position 1571: 0.008063531073556852
Position 1784: 0.00802941045288209
Position 4569: 0.007744289144426914
Position 12694: 0.0073514415568457425
Position 8567: 0.007063382018086772
Position 2130: 0.006635793834489112
Position 488: 0.00533130731304013
Position 1968: 0.004555460605713081
Position 11265: 0.004383811621939657
Position 1719: 0.003934411361552069
Position 8252: 0.003932659176468715
Position 3008: 0.003795536393235355
Position 4452: 0.0036931750032487597
Position 11164: 0.0036498151376678804
Position 3084: 0.0035581829815046666
Position 3580: 0.0033446728251909086
Position 4595: 0.0032937107397165025
Position 7199: 0.0027442907456679756
Position 7103: 0.0027002835025479563
Position 5009: 0.0026784570698565927
Position 573: 0.0025337508228681976
Position 3421: 0.002170653981265365
Position 2159: 0.002098640831407934
Position 973: 0.0020254568249638313
Position 3909: 0.0019474654022758743
Position 3139: 0.0019407791890288396
Position 1169: 0.001923937359487448
Position 3280: 0.0018917373423632008
Position 1728: 0.0017616060468821023
Position 4523: 0.0017110587228168874
Position 4298: 0.0014547868885143836
Position 4818: 0.0012997089060437907
Position 3612: 0.0012492334446486464
Position 6066: 0.0011778216731963128
Position 4225: 0.0010574258298969384
Position 5776: 0.0009910838498803421
Position 5415: 0.000979408450596422
Position 6345: 0.0009694532293424936
Position 1604: 0.0009638561340908303
Position 2498: 0.0009121929756583869
Position 2224: 0.0008909556158218496
Position 2554: 0.0007750619585331334
Position 1582: 0.0007454932286358504
Position 2678: 0.000639868562489555
Position 1934: 0.000516466528496468
Position 1050: 0.0005134571387275998
Position 4566: 0.0004447356626458046
Position 6114: 0.00042485801170514197
Position 493: 0.0003569564479183823
Position 1557: 0.0003426930974338399
Position 1504: 0.00034027550291963065
Position 511: 0.00033776030538403267
Position 3216: 0.00031788548106357977
Position 2834: 0.00029266815232800356
Position 2208: 0.000289641475132254
Position 1993: 0.000282396516580974
Position 4766: 0.0002477787079715294
Position 777: 0.00022482295090558218
Position 673: 0.00021358314330630662
Position 2186: 0.00021174289299785373
Position 2169: 0.00018743156947486107
Position 688: 0.0001851074896293005
Position 1686: 0.00018416897093029178
Position 2370: 0.00018230433572903205
Position 987: 0.00017640769062465716
Position 1397: 0.0001558064673534696
Position 3934: 0.0001492238695785792
Position 1138: 0.00013995317640916194
Position 868: 0.00013330968476741459
Position 1384: 0.00012687213088897876
Position 1484: 0.00010766608383589092
Position 231: 0.00010662997293962337
Position 1725: 0.00010028645351011559
Position 1512: 6.695802582940008e-05
Position 1494: 6.448540502960502e-05
Position 1318: 6.266537475041945e-05
Position 495: 6.055433210776926e-05
Position 202: 5.952797240605573e-05
Position 1273: 5.4220697753804014e-05
Position 1429: 3.5584222472721374e-05
Position 721: 2.903347710099738e-05
Position 1000: 2.435399252892067e-05
Position 182: 2.1645312385550377e-05
Position 537: 1.6102850323659645e-05
Position 1544: 1.225530234343598e-05
Position 1517: 1.0866011379771985e-05
Position 905: 9.869553494522704e-06
Position 634: 7.844104548440475e-06
Position 613: 7.467939812756293e-06
Position 877: 6.665262403112398e-06
Position 1019: 5.8376332538957975e-06
Position 191: 5.2176932862496134e-06
Position 519: 3.0492528720392595e-06
Position 1786: 1.3468777116462384e-06
Position 169: 2.980420593331979e-07
Position 942: 2.7479374960409313e-07
Position 153: 1.758628627614166e-07
Position 888: 1.1348153163525272e-07
Position 162: 1.0350756370058887e-07
Position 1101: 8.477119074569136e-08
Position 233: 7.284908013540903e-08
Position 1054: 7.04191307056172e-08
Position 274: 4.6795779733174094e-08
Position 744: 4.10596773750186e-08
Position 242: 3.347950742154164e-08
Position 725: 3.0052880047971565e-08
Position 370: 2.2902621570942705e-08
Position 120: 1.3864719572434001e-08
Position 304: 1.2708191065401742e-08
Position 283: 8.459471828273721e-09
Position 1030: 1.8575769114672873e-09
Position 295: 2.6324058676102367e-10
Position 335: 2.377713767015516e-13
Position 309: 1.3423809830462555e-14
Position 365: 5.292531095670492e-16
Position 322: 5.024558005075614e-16
Position 348: 1.7966769545130608e-16
Position 320: 1.64264753931901e-16
Position 343: 5.4871064399668775e-17
Position 362: 4.939456047172424e-17
Position 345: 1.7860241787258997e-17
