Gene = Atp6v1h
index = 152
Annotated 5SS: [  199  1484  6032 10373 12649 15054 18044 34408 41390 50183 52858 60772
 66982]
Annotated 3SS: [ 1336  5928 10282 12534 14948 17989 34309 41196 50003 52731 60669 66867
 79024]
SMsplice 5SS: [  199  1501  6032 10373 12649 15054 34408 41390 50161 52858 60772 66982]
SMsplice 3SS: [ 1336  5928 10282 12534 14948 34309 41196 50003 52731 60669 66867 79024]
top_k =  500
Partition function (log Z): -21.031755933005485

Sorted 5' Splice Sites (High to Low Probability):
Position 6032: 0.9996568710636734
Position 15054: 0.9435845295012887
Position 199: 0.8955858252736774
Position 12649: 0.8095236674784447
Position 10373: 0.5906597363499505
Position 1501: 0.5817288744997959
Position 10414: 0.3597588299052608
Position 16141: 0.34414711902722406
Position 582: 0.32751212700940896
Position 4559: 0.31633848633783157
Position 1221: 0.25966776823597953
Position 12801: 0.2523476831453351
Position 5553: 0.24026712749602103
Position 1484: 0.2159169141672365
Position 16135: 0.20862586563639074
Position 18044: 0.19346123780634522
Position 590: 0.17365469589122448
Position 17316: 0.15333311115436957
Position 10693: 0.14462056697650452
Position 12326: 0.14442258202259778
Position 2763: 0.10756349211443063
Position 1494: 0.09860063603026484
Position 9594: 0.07464239766278347
Position 5548: 0.06278983961621909
Position 9093: 0.060436125037924886
Position 12294: 0.05714594686587253
Position 546: 0.05163419568319109
Position 12250: 0.050509457445691755
Position 14486: 0.04914000316960112
Position 2336: 0.04504536457791257
Position 8513: 0.044927015881441545
Position 22064: 0.041988356143369876
Position 1446: 0.04010846149455777
Position 8302: 0.03810694435491023
Position 813: 0.037729610750774065
Position 807: 0.036835567875700324
Position 16434: 0.02494427859939157
Position 22681: 0.023919442013406105
Position 1461: 0.01603583081445836
Position 13409: 0.015061746372821544
Position 13883: 0.013478445987290175
Position 578: 0.01305744600432013
Position 5606: 0.012964480459952743
Position 13490: 0.010645100213709095
Position 2346: 0.009249258155408602
Position 13546: 0.007351371677232514
Position 14490: 0.006723924563376201
Position 13569: 0.006366422357779526
Position 5648: 0.00630823296744196
Position 14230: 0.006084648772249764
Position 15125: 0.005530735857210077
Position 16088: 0.005401288490961491
Position 16145: 0.005311994043920746
Position 18048: 0.004939371654342409
Position 16546: 0.004405314210985371
Position 13668: 0.0043621311278649825
Position 13059: 0.004001275056552236
Position 4515: 0.003932562792618744
Position 10571: 0.003924105218953928
Position 4344: 0.003727404672916235
Position 2625: 0.003284792678061995
Position 11064: 0.003191027118953426
Position 17708: 0.003135970037368321
Position 12949: 0.002449905580326177
Position 850: 0.0022254636574069145
Position 9212: 0.0018297973303261405
Position 169: 0.001805751529311982
Position 72: 0.0016756319744740422
Position 1028: 0.0016292951464457709
Position 17588: 0.001569907642265993
Position 15091: 0.0012611106534748658
Position 15665: 0.0012307372871428657
Position 7905: 0.001213417892987146
Position 10962: 0.001111134177044244
Position 1393: 0.0009813374298302084
Position 966: 0.0009524753692175868
Position 14542: 0.0009433838216624306
Position 1488: 0.0009154365336208009
Position 266: 0.000908088475906866
Position 320: 0.0008571796769547352
Position 5190: 0.0007854591580436868
Position 17883: 0.0006258842081525199
Position 1044: 0.0006066332058309063
Position 7909: 0.0005026178105213188
Position 832: 0.00047710925662629544
Position 1200: 0.00039976717334302606
Position 14902: 0.00039889151134345
Position 632: 0.0003652694010841938
Position 6230: 0.00030882013534639925
Position 780: 0.00021349419073674272
Position 8727: 0.00020493876718282104
Position 86: 0.00019497341923663657
Position 12: 0.00018377616862890324
Position 98: 0.0001834371569474858
Position 985: 0.00017395350754060505
Position 214: 0.0001701833504901457
Position 49: 0.00015326440158830202
Position 12816: 0.0001023899250195378
Position 107: 8.152062319786078e-05
Position 6681: 8.072272339752853e-05
Position 7951: 7.451558744542665e-05
Position 7998: 5.645707533550674e-05
Position 13115: 3.774378111335169e-05
Position 367: 3.4933155723213484e-05
Position 648: 2.5601914080369086e-05
Position 1174: 2.1500782330303567e-05
Position 119: 2.0939954864341422e-05
Position 501: 2.082043896120132e-05
Position 243: 1.3278118186630149e-05
Position 26: 1.2850969005476019e-05
Position 126: 1.1881847502077552e-05
Position 55: 1.0584217790624574e-05
Position 7: 8.320057549432439e-06
Position 428: 7.574530721979453e-06
Position 479: 6.97680104902387e-06
Position 617: 6.798702400653116e-06
Position 466: 5.49434689949471e-06
Position 606: 4.578836494822154e-06
Position 402: 4.421065558775072e-06
