Gene = Slc22a18
index = 978
Annotated 5SS: [  102  2570  5647  6145  6787 17189 18118 19207 23317 23695]
Annotated 3SS: [ 2333  5548  5983  6653 17075 18009 19105 23214 23573 25348]
SMsplice 5SS: [  102  6787  7726 17189 19207 23695]
SMsplice 3SS: [ 6653  7641 17075 19105 23573 25348]
top_k =  500
Partition function (log Z): -12.72419711438553

Sorted 5' Splice Sites (High to Low Probability):
Position 6787: 0.8837050343025865
Position 7726: 0.7692914451970593
Position 102: 0.6498191724813256
Position 5647: 0.4217983616909348
Position 2570: 0.3954045521135271
Position 246: 0.36679781615188384
Position 2352: 0.32207430900007433
Position 6145: 0.1943947714707939
Position 3026: 0.12727088983996104
Position 1503: 0.04648987225844812
Position 783: 0.04531564855892191
Position 2028: 0.0430289659008319
Position 3283: 0.04146351939569694
Position 2201: 0.02531924877329858
Position 2273: 0.02436161900129281
Position 2237: 0.01891288304018521
Position 2289: 0.01706524904551216
Position 2207: 0.01656200755344532
Position 11280: 0.01633198200769032
Position 7526: 0.013371092328849457
Position 2428: 0.012819338787927943
Position 2267: 0.01153165231374458
Position 2089: 0.006855858686491328
Position 2182: 0.005881575950103091
Position 7318: 0.005795107880755534
Position 1304: 0.004306590353947924
Position 791: 0.003424012546614645
Position 959: 0.0032046671106596898
Position 9440: 0.002130615134516535
Position 537: 0.0020702161027573466
Position 9962: 0.0020093471785183523
Position 2222: 0.001952855120339693
Position 903: 0.0018760112294471706
Position 603: 0.0013836973200545204
Position 1584: 0.0013268773882236292
Position 7669: 0.0007597212372940476
Position 2635: 0.0005610686880625402
Position 98: 0.000519627112099805
Position 2727: 0.0004183677017183682
Position 1343: 0.00018453124416211645
Position 5652: 0.0001589467489452842
Position 1900: 0.00014295936106140903
Position 106: 9.613935401143049e-05
Position 872: 7.744581702481557e-05
Position 796: 5.369804208667727e-05
Position 1530: 3.983094860965586e-05
Position 1215: 3.589516884144682e-05
Position 714: 3.360118985196699e-05
Position 1373: 3.0012253485556147e-05
Position 1140: 2.860801691970997e-05
Position 1556: 1.638713843707845e-05
Position 1388: 7.5959941684663135e-06
Position 1570: 7.533404045172305e-06
Position 1169: 7.151593392521115e-06
Position 343: 4.939483988730001e-06
Position 1308: 3.87991966145571e-06
Position 1348: 3.0615568629180406e-06
Position 366: 2.3553153213653394e-06
Position 71: 2.029616750923486e-06
Position 1926: 7.576158830612577e-07
Position 457: 5.605371145944025e-07
Position 3: 5.062900190562497e-07
Position 25: 4.151890747866277e-07
Position 1006: 2.7406309247236275e-07
Position 426: 1.93639621964086e-07
Position 804: 1.651617708622779e-07
Position 230: 1.100820854938025e-07
Position 125: 7.946517344124401e-08
Position 178: 4.0009436223331726e-09
Position 747: 1.897413411914373e-09
Position 866: 1.838184269336857e-09
Position 649: 1.3609564322174519e-09
Position 638: 1.3100736916656743e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 7641: 0.6872159121017773
Position 6653: 0.6466061511342259
Position 5548: 0.42533271918268006
Position 9670: 0.3577300655584106
Position 6613: 0.23901579198014267
Position 5983: 0.19182179912378325
Position 2200: 0.1909848986769268
Position 2427: 0.18917443277927415
Position 7588: 0.16382664248980425
Position 1985: 0.15137802397987155
Position 2333: 0.14925765068225114
Position 9732: 0.11536988423992936
Position 2912: 0.112853490825051
Position 17075: 0.0743043767879487
Position 2140: 0.06635711035463217
Position 14891: 0.052129299580495475
Position 2554: 0.05068384542978958
Position 11554: 0.04774933864897829
Position 2494: 0.04468250810876694
Position 3108: 0.038636214665256546
Position 10198: 0.03714224780360177
Position 11122: 0.02972878239324716
Position 2002: 0.027902658475107582
Position 2780: 0.025882208014756002
Position 11448: 0.024689390078114572
Position 15856: 0.024120968180624775
Position 536: 0.02171812758935376
Position 13991: 0.020012502488863843
Position 7369: 0.01675942834259832
Position 9769: 0.015969678801211196
Position 1396: 0.01584583345193435
Position 9266: 0.013917886000112144
Position 196: 0.013750018258021813
Position 1094: 0.01207192709044399
Position 9357: 0.011153653559708687
Position 1471: 0.00989939513970523
Position 12456: 0.009448576062966684
Position 1468: 0.009156889552537708
Position 9536: 0.00912707208530359
Position 2266: 0.008935610856903711
Position 638: 0.008770908038508546
Position 9102: 0.006690497771562249
Position 2472: 0.006220997803265847
Position 10179: 0.005723883496052287
Position 7207: 0.005702491337544484
Position 2206: 0.005644195553495126
Position 2220: 0.005626347429793474
Position 683: 0.005508657694297561
Position 477: 0.004934078937861495
Position 178: 0.004812296914059128
Position 8186: 0.004693191257812422
Position 7116: 0.004663044545761581
Position 10933: 0.004610847649173057
Position 9645: 0.00453779455907137
Position 9807: 0.004503541254192006
Position 10066: 0.004479696577192696
Position 5760: 0.004252299456338221
Position 7599: 0.004211352366855344
Position 8468: 0.004163787031437936
Position 10505: 0.004011493734699225
Position 2406: 0.003985038726022202
Position 10444: 0.0038219990922375617
Position 8766: 0.003529942540593799
Position 8335: 0.003465968826598567
Position 174: 0.0031482978499832114
Position 830: 0.00267772000631947
Position 8784: 0.0025499808669478038
Position 2525: 0.00243747736825162
Position 1464: 0.0023498250386342037
Position 387: 0.0023013392121489728
Position 11057: 0.0021293778031210124
Position 2272: 0.001973997933998329
Position 827: 0.0017728297605041625
Position 708: 0.0015144539468213219
Position 1499: 0.0014252230310968475
Position 340: 0.0013758283079696857
Position 2437: 0.0012480899646937502
Position 7503: 0.0010558100073885428
Position 2092: 0.0009361414852501813
Position 7181: 0.0008026835096635739
Position 1413: 0.0007939225009456223
Position 8114: 0.0007832595604047917
Position 227: 0.0007643716452453947
Position 725: 0.0007341330694886168
Position 5721: 0.0006776626624687206
Position 782: 0.0004984840587931962
Position 1742: 0.0004669088559793225
Position 1400: 0.0003596414506415038
Position 607: 0.00035321398734694146
Position 1290: 0.00028306917712830616
Position 7520: 0.0002664900258021821
Position 1495: 0.0002051396615518042
Position 1502: 0.00020120809309292698
Position 1295: 0.00017323967412128253
Position 316: 0.0001498205113707624
Position 1055: 0.00014626460060040953
Position 1271: 0.00014256881341035283
Position 848: 0.0001225428383910912
Position 644: 9.285890646311576e-05
