Gene = Sumo1
index = 1042
Annotated 5SS: [  155 15377 26318 28417]
Annotated 3SS: [15301 26239 28344 30565]
SMsplice 5SS: [  155 15377 18063 22466 26318 28417]
SMsplice 3SS: [15301 17965 22371 26239 28344 30565]
top_k =  500
Partition function (log Z): -8.166878770869461

Sorted 5' Splice Sites (High to Low Probability):
Position 155: 0.9951968304380726
Position 15377: 0.9892090365834718
Position 26318: 0.9274401823661549
Position 18063: 0.8854007661513009
Position 28417: 0.7133880857164597
Position 22466: 0.404553234803125
Position 20521: 0.32574754542453743
Position 4579: 0.3216544712067475
Position 22490: 0.1842763089400484
Position 18332: 0.14696102893797575
Position 27503: 0.0831756994625684
Position 22474: 0.04362840968820959
Position 27681: 0.03978994695848347
Position 23775: 0.03859229252266647
Position 30629: 0.03448734746643529
Position 20492: 0.03378350660815821
Position 29443: 0.015019914469533546
Position 28459: 0.013180037718900847
Position 28487: 0.012902264908266521
Position 26553: 0.012527579067523595
Position 20089: 0.010232656500916908
Position 28554: 0.009488196545961898
Position 22560: 0.009418045903278797
Position 15442: 0.008763060236375745
Position 28421: 0.006856786234848452
Position 28382: 0.006656636945659892
Position 15891: 0.006332984756032502
Position 21759: 0.004479810947496725
Position 20419: 0.0031226194240809332
Position 20607: 0.0028080733710188883
Position 127: 0.0027292874116972483
Position 21041: 0.002705938455212583
Position 645: 0.001185713634739534
Position 18262: 0.0008123443236996491
Position 111: 0.000455608657201464
Position 81: 0.0004325711320552437
Position 28451: 8.866639115056519e-05
Position 1140: 2.270250144451774e-07
Position 4583: 1.1023177018841101e-07
Position 3644: 5.019049360844329e-08
Position 4056: 4.3984813304883e-09
Position 1106: 3.1862972556475785e-09
Position 695: 1.8517122058826468e-09
Position 3667: 1.270841959139692e-09
Position 1236: 7.192261233809458e-10
Position 1095: 7.144754565338533e-10
Position 3702: 6.530719323970457e-10
Position 2295: 6.503844183916405e-10
Position 1160: 4.792370075389863e-10
Position 565: 4.734746815647656e-10
Position 1098: 3.9698024674790844e-10
Position 3495: 3.832128819154965e-10
Position 531: 3.724196835848898e-10
Position 1116: 3.5844305540338736e-10
Position 409: 2.056435995359847e-10
Position 86: 1.4397985528787933e-10
Position 758: 3.732774691978875e-11
Position 69: 2.9279580719955314e-11
Position 857: 2.267766293053594e-11
Position 526: 1.7060043688210783e-11
Position 186: 1.692400972473637e-11
Position 481: 1.1414804372858726e-11
Position 145: 1.098791814071352e-11
Position 748: 9.874498271557166e-12
Position 40: 6.994329314603131e-12
Position 16: 6.591409809916735e-12
Position 677: 6.274223679102109e-12
Position 50: 4.607117127945811e-12
Position 4: 4.508002850005013e-12
Position 137: 3.401463412179288e-12
Position 42: 2.3963902126765023e-12
Position 605: 1.5864517500063995e-12
Position 253: 4.688098144204145e-14
Position 328: 3.38948949057635e-14
Position 45: 3.1526512806463575e-14
Position 108: 2.5225601916557436e-14
Position 25: 1.8910961478701587e-14
Position 699: 1.8615693881539682e-14
Position 293: 1.5504059037201398e-14
Position 864: 4.170567965395772e-15

Sorted 3' Splice Sites (High to Low Probability):
Position 15301: 0.9979727298144808
Position 26239: 0.9339614434940534
Position 28344: 0.8658291685405909
Position 17965: 0.7730762698629547
Position 30565: 0.7326476220800224
Position 22371: 0.6445952927606435
Position 20335: 0.367439864009252
Position 4378: 0.28000895716606844
Position 17931: 0.11232639426399049
Position 27355: 0.08414914886362036
Position 18143: 0.07222641926065428
Position 18202: 0.05603052547128379
Position 29561: 0.051887082117291206
Position 27564: 0.04106309609845219
Position 23721: 0.038903944824041956
Position 31015: 0.02880864243053006
Position 4513: 0.027417452668598404
Position 30856: 0.025623203888991815
Position 30909: 0.02337914803255029
Position 29248: 0.016822874665667356
Position 26431: 0.013969521967714435
Position 18259: 0.01237258913561982
Position 28381: 0.01165879135040563
Position 20015: 0.010250165474282959
Position 30101: 0.00917642239082398
Position 30513: 0.008240313209248472
Position 29134: 0.00726894775121593
Position 18176: 0.007177738972606459
Position 4422: 0.006850999374528095
Position 30694: 0.006442781441643037
Position 15668: 0.006337574655060222
Position 21681: 0.004494180216938759
Position 4303: 0.0029972500156845326
Position 20791: 0.002705938455212581
Position 4374: 0.0026884155528962513
Position 30191: 0.0015892193594199823
Position 29605: 0.0014732776441289835
Position 29876: 0.0013819014194542043
Position 4250: 0.0012395398628530323
Position 29654: 0.001018903746733111
Position 30751: 0.0009797110347935045
Position 28367: 0.0006347274036111529
Position 27502: 0.000488505092021516
Position 4227: 0.0004523169541031087
Position 27625: 0.00040988701079595983
Position 28041: 0.00035399692601510106
Position 26675: 0.00031118825541075917
Position 26492: 0.0003067083459014811
Position 19308: 1.592445118814401e-05
Position 19668: 5.4719185069554355e-06
Position 19717: 4.7199739845340104e-06
Position 18988: 4.502781790650996e-06
Position 19388: 4.288047892011871e-06
Position 16742: 1.6605184449430003e-06
Position 12828: 1.081356708008085e-06
Position 8820: 7.990438133152937e-07
Position 1004: 7.330998412873889e-07
Position 5040: 2.960546135068835e-07
Position 10419: 2.776537736947324e-07
Position 4615: 2.3655815161542945e-07
Position 7116: 2.145426086723585e-07
Position 5506: 2.0433473262560788e-07
Position 3263: 1.9631814321708257e-07
Position 12312: 1.8690788079677696e-07
Position 8954: 1.7290551256769371e-07
Position 8069: 1.703585181300909e-07
Position 3794: 1.6188188796906176e-07
Position 9312: 1.4455846050368535e-07
Position 7261: 1.3512099189843152e-07
Position 11758: 1.2923084024449257e-07
Position 3570: 1.2452692544594057e-07
Position 6421: 1.0214092826395708e-07
Position 5976: 1.01704984828806e-07
Position 3358: 9.755119691403089e-08
Position 7746: 7.752730741709045e-08
Position 6756: 6.986619002408146e-08
Position 961: 6.241528670879426e-08
Position 9116: 4.768099962821997e-08
Position 8848: 4.596449749481089e-08
Position 1267: 4.4073384165121467e-08
Position 427: 4.18386160547099e-08
Position 1069: 3.957371526245067e-08
Position 6553: 3.664030856202122e-08
Position 816: 3.62293279257632e-08
Position 8746: 3.44884758611398e-08
Position 408: 2.9956828904927225e-08
Position 5366: 2.841518036680561e-08
Position 1007: 2.4918471221664452e-08
Position 2660: 2.2865092962226638e-08
Position 7020: 1.9799440846472518e-08
Position 5164: 1.8602643593022828e-08
Position 4882: 1.6529900608043247e-08
Position 4822: 1.5726696750330704e-08
Position 3838: 1.2320470650374146e-08
Position 6282: 1.2066784785254803e-08
Position 2960: 1.188342086263291e-08
Position 2593: 1.1818098227763798e-08
Position 3307: 1.1789958653704276e-08
Position 2397: 1.161938989313113e-08
Position 974: 1.10907098485568e-08
Position 1283: 9.795927327686645e-09
Position 2405: 9.566730115670578e-09
Position 5521: 9.520071965153022e-09
Position 3145: 8.794576313063606e-09
Position 1418: 8.60733748343455e-09
Position 1659: 8.326864050891682e-09
Position 3086: 6.807931848789066e-09
Position 1432: 6.657077792252887e-09
Position 3278: 6.464004358830957e-09
Position 1328: 6.373148395629997e-09
Position 457: 6.184630000503263e-09
Position 1200: 6.14527696945067e-09
Position 719: 5.830218364947141e-09
Position 3809: 5.507473175148301e-09
Position 358: 5.359892917755923e-09
Position 2631: 5.281076812081216e-09
Position 2187: 4.946668606329499e-09
Position 3886: 4.7085409559513654e-09
Position 2818: 4.216318461952476e-09
Position 935: 3.6907597916163033e-09
Position 1627: 3.666343891724775e-09
Position 2075: 3.5785341263168923e-09
Position 3053: 3.4829376103537048e-09
Position 1129: 2.869496715102404e-09
Position 1157: 2.5753409288305086e-09
Position 1723: 2.3700932591742873e-09
Position 436: 2.1776809127306613e-09
Position 1028: 2.124385524259937e-09
Position 693: 1.9776447170923408e-09
Position 823: 1.8706672197425588e-09
Position 1358: 1.8223220797940994e-09
Position 1469: 1.5514306930323691e-09
Position 564: 1.4836417343474424e-09
Position 1671: 1.442412972521666e-09
Position 302: 1.4125015864074316e-09
Position 3495: 1.3387355776915468e-09
Position 3566: 5.752586515666862e-10
Position 4531: 3.8526279363313027e-10
Position 3611: 3.129086620968629e-10
Position 3513: 2.874426688820266e-10
Position 3498: 2.6317127893699205e-10
Position 3524: 2.306807301891411e-10
Position 459: 1.756927185954493e-10
Position 463: 1.747597540278797e-10
Position 506: 1.2754296908989443e-10
Position 615: 1.2377121288582677e-10
Position 2142: 1.2264076618951945e-10
Position 3790: 7.588736889527611e-11
Position 613: 7.500483183317765e-11
Position 513: 4.4389080309061606e-11
Position 1034: 2.5758292269447024e-11
Position 581: 2.368309132378276e-11
Position 1080: 2.312463050268246e-11
Position 559: 1.5160540360922263e-11
Position 907: 1.1145368414831781e-11
Position 520: 9.995168444980647e-12
Position 293: 4.2945424756518294e-12
Position 526: 4.142135342992859e-12
Position 633: 3.873475393112e-12
Position 540: 2.7144282872994236e-12
Position 644: 1.5010293656949285e-12
Position 578: 1.1650233024582791e-12
Position 904: 8.307902995725126e-13
Position 271: 4.4726012330952084e-13
