Gene = Clns1a
index = 270
Annotated 5SS: [  236  9092 15165 16101 17447 19906]
Annotated 3SS: [ 8954 15065 15992 17272 19816 21584]
SMsplice 5SS: [  236  7910 13817 13978 15165 16101 17447 19906]
SMsplice 3SS: [ 7711 13670 13919 15065 15992 17138 19816 21584]
top_k =  500
Partition function (log Z): 5.443454469277607

Sorted 5' Splice Sites (High to Low Probability):
Position 236: 0.9897877185965592
Position 16101: 0.9843660494526156
Position 19906: 0.9772905654252759
Position 15165: 0.9727743980474284
Position 7910: 0.9619204471437376
Position 17447: 0.754203375181494
Position 13817: 0.7179773950932937
Position 13978: 0.6985334299189645
Position 9092: 0.6029971748288662
Position 421: 0.4289777683215628
Position 5840: 0.38382916799805605
Position 21748: 0.23708389462451146
Position 8322: 0.18904249917090862
Position 15461: 0.1400323215901089
Position 10703: 0.11458250465540666
Position 1547: 0.09410514084925613
Position 3920: 0.08756483987350819
Position 1795: 0.07939832524227693
Position 19754: 0.05947913043989502
Position 3473: 0.05609169670525505
Position 5504: 0.04417301779543688
Position 20966: 0.042895097559791824
Position 15295: 0.0362520308405356
Position 17431: 0.03562246308344972
Position 19552: 0.03492825720040728
Position 21765: 0.03491956187817681
Position 7511: 0.03141816582292829
Position 19251: 0.02925196082530598
Position 15381: 0.02191465185279602
Position 18934: 0.02103241875450367
Position 241: 0.009066024069239004
Position 2178: 0.008932725092262103
Position 15721: 0.008615348483947148
Position 15349: 0.0068181590095661194
Position 21372: 0.006737038490116644
Position 16081: 0.005141212826475498
Position 16538: 0.0050386320137102685
Position 18312: 0.004990921955506911
Position 18585: 0.004853013629988952
Position 18301: 0.00469230755302119
Position 21727: 0.004574898373844585
Position 1299: 0.004107979590279516
Position 17386: 0.004091023256620313
Position 20705: 0.003867815963418018
Position 21249: 0.003523428210178155
Position 16105: 0.0031714024633493123
Position 1103: 0.002486339429351735
Position 19994: 0.002255922414513002
Position 15175: 0.00219571481643186
Position 12406: 0.0018495075175660152
Position 16337: 0.0017363900079569675
Position 16288: 0.0016650187868474948
Position 15171: 0.0015046083247111466
Position 15356: 0.001443321701649522
Position 19609: 0.0014225799059421145
Position 15314: 0.0013207431686387623
Position 1594: 0.001249590870744928
Position 1195: 0.0010680354032120652
Position 16182: 0.0010285133107674812
Position 15829: 0.0009915763401077912
Position 1191: 0.0009042599375297183
Position 10650: 0.0008476315851178968
Position 2194: 0.0008246346374292256
Position 15560: 0.0007536027385447281
Position 644: 0.0006471835411758208
Position 15447: 0.0006294056793147093
Position 1207: 0.0005920470256069752
Position 550: 0.000548458242522886
Position 1187: 0.000492878978879881
Position 15394: 0.00046874827190178663
Position 522: 0.0004480751578261995
Position 15157: 0.0003503378383989055
Position 1113: 0.0003248109443826457
Position 1997: 0.00027239690412660903
Position 509: 0.00026517275808914434
Position 16088: 0.0002450490397691565
Position 1012: 0.00023061195134958288
Position 82: 0.00021261015873549086
Position 16688: 0.00020190377825833356
Position 66: 0.00019269321536571243
Position 1004: 0.00013609513322014317
Position 20712: 0.00013412640166352068
Position 490: 0.00012151061990741732
Position 1211: 0.00010824556961416252
Position 686: 9.751752360200525e-05
Position 16130: 6.632501155921291e-05
Position 394: 3.0504674833747976e-05
Position 16522: 2.879941287409196e-05
Position 48: 1.0442205842180423e-05
Position 143: 9.30861792628421e-06
Position 286: 8.287038829587771e-06
Position 275: 2.7462561276014794e-06
Position 433: 1.0433477818140336e-06
Position 88: 9.777077009175346e-07
Position 186: 9.121127164915551e-07
Position 454: 8.694381697970377e-07
Position 517: 5.790603927674479e-07
Position 552: 5.780435374577467e-07
Position 502: 4.455294904271253e-07
Position 406: 2.676360774352096e-07
Position 16146: 2.4257968582502276e-07
Position 638: 2.0651395062841435e-07
Position 554: 1.7119212174715435e-07
Position 6: 1.6515864799861309e-07
Position 389: 1.5917386976005266e-07
Position 399: 1.5526824075944604e-07
Position 386: 1.2210434115630388e-07
Position 538: 9.127642376886715e-08
Position 366: 8.565646936961748e-08
Position 459: 5.043844959963632e-08
Position 558: 3.6993591589745166e-08
Position 352: 3.619455613636383e-08
Position 425: 3.261887721592604e-08
Position 771: 2.925982592143073e-08
Position 294: 8.274672598262282e-09
Position 315: 5.609372920704528e-09
Position 334: 3.740349224196857e-09
Position 481: 3.639985546965002e-09
Position 9: 3.2285722403977554e-09
Position 562: 1.920832727553517e-09
Position 457: 3.341268081377348e-10
Position 320: 1.288127049322201e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 19816: 0.9726865810454645
Position 15065: 0.962975231736261
Position 7711: 0.9533780005020837
Position 15992: 0.9117943118719789
Position 13670: 0.8571297491802935
