Gene = Odaph
index = 778
Annotated 5SS: [84]
Annotated 3SS: [7169]
SMsplice 5SS: [84]
SMsplice 3SS: [7169]
top_k =  500
Partition function (log Z): -8.377264961714907

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9549001278416304
Position 555: 0.6208631585606521
Position 803: 0.0721334454372073
Position 2180: 0.07054709554138575
Position 3251: 0.05163915195508107
Position 7271: 0.043765855881538064
Position 6258: 0.036353066061050134
Position 3476: 0.026974074069506197
Position 1422: 0.00877301045179143
Position 61: 0.00746758551110077
Position 68: 0.00735607546448369
Position 5529: 0.006592015295432683
Position 2497: 0.006548288605334041
Position 1927: 0.005841956121777004
Position 807: 0.005083939828781119
Position 6551: 0.004732591046957684
Position 408: 0.0034363205122953703
Position 817: 0.0028278322607218965
Position 781: 0.0026085595620453077
Position 1858: 0.002229493788525993
Position 3892: 0.00217939960852498
Position 150: 0.002030151510108741
Position 53: 0.0019390332531733097
Position 289: 0.0018328678738293324
Position 4417: 0.0015852238791144988
Position 415: 0.0006408482968871448
Position 1724: 0.00034697828912187977
Position 117: 0.0003156584039369704
Position 1073: 0.00030156809026212037
Position 109: 0.000246129482542368
Position 113: 0.00022822305547461785
Position 278: 0.0002086808981253256
Position 896: 0.00017103410524107774
Position 212: 0.00011593738117055886
Position 396: 0.00011262843420873566
Position 46: 7.972988626057023e-05
Position 2070: 4.765841776385291e-05
Position 2077: 4.734020238413862e-05
Position 90: 2.8178668707165135e-05
Position 38: 2.6135412860508408e-05
Position 399: 2.4752257153181645e-05
Position 65: 2.4702627887416165e-05
Position 1597: 1.7234451169849572e-05
Position 234: 1.6512446417905372e-05
Position 210: 1.5829225812132983e-05
Position 269: 1.0973432863237641e-05
Position 321: 8.397865399969104e-06
Position 162: 7.2515291339431065e-06
Position 1619: 4.864506589356241e-06
Position 96: 4.505544121448963e-06
Position 111: 4.14334065356959e-06
Position 261: 3.4786945007308202e-06
Position 432: 2.622002259183615e-06
Position 454: 2.0223166139039626e-06
Position 438: 1.842212903788695e-06
Position 188: 1.8307543182685656e-06
Position 496: 1.6954112047762077e-06
Position 430: 1.2779913875983435e-06
Position 179: 1.1470352548466357e-06
Position 538: 9.276613985872435e-07
Position 324: 4.538306747316985e-07
Position 536: 3.235091293089087e-07
Position 502: 1.4578530572495988e-07
Position 812: 7.69668148849603e-08
Position 697: 5.5987468269503e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7169: 0.5202652023440357
Position 475: 0.28734050688511176
Position 287: 0.2606873616177657
Position 667: 0.1382192396554493
Position 3367: 0.07730491041725433
Position 1810: 0.07020814906054615
Position 1781: 0.06993360507272735
Position 7135: 0.061104264530117865
Position 478: 0.05569280323760113
Position 6120: 0.033097184799492786
Position 2972: 0.029470690570967496
Position 7398: 0.02679867867865406
Position 932: 0.024386996293239815
Position 3250: 0.017268516126888116
Position 7381: 0.014703026886246777
Position 614: 0.014063421579282467
Position 6161: 0.012478278690921139
Position 449: 0.012431922150232822
Position 3064: 0.01238295493382993
Position 2131: 0.012191253182482292
Position 6980: 0.012183323462990746
Position 6789: 0.010606890570166894
Position 7437: 0.0102105890784106
Position 206: 0.010142971419346114
Position 5369: 0.009533892956137234
Position 2374: 0.008660285152348948
Position 7323: 0.008586980066523052
Position 5841: 0.00851475296172265
Position 3152: 0.007988253403769907
Position 1667: 0.007822125995709939
Position 3319: 0.007360807225082269
Position 1290: 0.006939048934450468
Position 5916: 0.0059658322270987555
Position 6096: 0.0047397223617655125
Position 1927: 0.004567739322942587
Position 1722: 0.0044315509063234506
Position 6388: 0.004199832563185724
Position 4335: 0.0040329963602355
Position 1585: 0.003499454491136485
Position 3159: 0.0030656097191037583
Position 3782: 0.0028502119535677327
Position 377: 0.002692710571725293
Position 4877: 0.0025984577203718275
Position 1747: 0.002573202272759002
Position 1704: 0.0025331388059647206
Position 6321: 0.0024867935352692575
Position 3102: 0.0024571153854113224
Position 2037: 0.0020240053821005545
Position 5931: 0.0020141154648617536
Position 3016: 0.0018470027477397156
Position 1027: 0.0017243854002566641
Position 2069: 0.0016711257341486042
Position 4031: 0.0016417394361038311
Position 1175: 0.0016272083843980852
Position 2085: 0.0015687091380120364
Position 7092: 0.0014567530812707897
Position 4810: 0.0014083520968442569
Position 4706: 0.0013974779469345926
Position 874: 0.0013307410645798713
Position 389: 0.0013056382181815165
Position 2609: 0.001206364001220192
Position 2146: 0.0010340193057170708
Position 3303: 0.0009996824138215285
Position 2928: 0.000980588168517969
Position 1249: 0.0008871475849112823
Position 800: 0.0008693023687901602
Position 7811: 0.0008518030322064414
Position 2438: 0.000848025134405136
Position 4392: 0.000819409352211216
Position 1988: 0.0007611063269377567
Position 1948: 0.0007136158968537206
Position 5953: 0.0006956038620222663
Position 3201: 0.0006867134872303652
Position 2987: 0.0006581436159644201
Position 1261: 0.0006483792097457058
Position 5555: 0.0005679036294646269
Position 1506: 0.0005660011253907942
Position 335: 0.0005153857749866295
Position 5552: 0.0005013849761442473
Position 2161: 0.000473891284548575
Position 1783: 0.00044934300748245156
Position 1701: 0.0003694237180895322
Position 1545: 0.0003556414964590681
Position 360: 0.0003417077464116096
Position 1787: 0.00033369428237932125
Position 4909: 0.00033231176439381426
Position 955: 0.00029992347449755297
Position 2869: 0.0002830847783855849
Position 1863: 0.0002530955489548815
Position 3655: 0.00023430794014969427
Position 3280: 0.00018931019552623454
Position 1421: 0.00016936324054764253
Position 992: 0.00016305596497885174
Position 697: 0.0001551011033746558
Position 430: 0.00014315684996609628
Position 1034: 0.0001427100887813565
Position 2847: 0.00013750118611561044
Position 554: 0.00013422344107972563
Position 2829: 0.0001122425780421727
Position 2550: 0.0001119498562671042
Position 709: 0.00010386569056140208
Position 2484: 0.00010181832911700313
Position 2968: 8.578971392810571e-05
Position 490: 8.308663970580441e-05
Position 1503: 7.969615092319482e-05
Position 1510: 7.173138273658156e-05
Position 1016: 6.815642327524682e-05
Position 888: 6.366678936130646e-05
Position 1043: 6.010653804417352e-05
Position 1067: 5.588829794448486e-05
Position 227: 3.737063868057777e-05
Position 1292: 3.181037693968997e-05
Position 337: 2.7152390491473223e-05
Position 482: 2.6904255084199008e-05
Position 354: 2.286084208241175e-05
Position 1196: 1.7851622981880227e-05
Position 1188: 1.7449936407735185e-05
Position 261: 1.632156368143326e-05
Position 248: 1.3100410934698546e-05
Position 1296: 1.1032829621019744e-05
Position 267: 9.78991088675446e-06
Position 423: 8.568660497759932e-06
Position 149: 3.576548521486364e-06
Position 496: 3.18237040078677e-06
Position 533: 2.9929921758380574e-06
Position 139: 1.9027110449329471e-06
Position 714: 6.79044520399515e-07
Position 769: 4.80557096950498e-07
Position 1113: 3.4370943126291214e-07
Position 1299: 3.2706540354633496e-07
Position 347: 2.819783144534916e-07
Position 121: 1.9772276257184286e-07
Position 806: 1.6442038890085603e-09
Position 677: 1.5508937780056221e-09
