Gene = Tcaim
index = 1062
Annotated 5SS: [  150  3298  6355  9050 13488 19047 20752 21400 26320 28119]
Annotated 3SS: [ 3227  6218  8892 13234 18923 20653 21307 26080 27986 29196]
SMsplice 5SS: [  150  3298  9050 13488 18380 19047 20752 21400 26320]
SMsplice 3SS: [ 3227  8892 13310 18241 18923 20653 21307 26080 29196]
top_k =  500
Partition function (log Z): 0.40889789412539423

Sorted 5' Splice Sites (High to Low Probability):
Position 9050: 0.9999991862608094
Position 3298: 0.9759822343429876
Position 20752: 0.968044463711339
Position 19047: 0.9553030977334187
Position 13488: 0.915238129993465
Position 21400: 0.8754468576040978
Position 150: 0.7247535820343423
Position 26320: 0.6650860676026271
Position 18380: 0.5454151642476123
Position 6355: 0.44874594162774845
Position 28119: 0.4144312393424257
Position 13653: 0.402003710898244
Position 3669: 0.30674806512579855
Position 248: 0.24299019195385446
Position 3641: 0.1738427731530693
Position 22152: 0.15637127410530102
Position 7061: 0.13961962627434904
Position 6474: 0.13159454104189358
Position 16353: 0.09727929856289556
Position 11208: 0.08509378558778782
Position 4173: 0.08434815959526287
Position 4433: 0.08228696641864344
Position 1699: 0.0598350788395333
Position 1691: 0.05765284264441676
Position 15790: 0.05325403346381662
Position 7342: 0.05197339437752679
Position 3552: 0.05156940429968457
Position 14840: 0.05097912937899068
Position 19162: 0.04661870158511422
Position 14788: 0.045591400631849036
Position 2763: 0.04160079042876628
Position 7082: 0.03959394758406672
Position 17409: 0.037501649635864845
Position 5468: 0.027458887368265655
Position 275: 0.02538669913992722
Position 418: 0.024133345537917242
Position 20244: 0.022121941077294968
Position 28905: 0.019030239512788212
Position 19441: 0.018219315297912986
Position 6432: 0.01728048428482834
Position 8437: 0.01648920206456382
Position 4121: 0.01590003118288847
Position 19761: 0.013286374001319962
Position 2528: 0.012492566849036785
Position 20492: 0.0105531763438928
Position 18343: 0.010097675819106028
Position 10149: 0.010035975614412539
Position 15708: 0.00939968075413772
Position 14819: 0.008986226492012896
Position 1046: 0.008719029488935279
Position 8798: 0.008408987245925087
Position 2523: 0.008021249508963015
Position 4083: 0.007975695913196442
Position 1327: 0.007477556107028841
Position 19182: 0.007465014808474831
Position 8065: 0.006780700191566018
Position 6809: 0.006747375060325701
Position 18018: 0.0064294382256712065
Position 2325: 0.005548130451880014
Position 8324: 0.0047957076536022806
Position 252: 0.004271743187392572
Position 4459: 0.003712764721129429
Position 6779: 0.0035187549922711843
Position 13925: 0.0034647467076864553
Position 21549: 0.0029327400360411437
Position 3688: 0.0025732454317846888
Position 711: 0.002435251708548213
Position 10202: 0.002207512188282472
Position 174: 0.002074089582755494
Position 3335: 0.0016509698902362634
Position 826: 0.0016345642765783156
Position 2033: 0.0012150948172960387
Position 432: 0.0011709991682619476
Position 6132: 0.0011038074596533458
Position 674: 0.0010137208109830334
Position 2375: 0.0009115368360802187
Position 943: 0.0007401281503942077
Position 9436: 0.0006901902104940043
Position 2330: 0.0006600858685913171
Position 21338: 0.0006071706045574091
Position 9804: 0.0006023934671492361
Position 197: 0.0005920790522534375
Position 20595: 0.0005907226538149172
Position 2518: 0.0005366862802675742
Position 3161: 0.0005296751635043491
Position 947: 0.0004897739757648393
Position 830: 0.00048802167262527747
Position 1789: 0.0004710254795513729
Position 493: 0.0004058750329668642
Position 13782: 0.0003772303552757052
Position 553: 0.00037035534111669284
Position 2539: 0.00035088370874323095
Position 19264: 0.00029741632715916776
Position 20781: 0.0002887841496803308
Position 9398: 0.00014644095774044575
Position 3702: 0.0001415587142647344
Position 3310: 8.249252255441662e-05
Position 3319: 5.797673472919755e-05
Position 21598: 5.037630730514413e-05
Position 1361: 5.014521877352349e-05
Position 21431: 4.7654099951664216e-05
Position 339: 2.5097055332902818e-05
Position 1026: 2.355189465456122e-05
Position 1064: 2.3469560654440356e-05
Position 3323: 1.8633394825232136e-05
Position 3339: 1.6937721333592498e-05
Position 377: 1.0916782322869831e-05
Position 111: 8.001987232182754e-06
Position 19671: 6.170607344289624e-06
Position 522: 1.9964454668197585e-06
Position 2023: 1.4702509350884285e-06
Position 1147: 9.511530785661175e-07
Position 234: 7.373893407115593e-07
Position 9350: 4.453178006677461e-07
Position 352: 3.2079474005926334e-07
Position 299: 2.786813408520612e-07
Position 422: 2.474217208043773e-07
Position 109: 2.132683578275349e-07
Position 444: 1.707173041231821e-07
Position 279: 1.7041188766340866e-07
Position 88: 1.304476606128512e-07
Position 301: 1.1904285009109855e-07
Position 45: 8.987689100333819e-08
Position 460: 6.394037664503264e-08
Position 309: 1.843991648016423e-08
Position 805: 5.451494838535824e-09

Sorted 3' Splice Sites (High to Low Probability):
