Gene = Urad
index = 1168
Annotated 5SS: [284]
Annotated 3SS: [6974]
SMsplice 5SS: [284]
SMsplice 3SS: [6974]
top_k =  500
Partition function (log Z): -7.699450591403149

Sorted 5' Splice Sites (High to Low Probability):
Position 284: 0.9735312012893713
Position 2259: 0.4817229227776488
Position 3279: 0.22458885471429157
Position 2023: 0.06347789416675816
Position 6473: 0.06179715916516846
Position 6072: 0.04417814781621663
Position 124: 0.03901404730229642
Position 2380: 0.025839250662231108
Position 7056: 0.021505867132844067
Position 6936: 0.0182515547550701
Position 6850: 0.016239417839767734
Position 4948: 0.0138114215558856
Position 4624: 0.013726027066763385
Position 4393: 0.013366011489105033
Position 2228: 0.012252437724892236
Position 1630: 0.009590958551922796
Position 4665: 0.008286832998466831
Position 3384: 0.0073481406551833255
Position 2222: 0.007248672890589831
Position 3424: 0.007234950628109322
Position 3998: 0.0070850080087664575
Position 883: 0.006820651495421005
Position 6712: 0.005601236892862196
Position 7074: 0.005551924813225159
Position 5014: 0.005315134018079706
Position 118: 0.004404903837093099
Position 5429: 0.004174711752388789
Position 2094: 0.0029212659351665893
Position 6404: 0.00255163936743179
Position 464: 0.0025107959602276484
Position 6812: 0.0021346556012586536
Position 4934: 0.001784088054731158
Position 4698: 0.001773636197862934
Position 1622: 0.0016431374576788933
Position 6755: 0.0014778636691537596
Position 2216: 0.0014763828827343505
Position 515: 0.0012680254862691151
Position 6313: 0.0012454653477370324
Position 598: 0.0011316467435692676
Position 2651: 0.0009605022733669393
Position 1641: 0.0008755119559180342
Position 568: 0.0007887170625418197
Position 721: 0.0006054943886058187
Position 302: 0.0004964294690439753
Position 1672: 0.00040607665375675864
Position 7134: 0.00038776301572404886
Position 1362: 0.0003411316126722744
Position 172: 0.00033748470975557705
Position 777: 0.00032934977948135196
Position 1311: 0.00030450603519435314
Position 1130: 0.00019411166922519456
Position 960: 0.00017727578552850548
Position 1364: 0.00016574481697759398
Position 1316: 0.00014086797495763796
Position 1924: 0.000137947402609924
Position 157: 0.0001303326667500063
Position 1124: 0.00010655902125909143
Position 1292: 9.881491184345094e-05
Position 1666: 8.1865674453522e-05
Position 311: 6.108925361804139e-05
Position 2665: 4.530656945484964e-05
Position 7: 1.8369271643842382e-05
Position 151: 7.772599621662774e-06
Position 95: 6.3282871708449356e-06
Position 159: 3.464229470421013e-06
Position 207: 3.1625884539552104e-06
Position 430: 2.98511349292908e-06
Position 300: 2.1835869834803774e-06
Position 326: 1.720101325873453e-06
Position 1910: 1.2821033554281309e-06
Position 999: 1.2611599916068078e-06
Position 2234: 1.1418200038945513e-06
Position 2370: 1.105992301202656e-06
Position 1366: 1.023532212367391e-06
Position 1370: 1.0093311574242566e-06
Position 1368: 9.804280046715179e-07
Position 1372: 7.264133442031118e-07
Position 1170: 7.222873560296317e-07
Position 1374: 5.932775582305045e-07
Position 840: 4.548573029593853e-07
Position 1420: 4.2192525549585516e-07
Position 541: 4.207058449775243e-07
Position 1351: 4.1613660732681013e-07
Position 1376: 4.0862569653280895e-07
Position 824: 4.081895777459159e-07
Position 1378: 3.769641076551108e-07
Position 1416: 3.596779498283261e-07
Position 875: 3.516564341825418e-07
Position 11: 3.115232251950105e-07
Position 1380: 2.933053575524053e-07
Position 1382: 1.0339562906711079e-07
Position 215: 9.13327976369057e-08
Position 9: 7.895852459604002e-08
Position 202: 1.8312061675717634e-08
Position 367: 1.9742721267708572e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 6974: 0.6490893830518825
Position 2171: 0.519086886630473
Position 3129: 0.14773381225237464
Position 6169: 0.1211698113290195
Position 6604: 0.11098584730029376
Position 3152: 0.07070133943249496
Position 7166: 0.05876672306305274
Position 6811: 0.047173415635996654
Position 5917: 0.04033977972599891
Position 1517: 0.0351541036092634
Position 4571: 0.0311210853154631
Position 4841: 0.02288321587112527
Position 6936: 0.018679617689054066
Position 2964: 0.018369338285842588
