Gene = A830018L16Rik
index = 80
Annotated 5SS: [   533  97961 104605 131178 148887 174442 182213 333987 384462 415787
 519487 536952 557998]
Annotated 3SS: [ 97812 104472 131048 148857 174268 182045 333859 384375 415709 519438
 536857 557940 560817]
SMsplice 5SS: [   533   9139  12282  35701  66328  97961 104605 128447 131178 174442
 181949 182213 190033 210531 211422 229090 238479 286165 312795 333996
 338035 367797 374791 384462 389857 391367 399875 415467 415787 449445
 536952 547371 557998]
SMsplice 3SS: [  9050  12165  35599  66253  97812 104472 128337 131048 174268 181798
 182045 189920 210450 211332 228992 238410 286058 312677 333859 337906
 367707 374548 384375 389750 391283 399750 415331 415709 449348 536857
 547260 557940 560817]
top_k =  500
Partition function (log Z): -252.2133177159294

Sorted 5' Splice Sites (High to Low Probability):
Position 9139: 0.8506209555264972
Position 533: 0.7612183489519868
Position 12282: 0.5362883292624523
Position 8579: 0.5050678747751978
Position 1501: 0.30145336961802377
Position 6813: 0.29602260504686856
Position 6104: 0.1993160214221743
Position 230: 0.1696573337788973
Position 4288: 0.14745742744934848
Position 7071: 0.10672622619894699
Position 732: 0.07675292956693298
Position 1278: 0.02208306897980912
Position 13103: 0.01266299784565128
Position 12729: 0.010839092925651687
Position 831: 0.006078277566108392
Position 207: 0.004814576723730604
Position 3940: 0.004811472475684055
Position 631: 0.004784116396180595
Position 4874: 0.0035698725380781597
Position 2498: 0.00335841660187106
Position 5565: 0.002328520821547661
Position 4520: 0.0022828750671657068
Position 6082: 0.0020661741040692173
Position 3782: 0.001780391175117197
Position 1233: 0.0015894190963694303
Position 1506: 0.0015169586345908747
Position 400: 0.0013012274722316549
Position 546: 0.0009498491768210568
Position 2897: 0.0009448203752443524
Position 6167: 0.0008661469185900966
Position 5262: 0.0007785105716594386
Position 1554: 0.0006916970633876634
Position 290: 0.0004932247180109309
Position 1224: 0.0003269043255628923
Position 6805: 0.0001729352226571317
Position 255: 0.00015321269293687095
Position 1286: 6.041949755974718e-05
Position 405: 4.145946247995381e-05
Position 286: 1.972840531814271e-05
Position 966: 1.0599135520841283e-05
Position 821: 9.3410279834299e-06
Position 556: 8.332639413770318e-06
Position 519: 6.782868510240925e-06
Position 1842: 5.4713918930485654e-06
Position 840: 3.6057639855188233e-06
Position 577: 3.548939951176397e-06
Position 56: 3.4067131352170347e-06
Position 1863: 2.8020195353257077e-06
Position 347: 2.5700519145129378e-06
Position 277: 1.9721542820009448e-06
Position 586: 1.8364592465383348e-06
Position 89: 1.8120118126557581e-06
Position 413: 1.6496141255417211e-06
Position 68: 1.2150027162895647e-06
Position 306: 8.926061896198161e-07
Position 258: 8.751127934725527e-07
Position 580: 5.64064746604532e-07
Position 583: 4.891848533238779e-07
Position 39: 1.1792857576255589e-07
Position 8: 7.858665708596994e-08
Position 474: 6.167820189818763e-08
Position 363: 6.036213256704611e-08
Position 456: 5.958403996237563e-08
Position 526: 5.5730260844703435e-08
Position 280: 3.8640266024160827e-08
Position 433: 6.283973528128246e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 9050: 0.7961295002988331
Position 8467: 0.5114565571996106
Position 12165: 0.4571984484915026
Position 6558: 0.3132668648546163
Position 1340: 0.15445954448803673
Position 5798: 0.1435277720901822
Position 13390: 0.1313606329127954
Position 12200: 0.11578661158679558
Position 17204: 0.11039660205373837
Position 13565: 0.10494572271461883
Position 14308: 0.09775913124873493
Position 1367: 0.09774021698889539
Position 6922: 0.07831404275982604
Position 12368: 0.07494962680175633
Position 4198: 0.06597399038029521
Position 4233: 0.06354297681915044
Position 12522: 0.0634966668393029
Position 13002: 0.061144136547502434
Position 13628: 0.05495393812823217
Position 9089: 0.04890166808576317
Position 1400: 0.0409267310373842
Position 6052: 0.038431485047262515
Position 7047: 0.037327518685390616
Position 13408: 0.03705838131214229
Position 13102: 0.032479051283993664
Position 13266: 0.030784354464637516
Position 1045: 0.022766019313728812
Position 11663: 0.022227641990802936
Position 12901: 0.019904137766455755
Position 9752: 0.019175084677795075
Position 5710: 0.018843838530813974
Position 8991: 0.01680623410726465
Position 4151: 0.015978091469827854
Position 6522: 0.014442361808339695
Position 14336: 0.010359162994767784
Position 9730: 0.007441305148446321
Position 493: 0.006985001713958266
Position 9781: 0.0069382122130997245
Position 4455: 0.006290895435360039
Position 677: 0.005966989892720152
Position 12471: 0.005888707010552895
Position 3707: 0.00555505968907694
Position 11099: 0.0050384602294842856
Position 630: 0.004713160013444023
Position 4767: 0.004661694069869839
Position 10960: 0.004025887090049267
Position 12439: 0.0038775821271931077
Position 2304: 0.0038058664511566257
Position 573: 0.002899696571881362
Position 10865: 0.0024237461999930907
Position 5405: 0.002328520821547677
Position 5747: 0.0020854259666276084
Position 613: 0.00194455962718225
Position 12315: 0.0017228096354497434
Position 3073: 0.0016951016977044208
Position 3983: 0.0016399073867416195
Position 1453: 0.0016138174833817012
Position 3356: 0.0014702131197608568
Position 5163: 0.0012898553734649613
Position 3560: 0.0012222080679298803
Position 1232: 0.0012169000596884594
Position 6363: 0.0012149183914269288
Position 403: 0.0011234998983371178
Position 1344: 0.001100709812622243
Position 663: 0.001097911982783701
Position 1385: 0.0010711789681557395
Position 4964: 0.000983373033051299
Position 6249: 0.0009347772111068973
Position 1103: 0.0009032657274739139
Position 1322: 0.0008682195528774607
Position 3866: 0.0008115347056787158
Position 1313: 0.0007965751293397837
Position 425: 0.0007763031382751829
Position 2782: 0.0007295894301908857
Position 2683: 0.0006939735584613898
Position 713: 0.0006879196927723558
Position 4487: 0.0006600195914199105
Position 6634: 0.0006326331672973069
Position 625: 0.0006261952471543602
Position 369: 0.0005452993546195905
Position 4086: 0.0005243866643619258
Position 1096: 0.0005193580881921849
Position 373: 0.00045048026795138527
