Gene = Bcas2
index = 172
Annotated 5SS: [ 211  386 1691 2847 4015 5765]
Annotated 3SS: [ 292 1619 2684 3963 5683 6699]
SMsplice 5SS: [ 211  386 1691 2847 5765]
SMsplice 3SS: [ 292 1619 2684 5683 6699]
top_k =  500
Partition function (log Z): 8.031824739191766

Sorted 5' Splice Sites (High to Low Probability):
Position 211: 0.9847078450172287
Position 5765: 0.9710126453455754
Position 1691: 0.9587306955897161
Position 386: 0.9266825840621837
Position 2847: 0.7313272774940796
Position 4015: 0.5310126256711375
Position 6485: 0.19243534808388926
Position 5075: 0.15789517572529488
Position 2836: 0.10377440011492944
Position 6895: 0.08025145260226361
Position 403: 0.07092972146809058
Position 6937: 0.05398410066107731
Position 2916: 0.03729655129486164
Position 6510: 0.03565737643458465
Position 4886: 0.026763892521757267
Position 1712: 0.02435297689111337
Position 5179: 0.021078324233594684
Position 5498: 0.012561342528308135
Position 6713: 0.010555657039728225
Position 6840: 0.010393018181410344
Position 2268: 0.010363379070693074
Position 4995: 0.010271963679216503
Position 4295: 0.00991080058335797
Position 5505: 0.008470282494079655
Position 977: 0.007417991491974057
Position 5494: 0.006760232422332392
Position 6592: 0.006545308100342762
Position 148: 0.005452097625998619
Position 710: 0.005130847147186253
Position 4709: 0.004685085624287959
Position 2955: 0.003255249924438545
Position 6358: 0.003219085013534384
Position 6914: 0.0029133795484937107
Position 1864: 0.0028089289179443365
Position 6352: 0.002640578837418752
Position 5141: 0.0025017434584723186
Position 6884: 0.002339683180342465
Position 3609: 0.00226900807336179
Position 1317: 0.0020702583784375506
Position 6519: 0.00194176036143119
Position 5769: 0.0018514320915290112
Position 5220: 0.0018436832186584547
Position 136: 0.0018198926969266737
Position 1701: 0.0017518213049845424
Position 5080: 0.0015326932349655764
Position 154: 0.0014718346656687326
Position 5790: 0.0013151182564039492
Position 3387: 0.0012672612403305495
Position 1764: 0.001238891854929241
Position 4961: 0.001233988425270689
Position 1236: 0.0012335139509851926
Position 4570: 0.001222667096980026
Position 1332: 0.0011877573093465443
Position 4931: 0.001158151213112893
Position 3143: 0.0011424274429376207
Position 6396: 0.0011247717131344602
Position 4250: 0.0011142819401509004
Position 5327: 0.0010801576162866168
Position 2782: 0.001023017857636904
Position 811: 0.0009707466527122882
Position 5128: 0.0009150140113751544
Position 628: 0.000834537938970495
Position 660: 0.0007202113917296839
Position 2418: 0.0007173593679620873
Position 3938: 0.000696796376226366
Position 1241: 0.0006699481555181779
Position 2838: 0.000568132041578834
Position 626: 0.0005638738573714702
Position 6344: 0.0004984811642074267
Position 6921: 0.0004730037511449936
Position 4143: 0.00044115913929244395
Position 226: 0.00040303801385597256
Position 437: 0.00039325510988922046
Position 2291: 0.0003869156413309757
Position 390: 0.00034610782701718576
Position 3193: 0.00031887531448639405
Position 2662: 0.00030864035109574314
Position 2473: 0.0003066758702562377
Position 6448: 0.0002834554356335877
Position 6887: 0.00027883362939954483
Position 518: 0.0002732172872254176
Position 2510: 0.00024264010924129772
Position 1310: 0.00022151025764403855
Position 1733: 0.00020774173242574451
Position 614: 0.00019967934838673263
Position 512: 0.00019675725818008364
Position 616: 0.000194337793454207
Position 1214: 0.00019423542229299749
Position 1771: 0.00018444746071816952
Position 634: 0.00017884031068010457
Position 7208: 0.00017672192666043956
Position 632: 0.00017407085867589175
Position 1217: 0.00016826301028168724
Position 6150: 0.00016706689218527125
Position 1058: 0.00016638417297063288
Position 1224: 0.00016388036519224093
Position 4511: 0.00015994350748673716
Position 630: 0.00015595838251383735
Position 2464: 0.00014597257046754735
Position 636: 0.00013966877616447
Position 215: 0.00013127455590730613
Position 6583: 0.0001239759658682343
Position 6881: 0.0001226499412128942
Position 2241: 0.00011898986443479021
Position 1051: 0.00011846189191711722
Position 694: 0.00010928786107129952
Position 6349: 0.00010655140106217298
Position 592: 9.799471744836612e-05
Position 2675: 9.79215034783017e-05
Position 1440: 9.696777484833428e-05
Position 1144: 9.520692984761123e-05
Position 638: 8.973980783333361e-05
Position 1170: 8.914017101931723e-05
Position 1221: 8.460702812814455e-05
Position 199: 8.354468480048304e-05
Position 1760: 7.13056709369209e-05
Position 2486: 6.27304188622425e-05
Position 950: 6.012620829002221e-05
Position 151: 5.7029504284644525e-05
Position 221: 5.507798107355207e-05
Position 990: 5.073814393284873e-05
Position 640: 4.8699442418103674e-05
Position 3944: 4.674522220797819e-05
Position 477: 4.114662494831868e-05
Position 561: 3.785923395106508e-05
Position 793: 3.674045067426638e-05
Position 813: 3.485992106365223e-05
Position 1270: 3.416662097427043e-05
Position 2377: 3.415597753908719e-05
Position 5773: 3.224591204077538e-05
Position 642: 3.214217171719762e-05
Position 1108: 3.1545539689491905e-05
Position 1166: 3.0748010227959495e-05
Position 952: 3.0226792286043058e-05
Position 993: 2.863343513252253e-05
Position 2563: 2.72619233600336e-05
Position 1010: 2.7010397273755807e-05
Position 2326: 2.6432979170854997e-05
Position 606: 2.6037760504747188e-05
Position 1004: 2.5074933900445306e-05
Position 235: 2.1939855644647598e-05
Position 6300: 2.1589396664810257e-05
Position 2289: 1.968295404134344e-05
Position 2494: 1.8238901432770365e-05
Position 27: 1.7790454450584553e-05
Position 1261: 1.7685344620028275e-05
Position 6327: 1.756479895607027e-05
Position 516: 1.7439643436314412e-05
Position 6285: 1.7030872992382273e-05
Position 5783: 1.5561629987742687e-05
Position 108: 1.055822460817266e-05
Position 3344: 7.423356721758212e-06
Position 3744: 7.048897548524457e-06
Position 5792: 6.4782216400945405e-06
Position 5771: 5.481047457520065e-06
Position 29: 4.620702222901125e-06
Position 36: 3.2815383569092565e-06
Position 31: 2.4059581980342673e-06
Position 2558: 1.686167371822265e-06
Position 57: 2.527501252901061e-07
Position 2711: 2.3293236578127316e-07
Position 7011: 2.0636819002997542e-07
Position 392: 1.7730694343939767e-07
Position 459: 8.403423944632009e-08
Position 454: 6.663716620838711e-08
Position 526: 3.394493302679023e-09
Position 746: 2.9711168734550084e-09
Position 498: 2.560744672972034e-09
Position 485: 2.3698080652425088e-09
Position 786: 8.774359706257493e-10
Position 305: 2.331435387131264e-10
Position 452: 1.861577925196423e-10
Position 279: 2.600801291189858e-13
Position 285: 1.108462783840688e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 292: 0.9902067621777133
Position 5683: 0.9747375677346369
Position 6699: 0.9475411023326645
Position 1619: 0.7934030729983235
Position 2684: 0.4557218166302245
Position 2710: 0.33793483578573175
Position 3847: 0.19714248206056761
Position 4851: 0.19009345459737148
Position 1578: 0.1845799853706369
Position 3963: 0.15494509898642558
Position 6380: 0.15414177263542223
Position 3920: 0.11584315043925768
Position 6217: 0.09782528620569383
Position 2766: 0.05944681484853246
Position 7301: 0.03770857611797473
Position 3929: 0.036552394347093786
Position 7371: 0.033551478773037754
Position 7045: 0.028496259565243966
Position 5112: 0.026169852890888027
Position 7048: 0.023363294695838022
Position 7100: 0.02030754863667955
Position 5372: 0.018599063641194985
Position 7005: 0.015924820776577277
Position 6484: 0.015863990105105245
Position 2600: 0.015437901797039433
Position 7063: 0.013923565510073954
Position 2191: 0.009297776949912656
Position 3868: 0.00856132101759252
Position 4880: 0.007834973444720384
Position 858: 0.006350308679820943
Position 4165: 0.005328175354495453
Position 6270: 0.0052540662143230514
Position 1155: 0.005067204630236455
Position 515: 0.004153628334890422
Position 3905: 0.0040834119850326955
Position 3853: 0.003930364921291886
Position 4764: 0.0036498466037516134
Position 7084: 0.003470853677546707
Position 5440: 0.003415571262108684
Position 2740: 0.003342553229280493
Position 3876: 0.003040493345015319
Position 3631: 0.00294378425084462
Position 1499: 0.002752697765773739
Position 4931: 0.0027382440596337597
Position 3937: 0.002673592560163801
Position 6751: 0.002465215987478279
Position 3879: 0.0023444565594607746
Position 316: 0.0023402874037714624
Position 3466: 0.0023045322725947486
Position 2933: 0.0021969853614265565
Position 4589: 0.002120236632120926
Position 540: 0.001998468073974557
Position 1623: 0.0018088538047962414
Position 494: 0.001802795826173867
Position 2349: 0.0017219742926479788
Position 1648: 0.0016890095730967413
Position 4203: 0.0015165605085650762
Position 693: 0.0015111304397555153
Position 4262: 0.0014358801245537463
Position 2772: 0.001383152719325006
Position 1767: 0.0013786238762767886
Position 6143: 0.001215686283144901
Position 4487: 0.0011258959011768448
Position 1681: 0.001036038530517704
Position 5064: 0.0009572422815941317
Position 2144: 0.0009273358985105339
Position 2632: 0.0009247828957144754
Position 1170: 0.0009107336509925712
Position 2778: 0.0009045080824017705
Position 4184: 0.0008931006065980492
Position 896: 0.0008056730960500562
Position 6149: 0.0008040534318283823
Position 4567: 0.0007902863744347414
Position 1371: 0.0007886846308754908
Position 2698: 0.0006308433299428031
Position 1405: 0.000613015854827717
Position 4464: 0.0006042637871607608
Position 5697: 0.0005825709994242653
Position 4622: 0.0005799310194489132
Position 3324: 0.000566232621786889
Position 3286: 0.0005652191756601977
Position 7236: 0.0005506298918386364
Position 477: 0.0005504483588685447
Position 4749: 0.0005473109318008854
Position 3705: 0.0005114122398976328
Position 6246: 0.00043963652782680524
Position 5161: 0.00041858105203547007
Position 7192: 0.0004125600392036597
Position 4051: 0.0003874749189497932
Position 1315: 0.00036942764471785145
Position 5711: 0.0003692335058297383
Position 4205: 0.00035263534216260924
Position 4593: 0.00031901297883580215
Position 3676: 0.0002845972268029543
Position 3239: 0.0002748665377436274
Position 1535: 0.00027270728089544657
Position 6062: 0.0002587864260914145
Position 313: 0.00024504009684765107
Position 481: 0.00024161926678316814
Position 4885: 0.00022944640383320287
Position 2814: 0.00020358893560837391
Position 2216: 0.0001927289747309228
Position 6458: 0.00018611406643977233
Position 1004: 0.00018489033124824682
Position 2509: 0.0001813899859616367
Position 6285: 0.00018039356869684346
