Gene = Pmvk
index = 827
Annotated 5SS: [  199  9908 13136]
Annotated 3SS: [ 9754 13005 13972]
SMsplice 5SS: [  199  9908 13136]
SMsplice 3SS: [ 9712 13005 13972]
top_k =  500
Partition function (log Z): -2.3570196973741875

Sorted 5' Splice Sites (High to Low Probability):
Position 13136: 0.9853114662816876
Position 199: 0.8541723741670862
Position 9908: 0.7608378511766728
Position 2376: 0.44334027156096284
Position 7405: 0.27774217109670796
Position 5209: 0.2451560069371091
Position 7349: 0.18847720464112758
Position 402: 0.17358548489050968
Position 158: 0.13608806590077024
Position 13510: 0.10328072601600347
Position 4967: 0.09274707797113724
Position 4924: 0.08467638549491083
Position 2449: 0.07921387736127239
Position 2682: 0.05805939966317904
Position 5048: 0.054958750257584454
Position 12853: 0.03564285819925571
Position 14247: 0.011237280177338486
Position 10082: 0.009193370808832724
Position 2638: 0.008611872855833574
Position 13376: 0.006920024256216404
Position 14195: 0.0065063597217995045
Position 13444: 0.0057662243299730865
Position 3350: 0.00532528694635923
Position 179: 0.005218214342702969
Position 5862: 0.004877237536544595
Position 13835: 0.003464022262612834
Position 4578: 0.0030680025901804906
Position 13140: 0.00258872395862137
Position 13884: 0.002342188576893166
Position 13009: 0.0021387433196337524
Position 209: 0.001534552696872378
Position 3123: 0.0013848648604166754
Position 13372: 0.0012920829912854885
Position 2364: 0.0012079156054181194
Position 13825: 0.0010602620360805047
Position 2711: 0.000998835309817702
Position 13473: 0.0009277435351226649
Position 3687: 0.0009121322150859958
Position 13792: 0.0009027008738662795
Position 358: 0.0008496097019583146
Position 538: 0.0007402266371533063
Position 505: 0.0005926126804776722
Position 1805: 0.0005662823825749517
Position 154: 0.0005571261753261692
Position 14230: 0.0005471703706672092
Position 14172: 0.00047688025579793514
Position 548: 0.0003919775887478645
Position 553: 0.0003624219021265634
Position 507: 0.0003316070652155745
Position 413: 0.0003294401581375945
Position 879: 0.00030187986416168125
Position 184: 0.0002986891267651787
Position 386: 0.00020575217857296183
Position 1192: 0.00019516839008790787
Position 1741: 0.00018962010302225107
Position 1359: 0.0001779209430785698
Position 13594: 0.0001748310334825659
Position 787: 0.00016255359851804628
Position 492: 0.00015918525783931893
Position 3289: 0.00014388893505309496
Position 2384: 0.0001413687314977709
Position 558: 0.00014136520368546307
Position 224: 0.00013707068304099119
