Gene = Mrfap1
index = 696
Annotated 5SS: [570]
Annotated 3SS: [827]
SMsplice 5SS: [570]
SMsplice 3SS: [827]
top_k =  500
Partition function (log Z): -5.608365455671291

Sorted 5' Splice Sites (High to Low Probability):
Position 570: 0.9920746163730768
Position 227: 0.3020749510950175
Position 221: 0.12057730285917172
Position 146: 0.09004313537726065
Position 142: 0.08238869498100597
Position 759: 0.008000072369762854
Position 197: 0.006826727204877333
Position 72: 0.003597881721169367
Position 26: 0.0031545725311674867
Position 732: 0.003059591668917212
Position 298: 0.002549427012507914
Position 1129: 0.001931936945699131
Position 553: 0.0015300220398857512
Position 152: 0.001050011133986448
Position 604: 0.001017373951327995
Position 1047: 0.0008288526702144312
Position 117: 0.0007175244769347732
Position 99: 0.0006956727785327334
Position 349: 0.00047778466887826027
Position 256: 0.0004583423003380977
Position 42: 0.0003823220015280556
Position 1529: 0.00031489905858798683
Position 46: 0.00027034683722659185
Position 1407: 0.00021846158401190465
Position 389: 0.00014848114733259258
Position 78: 0.0001477364768748241
Position 515: 0.00011822380323399422
Position 155: 0.00010946554507981203
Position 269: 9.496174445073115e-05
Position 19: 9.314735046383465e-05
Position 547: 8.724902736201014e-05
Position 708: 8.542721255450599e-05
Position 524: 7.591724481810723e-05
Position 65: 5.379832254078884e-05
Position 1194: 4.763511541346658e-05
Position 1006: 4.522834945456008e-05
Position 910: 4.520329455676237e-05
Position 742: 2.1644362114943355e-05
Position 1050: 1.1414738211395034e-05
Position 1418: 1.0788762861326117e-05
Position 849: 1.0501803070287148e-05
Position 799: 1.0470091785204806e-05
Position 854: 9.944105877370956e-06
Position 594: 7.011972396369635e-06
Position 697: 6.839273536683134e-06
Position 429: 2.5774049815588904e-07
Position 1063: 1.7739863498315165e-08
Position 1013: 1.7524939226454503e-08
Position 636: 1.2266155171075284e-08
Position 663: 1.0960546777130636e-08
Position 624: 1.0615366723694965e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 827: 0.9285572309104335
Position 427: 0.6072885472958288
Position 1317: 0.02015376677520806
Position 782: 0.011011764357312938
Position 1224: 0.008891058151711847
Position 1288: 0.0064092630582371435
Position 644: 0.004715679028387111
Position 663: 0.004133102576268431
Position 1565: 0.003935440994875469
Position 835: 0.0034783308062931173
Position 1328: 0.003082658293604891
Position 1193: 0.003049147264262368
Position 1257: 0.00275663289326717
Position 669: 0.002633174722441835
Position 1263: 0.0015206075045152178
Position 1684: 0.001503196779826753
Position 660: 0.0014272984324889177
Position 466: 0.0011211066671645718
Position 376: 0.0010923284285983467
Position 1296: 0.0010384021421353175
Position 469: 0.000908893521357026
Position 704: 0.000868495959796004
Position 1859: 0.000638422984884084
Position 1546: 0.0004778989264779495
Position 1337: 0.00042560542669142684
Position 445: 0.0004080239852471927
Position 226: 0.0003835541154249734
Position 487: 0.00035502129449535325
Position 1118: 0.00023160720731692637
Position 1747: 0.00021769538761619574
Position 1299: 0.00020247271325604573
Position 1591: 0.0001812990879497699
Position 1385: 0.00017397954546640316
Position 313: 0.00016437618686671626
Position 1633: 0.00014846572833085534
Position 1611: 0.00014314975873961518
Position 346: 0.00012487623404475835
Position 687: 0.00011946410928783955
Position 1657: 0.00010798975312993857
Position 160: 0.00010679122800482726
Position 1864: 8.9247532035467e-05
Position 1144: 7.653042694793903e-05
Position 1636: 7.25316846606925e-05
Position 1735: 7.193332684112334e-05
Position 1455: 7.177503301185613e-05
Position 382: 7.022310183895205e-05
Position 1462: 6.868326342827382e-05
Position 1363: 6.85724263737859e-05
Position 520: 6.130241789002372e-05
Position 481: 6.03788758374456e-05
Position 1840: 4.7120591246521465e-05
Position 636: 4.352621336127763e-05
Position 388: 4.00552037755093e-05
Position 490: 3.981102126058148e-05
Position 91: 3.9691519456477456e-05
Position 280: 3.773781484883504e-05
Position 256: 2.6456807937985647e-05
Position 408: 2.6351365077367997e-05
Position 1688: 2.4478410310520293e-05
Position 854: 2.281214199038629e-05
Position 217: 2.2666159462301155e-05
Position 1271: 2.0984921471683257e-05
Position 394: 1.8780705642847956e-05
Position 220: 1.8709083971632192e-05
Position 1586: 1.8369060205052315e-05
Position 697: 1.6918025619150135e-05
Position 403: 1.492518049524147e-05
Position 1125: 9.890151410453711e-06
Position 740: 9.81339407988591e-06
Position 1265: 9.466956055659025e-06
Position 1533: 9.151665679326758e-06
Position 732: 7.776416515400947e-06
Position 406: 7.511860182901663e-06
Position 241: 6.991180781277313e-06
Position 1773: 6.670397394384124e-06
Position 289: 4.853711562503308e-06
Position 117: 4.2139795553429826e-06
Position 499: 3.973869767415373e-06
Position 244: 3.816418112045038e-06
Position 716: 3.084474518363124e-06
Position 211: 3.073426965622474e-06
Position 124: 2.715183886757638e-06
Position 508: 1.5969639033260428e-06
Position 99: 1.402415674660788e-06
Position 150: 1.363683998101034e-06
Position 536: 1.3506593781523171e-06
Position 137: 1.0200065327868317e-06
Position 202: 9.784346365756689e-07
Position 235: 6.743564040922264e-07
Position 168: 5.741636100084359e-07
Position 736: 4.617922245643998e-07
Position 253: 4.022094105739459e-07
Position 173: 3.857374918112732e-07
Position 747: 3.453224663067525e-07
Position 165: 2.387104818041826e-07
Position 355: 1.9874770753801235e-07
Position 541: 1.7118700977355206e-07
Position 538: 1.2194580218889094e-07
Position 560: 1.1832690429330837e-07
Position 1032: 7.04982152401775e-08
Position 170: 6.775868540667146e-08
Position 547: 1.67319873665572e-09
