Gene = Tdo2
index = 1066
Annotated 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
Annotated 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 17257]
SMsplice 5SS: [  544   879  1882  4566  6713  8118  9218 12281 13478 14770 15733]
SMsplice 3SS: [  772  1790  4494  6584  7930  9109 12168 13419 14689 15641 16840]
top_k =  500
Partition function (log Z): 5.7204620755231845

Sorted 5' Splice Sites (High to Low Probability):
Position 8118: 0.9923530170650012
Position 6713: 0.9855977919454997
Position 12281: 0.9417841079822089
Position 14770: 0.9167713425432942
Position 879: 0.9026909095204367
Position 4566: 0.8079204430466917
Position 1882: 0.775358804542058
Position 13478: 0.706003550938289
Position 15733: 0.7002314480497275
Position 9218: 0.6857486773127451
Position 544: 0.5189116078557244
Position 1256: 0.36449790948361327
Position 4817: 0.3369077709629413
Position 381: 0.27882006090901545
Position 12612: 0.18203692641551675
Position 1895: 0.1144209348622619
Position 8932: 0.11314091449708008
Position 7436: 0.062284376305572015
Position 1909: 0.04567519462026868
Position 12526: 0.0297828909285054
Position 14145: 0.02739957580686365
Position 1319: 0.024391083429540127
Position 14017: 0.023580827707856182
Position 9887: 0.02353465650824328
Position 8906: 0.01907714721096855
Position 1354: 0.0187672318149372
Position 7473: 0.016133747183589384
Position 1481: 0.014556267579284389
Position 11750: 0.01321713391784821
Position 7477: 0.012259819554750206
Position 15755: 0.01188975251634305
Position 10938: 0.011203867190870275
Position 1192: 0.010785118592260697
Position 14057: 0.009429703730535324
Position 11552: 0.009089079630367581
Position 354: 0.008836178756380332
Position 1110: 0.0050004810653710525
Position 16678: 0.0047666066663924166
Position 6657: 0.004765806497698206
Position 1958: 0.004364220149027118
Position 15955: 0.003985328931163624
Position 4286: 0.003755407888094857
Position 2762: 0.0036896793681701215
Position 7806: 0.0034184550548649025
Position 883: 0.003399746817051114
Position 14571: 0.003326300432544487
Position 1691: 0.003311984005843963
Position 6946: 0.003006731058622454
Position 13952: 0.0027604315948259192
Position 8776: 0.0025536139161935183
Position 12229: 0.0025518736576150684
Position 7285: 0.0022436176421093256
Position 7586: 0.0021743638932410067
Position 454: 0.002173400322196082
Position 17264: 0.0021107102414459865
Position 16040: 0.0020894903555795925
Position 6180: 0.0019466931067786293
Position 266: 0.0018999248533568735
Position 4297: 0.0018439721013002014
Position 2881: 0.0017721532390202062
Position 442: 0.0016007195018263184
Position 8701: 0.0014579075945568927
Position 1178: 0.0014516072731812347
Position 1105: 0.0013589134139167533
Position 1328: 0.001344639734404511
Position 513: 0.0012932026999512383
Position 180: 0.001268824590464048
Position 539: 0.0011889911717497539
Position 390: 0.0010863031265287708
Position 109: 0.0010161781422325796
Position 6779: 0.0009852420594060642
Position 190: 0.0009495462992543
Position 49: 0.0009476187773281479
Position 7106: 0.0007713636704329168
Position 6844: 0.0007154397397109854
Position 1395: 0.0006801886451168928
Position 1458: 0.0006061457677949516
Position 274: 0.0005771705898930403
Position 9081: 0.0005518627061318884
Position 183: 0.00043728379973862033
Position 4229: 0.00043024963477952496
Position 7255: 0.0003348221498098739
Position 1128: 0.0003146005812626317
Position 504: 0.0002970514528262526
Position 622: 0.000282496505192762
Position 1063: 0.0002814537318957225
Position 83: 0.00028063891562088244
Position 1241: 0.00024021668751350817
Position 1442: 0.0002111316200257209
Position 1055: 0.0001807598790263025
Position 517: 0.0001628508328303902
Position 7035: 0.0001520597228155836
Position 1500: 0.00011333755589707549
Position 329: 8.913018346261493e-05
Position 488: 6.074280005727239e-05
