Gene = Bcs1l
index = 177
Annotated 5SS: [ 188 1579 1800 2160 2435 2830 3407]
Annotated 3SS: [1185 1659 1964 2370 2659 3288 3521]
SMsplice 5SS: [  94 1800 2160 2830 3407]
SMsplice 3SS: [1659 1964 2659 3288 3521]
top_k =  500
Partition function (log Z): -2.0083716259487883

Sorted 5' Splice Sites (High to Low Probability):
Position 3407: 0.9383563863115151
Position 1800: 0.9070916532620439
Position 2830: 0.7588451541359481
Position 2160: 0.6801509025626192
Position 1579: 0.5482786956391046
Position 2564: 0.3001146892346431
Position 1325: 0.2601345514178313
Position 94: 0.23341107482901205
Position 188: 0.2220048838679872
Position 2435: 0.1445171572828255
Position 749: 0.14333693592378072
Position 259: 0.13724534493279403
Position 305: 0.06305001789663744
Position 551: 0.059155869898722103
Position 527: 0.04708893882104949
Position 827: 0.03796238739435
Position 1335: 0.025410693277061153
Position 2198: 0.024678818549346542
Position 230: 0.02449540978884515
Position 3007: 0.020860908155299285
Position 687: 0.020591276492829328
Position 1900: 0.019427050022352513
Position 500: 0.015663090028888445
Position 668: 0.011457305426016487
Position 1596: 0.008022725275129714
Position 3700: 0.007137557432881006
Position 2899: 0.006426981831605779
Position 531: 0.005457461530839795
Position 3615: 0.0048284819366155
Position 2225: 0.004704698279816696
Position 1775: 0.004296145892016641
Position 2339: 0.004122082201454492
Position 3768: 0.0028553138639542124
Position 1837: 0.002751329134284337
Position 16: 0.002584204822375503
Position 486: 0.0025476585013715696
Position 251: 0.0019064213509118377
Position 3456: 0.0013937086437870434
Position 1010: 0.0012109777305213086
Position 3949: 0.001175801991601594
Position 1329: 0.001175660654362149
Position 650: 0.0011721570390655378
Position 2146: 0.0011630031205926456
Position 756: 0.001116844627843129
Position 2571: 0.0009094265294365716
Position 137: 0.0008897731125113708
Position 3894: 0.0008089487035544315
Position 696: 0.00046474988188811687
Position 3567: 0.00046397751519714793
Position 1893: 0.0004246870430304926
Position 2091: 0.0003089620022039488
Position 579: 0.00029220538292191084
Position 492: 0.00026367427477945536
Position 937: 0.00020045646525208353
Position 1829: 0.00016891087604521725
Position 592: 0.00014687511630412313
Position 792: 0.00013137794614567828
Position 100: 0.00012718153768096263
Position 127: 0.00012640365578012552
Position 290: 7.804598051370134e-05
Position 639: 7.091717727249727e-05
Position 239: 3.055873103938179e-05
Position 441: 2.736415710256395e-05
Position 52: 2.7356967389145285e-05
Position 307: 2.3997158437226887e-05
Position 352: 1.1879654741786574e-05
Position 292: 8.194573162673283e-06
Position 14: 6.232004444956641e-06
Position 117: 4.154422182345169e-06
Position 261: 3.8579087062148575e-06
Position 107: 3.4024521245985753e-06
Position 30: 3.144842061179277e-06
Position 109: 1.8984116845714835e-06
Position 166: 1.8529659095399333e-06
Position 74: 1.8404062569682565e-06
Position 2893: 1.330116728086746e-06
Position 276: 1.1747125670957834e-06
Position 2058: 9.678394658000355e-07
Position 2809: 9.390322751102965e-07
Position 98: 9.116398219755956e-07
Position 282: 5.248559468154106e-07
Position 330: 5.19205892574207e-07
Position 131: 4.029865798590336e-07
Position 129: 1.0641525627582179e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 3521: 0.9851618029716007
Position 1659: 0.9100114835277173
Position 3288: 0.8579476265250936
Position 2659: 0.7304635882125238
Position 1964: 0.5181543540532195
Position 1185: 0.2332677670329819
Position 2370: 0.20562805234598516
Position 1470: 0.19603712882606067
Position 2273: 0.19257573521312482
Position 1217: 0.11306416599324731
Position 1452: 0.09550990055400381
Position 1258: 0.06264358787378585
Position 1513: 0.05399742153418177
Position 1984: 0.052442405039677766
Position 1990: 0.03533124850954101
Position 568: 0.030855770211333
Position 1987: 0.02889368435640138
Position 2078: 0.027418170432527044
Position 1863: 0.026682538535705087
Position 3108: 0.024355595211089875
Position 3328: 0.02129172014701547
Position 2605: 0.019842691728854465
Position 2342: 0.01892384222071794
Position 2015: 0.018277503746295068
Position 2892: 0.01824205153627447
Position 3357: 0.017438691639889776
Position 3127: 0.015064707426723728
Position 1361: 0.01489239724034596
Position 339: 0.014768906731750159
Position 2469: 0.014724185870890144
Position 1292: 0.01461599246574696
Position 4085: 0.014153821269882233
Position 2383: 0.011813198507587684
Position 1328: 0.010730499379199065
Position 3006: 0.008211989446977333
Position 2704: 0.007434472165002347
Position 2712: 0.006611869019259669
Position 1705: 0.005497852491957279
Position 1666: 0.005264178276475169
Position 2478: 0.004869155104264607
Position 187: 0.0045629289467413285
Position 686: 0.004539504108185654
Position 1483: 0.004118502935634599
Position 2664: 0.003429225186242801
Position 393: 0.003270853913612603
Position 2463: 0.0027880840288484845
Position 1899: 0.0027047850776621366
Position 414: 0.002500100616500037
Position 1491: 0.0024079238968736476
Position 1425: 0.002387504410936375
Position 1557: 0.0022730742498448192
Position 1724: 0.0021163871669653478
Position 2089: 0.0020170915525193492
Position 615: 0.001935456115253795
Position 1928: 0.0018644265746020764
Position 4133: 0.0018448596683053957
Position 2086: 0.001755173071602914
Position 1922: 0.0017459337543083142
Position 3779: 0.0016254784932594121
Position 1225: 0.0015629964604624996
Position 3828: 0.001497319662249696
Position 4081: 0.0011679188044313724
Position 653: 0.0011313581329078705
Position 211: 0.0010611176016962205
Position 1271: 0.0009595742056673717
Position 774: 0.0009194066205123224
Position 1891: 0.0008474409670404584
Position 2870: 0.0007995979683047913
Position 1685: 0.0007317088320904915
Position 3890: 0.0006929714521134524
Position 3870: 0.0005411110904862066
Position 3673: 0.0005296451146057918
Position 2915: 0.0005282452044550767
Position 3594: 0.0005099060328724686
Position 509: 0.0004966659610643056
Position 356: 0.0004907661661960989
Position 885: 0.0004757691645879515
Position 1167: 0.0004745524667813724
Position 1970: 0.00047440414229460903
Position 1132: 0.00045453370232549303
Position 1774: 0.0004437082817365444
