Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573]
SMsplice 3SS: [1904 4421 5779]
top_k =  500
Partition function (log Z): -3.3408976420478727

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.9345487805149966
Position 2077: 0.6519211185200029
Position 279: 0.6147680221770767
Position 5849: 0.5261830068152752
Position 106: 0.40284829958448926
Position 802: 0.3851404078763729
Position 4933: 0.2531002736321844
Position 3251: 0.2518081644591455
Position 1973: 0.0755781589314387
Position 1637: 0.03496041608608725
Position 5367: 0.03225529701337914
Position 4957: 0.031249318990147816
Position 5127: 0.030596411714070397
Position 2492: 0.02988780111771171
Position 2060: 0.028172155039038107
Position 3669: 0.021660303179975558
Position 1625: 0.021577366720593558
Position 1607: 0.01724877624716353
Position 41: 0.01638918855341873
Position 305: 0.010738055152228771
Position 957: 0.008291706228645593
Position 5577: 0.005418298815643108
Position 132: 0.005394429488808428
Position 1352: 0.004116012241876961
Position 180: 0.003828913356595701
Position 1677: 0.003392004691646172
Position 1370: 0.002817907007301241
Position 211: 0.00263085855251631
Position 6077: 0.002612939822464644
Position 4570: 0.001762993106088994
Position 4583: 0.001475979700717159
Position 5661: 0.001355549785193089
Position 1339: 0.0013452481196639502
Position 4558: 0.001217722622840328
Position 574: 0.0011797055505540644
Position 6013: 0.0011771244143643459
Position 5460: 0.0010814063845379011
Position 4918: 0.001079202781602521
Position 1861: 0.0008239139064787606
Position 5834: 0.0004608459816019324
Position 4897: 0.00043630856197974014
Position 4257: 0.00043322724596262256
Position 1753: 0.0004145356015362066
Position 2018: 0.0003231604180988466
Position 1485: 0.00026106707630634256
Position 5887: 0.00022955022208569738
Position 1046: 0.0002286642451793545
Position 5807: 0.00021592561883510602
Position 87: 0.00018076684565254163
Position 4480: 0.00018057460400271625
Position 3623: 0.00014499131981303876
Position 2027: 0.00011910841579930448
Position 3499: 0.00010201036780198508
Position 5087: 9.382619726136044e-05
Position 4525: 6.30113816132173e-05
Position 228: 4.945760328482362e-05
Position 1994: 4.9322663153157895e-05
Position 283: 3.1893412403776386e-05
Position 21: 2.790610100374843e-05
Position 199: 2.5110235199598067e-05
Position 271: 2.335817779066961e-05
Position 127: 1.709615633706605e-05
Position 419: 1.6506732277115905e-05
Position 57: 1.324817644284381e-05
Position 462: 9.22985796220288e-06
Position 332: 8.909706484314012e-06
Position 366: 8.8264085572592e-06
Position 673: 8.665414790293366e-06
Position 92: 8.532874214466159e-06
Position 32: 8.401813269605251e-06
Position 352: 7.274279193023731e-06
Position 450: 6.839867525255537e-06
Position 135: 5.003074904440993e-06
Position 509: 3.975102979554004e-06
Position 417: 3.9601260273629605e-06
Position 94: 3.5182408747069797e-06
Position 440: 2.8997003001901265e-06
Position 427: 2.890379744370402e-06
Position 75: 2.747496342983713e-06
Position 230: 1.1095776535806164e-06
Position 793: 9.020783474022831e-07
Position 175: 5.578935740959766e-07
Position 369: 5.497853961095482e-07
Position 113: 4.034324478483253e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9506982801487595
Position 1904: 0.7272809141408227
Position 4421: 0.6792261193704915
Position 6186: 0.39008912622279257
Position 542: 0.2662880391169899
Position 4813: 0.22221975860280355
Position 4457: 0.2219132612534695
Position 3136: 0.18405846509733773
Position 175: 0.11875190569866077
Position 5925: 0.07688074321490251
Position 1451: 0.052996548414951924
Position 3070: 0.040240655390797214
Position 4896: 0.034284842938485445
Position 5303: 0.030618533994478978
Position 6001: 0.02881489474292634
Position 573: 0.02591599100654
Position 4243: 0.024588082789812244
Position 4745: 0.024154716754385654
Position 1417: 0.01813212271726556
Position 3518: 0.017985133522111278
Position 5711: 0.014288643963302391
Position 4877: 0.013955964352296162
Position 6123: 0.013941881228599587
Position 5958: 0.013705280819986591
