Gene = Agl
index = 102
Annotated 5SS: [  139   899 14555 16149 17161 19641 19896 20937 21448 21637 23107 23714
 25647 26579 26924 27175 27441 28911 29112 29548 31638 35403 35780 36827
 39381 49476 49928 53294 54916 56182 57769 61550 61787]
Annotated 3SS: [  748 14343 15981 16956 19458 19783 20812 21344 21538 22966 23525 25522
 26414 26821 27018 27289 28785 28998 29412 31506 35265 35645 36650 39277
 49249 49815 53157 54802 55969 57670 61461 61652 63230]
SMsplice 5SS: [  139   899 16149 17161 19641 19896 20937 21637 23107 23714 25647 26579
 26924 27175 27441 28911 29112 31638 35403 35780 36827 39381 49476 49928
 53294 56120 57769 61324 61550 61787]
SMsplice 3SS: [  748 15981 16956 19581 19783 20812 21538 22966 23665 25522 26414 26821
 27018 27289 28785 28998 31506 35286 35645 36650 39277 49249 49815 53157
 55969 57670 61197 61461 61652 63230]
top_k =  500
Partition function (log Z): 46.237763606671656

Sorted 5' Splice Sites (High to Low Probability):
Position 899: 0.9997584891585878
Position 39381: 0.9967369070118935
Position 26924: 0.9951312981168762
Position 31638: 0.9940362026803583
Position 49928: 0.9870356577278718
Position 139: 0.9847008223877003
Position 27175: 0.9743427036291991
Position 28911: 0.9600491482964386
Position 17161: 0.9533686541104551
Position 16149: 0.9497473404634438
Position 29112: 0.9344974943718432
Position 35403: 0.9065627430994584
Position 36827: 0.8958351818648775
Position 19641: 0.8842117398641479
Position 35780: 0.8798480051076961
Position 25647: 0.8473607091524484
Position 21637: 0.823720641846714
Position 61550: 0.8211333107590904
Position 61787: 0.8153497326791449
Position 57769: 0.7914777306305496
Position 23714: 0.7810619338188793
Position 20937: 0.7684934134714355
Position 53294: 0.7593573708484869
Position 19896: 0.7387881931199878
Position 27441: 0.7048544221935494
Position 56120: 0.6522932383806995
Position 26579: 0.6240576129103765
Position 23107: 0.6198809872024104
Position 49476: 0.6178360225713689
Position 29548: 0.6152770506198614
Position 61324: 0.5258865499821581
Position 34233: 0.4408926619538713
Position 46209: 0.40771739349374214
Position 54916: 0.405508258678275
Position 14555: 0.3894426650660718
Position 21448: 0.37508836253035954
Position 57432: 0.3715641548803092
Position 23063: 0.35816054298740496
Position 56182: 0.3477067616193001
Position 30434: 0.3336709824690956
Position 20655: 0.3203515608671695
Position 9711: 0.28754627820070605
Position 35095: 0.27652902070687446
Position 45170: 0.2562315689956503
Position 26464: 0.24391306528004175
Position 57387: 0.22507377565357514
Position 51307: 0.21768648327478954
Position 42019: 0.2092372267590088
Position 39112: 0.19534446211965398
Position 619: 0.1733800240029655
Position 25912: 0.1649270831709578
Position 26107: 0.16473298222971716
Position 61833: 0.16340871828420947
Position 50612: 0.14809003578876073
Position 63412: 0.14779082373816319
Position 25816: 0.14722961214864036
Position 23526: 0.14697454099539883
Position 31308: 0.14396727458209882
Position 18396: 0.13589092700695066
Position 37647: 0.12686547103481066
Position 29241: 0.12658524561186632
Position 31357: 0.10592153113691563
Position 19468: 0.1019855399512046
Position 22128: 0.09266525124717245
Position 28672: 0.09009442060985536
Position 35361: 0.08743993184111036
Position 39200: 0.08603579205042618
Position 42931: 0.0755807744952442
Position 51341: 0.07291741539883952
Position 27368: 0.07083267908155635
Position 21070: 0.06750527912571579
Position 21729: 0.06202068589231421
Position 20612: 0.05974092916801588
Position 50821: 0.057153408030183275
Position 52854: 0.05694741528321694
Position 49433: 0.05623668409790791
Position 49328: 0.055220578793029745
Position 22142: 0.05450041064312618
Position 36857: 0.054043193448445166
Position 63309: 0.047925086532417956
Position 36085: 0.047897050278291435
Position 50108: 0.043407566586072435
Position 16767: 0.04299087691426492
Position 20969: 0.04129299211412224
Position 63293: 0.03756099229557285
Position 36463: 0.03366901699001303
Position 50361: 0.029057385620480727
Position 20651: 0.0284009584424724
Position 21619: 0.026615435577985305
Position 26753: 0.023302904580154236
Position 21386: 0.022918404215645127
Position 18022: 0.021593354901407964
Position 41672: 0.020400175849444955
Position 63363: 0.019688946332658483
Position 31367: 0.01950139572832378
Position 19742: 0.018308241312923218
Position 36845: 0.017929161566043426
Position 17669: 0.014475846540931772
Position 37794: 0.014217731764976017
Position 25947: 0.013499014904060616
Position 22815: 0.013162479923738948
