Gene = Pecr
index = 808
Annotated 5SS: [  222  7028  8149  9429 14038 16908 22363]
Annotated 3SS: [ 6893  7982  9346 13940 16796 22250 24880]
SMsplice 5SS: [  222  7028  8149 14038 16908 17232 22363]
SMsplice 3SS: [ 6893  7982 13940 16796 17143 22250 23333]
top_k =  500
Partition function (log Z): 3.2706496033282297

Sorted 5' Splice Sites (High to Low Probability):
Position 14038: 0.9970549708680558
Position 7028: 0.9790465947263999
Position 22363: 0.9757877516807061
Position 17232: 0.945062000298486
Position 222: 0.8915116446230964
Position 16908: 0.7915489379654083
Position 9429: 0.44720983971689215
Position 7689: 0.2961750879671738
Position 14464: 0.24646044209134457
Position 933: 0.22554603746780022
Position 21509: 0.1312295189111755
Position 14821: 0.0899678705999652
Position 226: 0.0748523457811637
Position 2431: 0.07293698667074336
Position 17782: 0.06767902486038119
Position 17843: 0.05465611411368697
Position 9880: 0.05011709498094534
Position 16913: 0.04633827345650782
Position 2009: 0.04220878105973109
Position 21802: 0.04122058529135873
Position 21883: 0.04111594266200124
Position 4964: 0.03971486205318495
Position 20539: 0.03677443543664922
Position 9277: 0.03449251972676026
Position 11091: 0.03448512184871785
Position 23112: 0.03186074954190219
Position 7341: 0.031169416647104875
Position 21830: 0.031060089042675265
Position 8662: 0.02726710513797618
Position 6011: 0.02710556274434211
Position 1573: 0.025876983141528587
Position 275: 0.021756231027902338
Position 15339: 0.021180436454266448
Position 8020: 0.02036375488749318
Position 7107: 0.017484885369245213
Position 8271: 0.017447107178906688
Position 7295: 0.01710379392455175
Position 7693: 0.015871193161393283
Position 16873: 0.015589683935973715
Position 20642: 0.014953095462462178
Position 16121: 0.014812290916842339
Position 16658: 0.01463161933007565
Position 1687: 0.014593061201284183
Position 22554: 0.011925102404943716
Position 22869: 0.011369805329524859
Position 4604: 0.010609112869686996
Position 6221: 0.010434749674819672
Position 8365: 0.010206244703510937
Position 18880: 0.010042753253006574
Position 11621: 0.009977789882953031
Position 7177: 0.008545674630424084
Position 21726: 0.008106614414284381
Position 1490: 0.008089906685391383
Position 17291: 0.0075617758337544975
Position 850: 0.007468096620962803
Position 15410: 0.0073588475427089186
Position 9725: 0.007180791969782624
Position 7946: 0.00716049479029888
Position 2623: 0.006446830631100712
Position 16962: 0.005873088712135714
Position 791: 0.00542026097384504
Position 11662: 0.005307355848012053
Position 9721: 0.0052324825647456314
Position 24658: 0.0047826121018614085
Position 7983: 0.004444312135589231
Position 22418: 0.004185864699070424
Position 20405: 0.0035001821787715615
Position 11223: 0.0034289368453667957
Position 7194: 0.003112103384446998
Position 23170: 0.002928477805388224
Position 1934: 0.0029220721535347326
Position 14117: 0.002884279386159046
Position 24703: 0.0027840566642050825
Position 17690: 0.0026543093067241987
Position 4944: 0.0026040093445041787
Position 8103: 0.002395445369962003
Position 14371: 0.0023521279382464192
Position 8153: 0.002004310580588598
Position 8234: 0.001978396481153376
Position 4959: 0.0019652565461292875
Position 19759: 0.0018700974184390718
Position 9226: 0.0017178438100734906
Position 1853: 0.001628032499475838
Position 890: 0.0015955527346528614
Position 16896: 0.0014387021483582847
Position 929: 0.0014044860428210136
Position 22647: 0.0014026450321381907
Position 2459: 0.0013601293926452367
Position 7361: 0.0013571568337897638
Position 22988: 0.0013455562018406951
Position 17057: 0.0004961809437916295
Position 24014: 0.00040094659300848315
Position 378: 0.0003784867574689188
Position 7810: 0.0002899938074865087
Position 197: 0.00024592308725040536
Position 117: 0.00018840458249129972
Position 490: 0.00015160523910631398
Position 7543: 0.0001484978825557465
Position 8138: 0.00013783624825231035
Position 337: 0.00012792397819134664
Position 976: 0.00012144688339743603
Position 7606: 0.00010176179292563931
Position 2172: 9.025815115921664e-05
Position 1020: 8.374800441724282e-05
Position 550: 7.929673165546433e-05
Position 155: 7.869379331871205e-05
Position 264: 7.689426777576555e-05
Position 8155: 6.253186210224609e-05
Position 840: 5.441587044443028e-05
Position 1222: 4.635034251180742e-05
Position 7642: 4.032347253886671e-05
Position 1913: 3.634155518347714e-05
Position 403: 3.43063841224092e-05
Position 733: 3.386813028479015e-05
Position 1927: 2.831420909522e-05
Position 1673: 2.7903556038295723e-05
Position 467: 2.4090155918540355e-05
Position 14042: 2.3867752224889413e-05
Position 164: 2.0532169417206605e-05
Position 7942: 1.6377654819069054e-05
Position 751: 1.3580363090037307e-05
Position 745: 1.3083971401351544e-05
Position 323: 1.2975132732058331e-05
Position 254: 1.2375527645495251e-05
Position 558: 4.286083719433297e-06
Position 53: 3.6641094589146927e-06
Position 7347: 2.3417058198545787e-06
Position 435: 1.8054440671035597e-06
Position 139: 1.7301973910357866e-06
Position 161: 1.6143626984189132e-06
Position 528: 1.2468470525284866e-06
Position 56: 7.300396198432622e-07
Position 10: 7.137591957846593e-07
